atr_bpn_id,NIK,asset_type,certificate_type,certificate_number,provinsi,kota,kecamatan,kelurahan,land_area_m2,building_area_m2,nilai_tanah_per_m2,nilai_bangunan_per_m2,nilai_tanah_total,nilai_bangunan_total,total_collateral_value,ownership_match
ATR001267,3671011106031267,Ruko,HGB,76977/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,339.7,173.5,55690000,6420000,18917893000,1113870000,20031763000,Ya
ATR001268,3171011103951268,Ruko,HGB,92723/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,84.6,88.6,27030000,5720000,2286738000,506792000,2793530000,Ya
ATR001269,3171017110831269,Rumah,HGB,97030/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,110.8,112.9,36070000,6670000,3996556000,753043000,4749599000,Ya
ATR001270,3271014205931270,Tanah,HGB,83690/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,113.4,0.0,28470000,5230000,3228498000,0,3228498000,Ya
ATR001271,3671014803781271,Rumah,SHM,89971/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,273.1,191.9,10910000,4160000,2979521000,798304000,3777825000,Tidak
ATR001272,3671016008991272,Ruko,SHM,70715/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,230.6,199.2,19370000,4000000,4466722000,796800000,5263522000,Ya
ATR001273,3175014809661273,Tanah,HGB,71889/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,245.7,0.0,15780000,4390000,3877146000,0,3877146000,Ya
ATR001274,3271011910961274,Tanah,SHM,22962/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,351.1,0.0,14080000,3680000,4943488000,0,4943488000,Ya
ATR001275,3671015603921275,Gudang,HGB,23659/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,357.4,215.6,28780000,4670000,10285972000,1006852000,11292824000,Ya
ATR001276,3275015306971276,Rumah,HGB,40590/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,181.1,204.8,20240000,5210000,3665464000,1067008000,4732472000,Ya
ATR001277,3174011405011277,Rumah,SHM,41011/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,302.6,362.8,7990000,4000000,2417774000,1451200000,3868974000,Ya
ATR001278,3674012607931278,Ruko,HGB,28065/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,103.2,86.9,35930000,6360000,3707976000,552684000,4260660000,Ya
ATR001279,3276014808671279,Rumah,HGB,65470/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,96.0,86.9,43780000,6790000,4202880000,590051000,4792931000,Ya
ATR001280,3671012005801280,Ruko,SHM,83793/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,383.1,355.7,11620000,4420000,4451622000,1572194000,6023816000,Ya
ATR001281,3271011401801281,Ruko,SHM,17916/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,220.4,196.7,11040000,4179999,2433216000,822206000,3255422000,Ya
ATR001282,3275011903021282,Rumah,HGB,75173/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,173.3,154.9,22480000,4610000,3895784000,714089000,4609873000,Ya
ATR001283,3174012506981283,Ruko,SHM,83342/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,225.4,172.9,14110000,3870000,3180394000,669123000,3849517000,Tidak
ATR001284,3174017004821284,Tanah,SHM,50030/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,163.7,0.0,22520000,5140000,3686524000,0,3686524000,Ya
ATR001285,3275014109011285,Tanah,SHM,73050/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,72.0,0.0,7100000,3440000,511200000,0,511200000,Ya
ATR001286,3671015211921286,Ruko,SHM,94872/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,181.2,155.4,25070000,4820000,4542684000,749028000,5291712000,Ya
ATR001287,3271016608751287,Tanah,SHM,29483/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,142.8,0.0,7900000,3880000,1128120000,0,1128120000,Ya
ATR001288,3671012505671288,Rumah,HGB,61165/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,301.2,155.7,9760000,4110000,2939712000,639927000,3579639000,Ya
ATR001289,3174016101971289,Ruko,HGB,19891/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,251.7,167.1,48270000,5190000,12149559000,867249000,13016808000,Ya
ATR001290,3671014801691290,Ruko,SHM,84261/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,127.4,152.8,23890000,5550000,3043586000,848040000,3891626000,Ya
ATR001291,3175011512651291,Tanah,SHM,66320/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,368.0,0.0,26640000,4970000,9803520000,0,9803520000,Ya
ATR001292,3275011804831292,Rumah,HGB,50488/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,87.9,57.7,9070000,4110000,797253000,237147000,1034400000,Ya
ATR001293,3175015303901293,Gudang,SHM,15078/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,373.9,349.9,25130000,5620000,9396107000,1966438000,11362545000,Ya
ATR001294,3175011304831294,Tanah,HGB,62446/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,396.3,0.0,41830000,6310000,16577229000,0,16577229000,Ya
ATR001295,3276016306841295,Ruko,HGB,49074/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,98.6,49.6,45990000,6540000,4534614000,324384000,4858998000,Ya
ATR001296,3674012905691296,Ruko,SHM,94765/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,233.3,172.7,16120000,4210000,3760796000,727067000,4487863000,Ya
ATR001297,3171015205911297,Tanah,SHM,54548/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,317.1,0.0,27320000,4630000,8663172000,0,8663172000,Ya
ATR001298,3671010712911298,Ruko,HGB,99983/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,94.8,78.5,10170000,3750000,964116000,294375000,1258491000,Ya
ATR001299,3671011112011299,Tanah,SHM,30689/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,218.6,0.0,11500000,3530000,2513900000,0,2513900000,Ya
ATR001300,3671012506031300,Rumah,HGB,58957/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,326.3,207.0,55200000,6480000,18011760000,1341360000,19353120000,Ya
ATR001301,3276010608931301,Ruko,SHM,16009/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,381.7,367.9,8100000,3110000,3091770000,1144169000,4235939000,Ya
ATR001302,3276012707971302,Tanah,HGB,18614/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,123.7,0.0,7310000,3860000,904247000,0,904247000,Ya
ATR001303,3674016102671303,Ruko,SHM,37970/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,106.3,124.3,49300000,6110000,5240590000,759473000,6000063000,Ya
ATR001304,3173013105751304,Tanah,SHM,56871/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,186.6,0.0,14820000,4190000,2765412000,0,2765412000,Ya
ATR001305,3275015203741305,Gudang,HGB,45354/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,395.4,215.4,40170000,5200000,15883218000,1120080000,17003298000,Ya
ATR001306,3172011501951306,Tanah,HGB,65119/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,78.5,0.0,19820000,4520000,1555870000,0,1555870000,Ya
ATR001307,3671011110781307,Tanah,HGB,98011/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,250.9,0.0,14420000,3820000,3617978000,0,3617978000,Ya
ATR001308,3173015005771308,Rumah,HGB,98303/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,261.8,174.9,8850000,4340000,2316930000,759066000,3075996000,Ya
ATR001309,3674010712941309,Tanah,HGB,35226/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,332.9,0.0,9780000,3570000,3255762000,0,3255762000,Ya
ATR001310,3674011209721310,Rumah,HGB,98068/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,109.5,115.8,26070000,5640000,2854665000,653112000,3507777000,Ya
ATR001311,3671011905891311,Tanah,HGB,11949/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,295.3,0.0,14350000,3880000,4237555000,0,4237555000,Ya
ATR001312,3173015606861312,Rumah,HGB,35198/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,131.2,73.2,19100000,4370000,2505920000,319884000,2825804000,Ya
ATR001313,3171014402731313,Rumah,HGB,55005/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,281.1,160.9,10210000,3340000,2870031000,537406000,3407437000,Ya
ATR001314,3671011509691314,Ruko,HGB,51474/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,196.8,106.5,8990000,3370000,1769232000,358905000,2128137000,Ya
ATR001315,3275014401901315,Gudang,SHM,17777/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,179.2,200.4,8180000,3050000,1465856000,611220000,2077076000,Ya
ATR001316,3275012402921316,Ruko,HGB,52355/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,186.9,116.1,17430000,4460000,3257667000,517806000,3775473000,Ya
ATR001317,3275015301941317,Gudang,SHM,39938/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,184.7,108.0,18690000,3990000,3452043000,430920000,3882963000,Tidak
ATR001318,3172010701831318,Ruko,SHM,62345/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,325.4,264.3,46060000,6740000,14987924000,1781382000,16769306000,Ya
ATR001319,3172014711671319,Ruko,SHM,96359/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,119.3,95.8,17650000,4380000,2105645000,419604000,2525249000,Ya
ATR001320,3175016602881320,Ruko,SHM,89048/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,354.7,431.0,24770000,4390000,8785919000,1892090000,10678009000,Ya
ATR001321,3671015607811321,Rumah,HGB,48654/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,311.8,344.7,7220000,3060000,2251196000,1054782000,3305978000,Ya
ATR001322,3174015407721322,Tanah,SHM,87744/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,304.8,0.0,21900000,5140000,6675120000,0,6675120000,Ya
ATR001323,3276015904711323,Rumah,HGB,78852/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,174.7,89.9,24250000,5280000,4236475000,474672000,4711147000,Ya
ATR001324,3172014809901324,Gudang,HGB,94351/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,285.6,333.9,9150000,3370000,2613240000,1125243000,3738483000,Ya
ATR001325,3674012412721325,Ruko,SHM,48657/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,113.2,144.9,27570000,5200000,3120924000,753480000,3874404000,Tidak
ATR001326,3671014208691326,Gudang,SHM,44318/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,93.1,69.1,7290000,3250000,678699000,224575000,903274000,Ya
ATR001327,3275015105921327,Ruko,HGB,29705/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,82.3,77.3,8220000,3760000,676506000,290648000,967154000,Ya
ATR001328,3172016312011328,Tanah,HGB,23470/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,184.0,0.0,13240000,3630000,2436160000,0,2436160000,Ya
ATR001329,3175010606741329,Ruko,HGB,69071/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,251.3,278.9,7980000,3100000,2005374000,864590000,2869964000,Ya
ATR001330,3671010406811330,Tanah,HGB,83274/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,355.0,0.0,29390000,6270000,10433450000,0,10433450000,Ya
ATR001331,3671016312021331,Rumah,SHM,90426/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,108.5,88.1,28390000,4920000,3080315000,433452000,3513767000,Ya
ATR001332,3172016906881332,Tanah,SHM,18654/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,359.6,0.0,11460000,3500000,4121016000,0,4121016000,Ya
ATR001333,3671011601831333,Ruko,SHM,25873/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,165.9,186.9,7860000,3580000,1303974000,669102000,1973076000,Ya
ATR001334,3271014807721334,Rumah,HGB,56595/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,190.0,162.4,38510000,5760000,7316900000,935424000,8252324000,Ya
ATR001335,3671016212721335,Rumah,HGB,16594/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,335.0,264.5,12090000,4200000,4050150000,1110900000,5161050000,Ya
ATR001336,3271010309931336,Rumah,SHM,10231/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,154.4,192.5,19210000,4600000,2966024000,885500000,3851524000,Ya
ATR001337,3175014104801337,Ruko,HGB,83892/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,70.0,69.6,27080000,5370000,1895600000,373752000,2269352000,Ya
ATR001338,3671016304821338,Ruko,HGB,79309/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,87.7,57.4,8510000,3310000,746327000,189994000,936321000,Ya
ATR001339,3174016710701339,Tanah,HGB,59663/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,77.9,0.0,13780000,4470000,1073462000,0,1073462000,Ya
ATR001340,3171011707731340,Gudang,SHM,39223/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,233.0,161.8,9660000,3420000,2250780000,553356000,2804136000,Ya
ATR001341,3174012204881341,Tanah,HGB,46075/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,216.6,0.0,23400000,4810000,5068440000,0,5068440000,Ya
ATR001342,3173015502831342,Ruko,HGB,13516/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,281.3,326.2,43890000,5230000,12346257000,1706026000,14052283000,Ya
ATR001343,3671015509861343,Ruko,HGB,95499/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,393.2,384.2,12760000,3410000,5017232000,1310122000,6327354000,Ya
ATR001344,3671016309971344,Tanah,SHM,87453/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,72.8,0.0,12250000,4500000,891800000,0,891800000,Tidak
ATR001345,3671012411731345,Ruko,HGB,41280/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,243.8,211.3,30600000,5580000,7460280000,1179054000,8639334000,Ya
ATR001346,3671012903981346,Gudang,HGB,52748/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,218.3,151.1,26760000,5230000,5841708000,790253000,6631961000,Ya
ATR001347,3671015108751347,Ruko,SHM,26188/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,181.3,114.5,28030000,6040000,5081839000,691580000,5773419000,Ya
ATR001348,3674016401981348,Rumah,SHM,93515/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,175.0,218.5,44950000,5480000,7866250000,1197380000,9063630000,Ya
ATR001349,3671014206921349,Ruko,SHM,61570/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,312.0,362.6,62720000,7260000,19568640000,2632476000,22201116000,Ya
ATR001350,3175016201761350,Ruko,SHM,96508/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,240.2,125.4,23100000,5140000,5548620000,644556000,6193176000,Ya
ATR001351,3671011111701351,Tanah,HGB,44416/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,249.5,0.0,12870000,3740000,3211065000,0,3211065000,Ya
ATR001352,3175012002991352,Gudang,SHM,70869/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,90.0,74.8,7530000,3600000,677700000,269280000,946980000,Tidak
ATR001353,3276015608751353,Tanah,SHM,58486/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,154.5,0.0,8500000,3420000,1313250000,0,1313250000,Ya
ATR001354,3671012911691354,Rumah,HGB,94582/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,351.4,368.0,31210000,5010000,10967194000,1843680000,12810874000,Ya
ATR001355,3175014212731355,Ruko,SHM,60440/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,80.3,97.2,26560000,5190000,2132768000,504468000,2637236000,Ya
ATR001356,3671014303691356,Tanah,HGB,33501/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,379.8,0.0,10370000,3820000,3938526000,0,3938526000,Ya
ATR001357,3671012605831357,Ruko,SHM,27039/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,194.7,128.4,15640000,4059999,3045108000,521304000,3566412000,Ya
ATR001358,3174014506701358,Rumah,SHM,10434/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,319.1,288.5,11470000,3760000,3660077000,1084760000,4744837000,Ya
ATR001359,3173012201821359,Ruko,SHM,43467/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,149.2,126.6,6280000,3860000,936976000,488676000,1425652000,Ya
ATR001360,3276010407691360,Tanah,SHM,67793/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,151.2,0.0,7190000,3630000,1087128000,0,1087128000,Tidak
ATR001361,3674011210701361,Rumah,HGB,31375/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,359.8,328.2,12990000,4070000,4673802000,1335774000,6009576000,Ya
ATR001362,3671010210701362,Ruko,HGB,35580/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,99.0,59.5,12110000,3720000,1198890000,221340000,1420230000,Ya
ATR001363,3671015703891363,Ruko,SHM,78049/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,305.8,160.8,8230000,3640000,2516734000,585312000,3102046000,Tidak
ATR001364,3173011107701364,Rumah,HGB,24107/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,224.6,123.7,25390000,5730000,5702594000,708801000,6411395000,Tidak
ATR001365,3671010605841365,Rumah,SHM,76445/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,206.3,156.0,8410000,3090000,1734983000,482040000,2217023000,Ya
ATR001366,3174015412741366,Rumah,SHM,79115/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,197.9,105.5,8590000,3530000,1699961000,372415000,2072376000,Ya
ATR001367,3671015407811367,Rumah,SHM,89258/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,382.6,273.3,19680000,3900000,7529568000,1065870000,8595438000,Ya
ATR001368,3275012102711368,Tanah,HGB,23717/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,84.0,0.0,31650000,5940000,2658600000,0,2658600000,Ya
ATR001369,3173010511891369,Ruko,HGB,31750/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,340.1,346.2,30800000,5640000,10475080000,1952568000,12427648000,Ya
ATR001370,3671011006011370,Gudang,HGB,81223/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,235.8,140.0,7060000,3020000,1664748000,422800000,2087548000,Ya
ATR001371,3172012711661371,Gudang,HGB,94250/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,224.0,223.6,5970000,3090000,1337280000,690924000,2028204000,Ya
ATR001372,3271012701871372,Ruko,SHM,36840/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,383.2,309.2,26390000,5640000,10112648000,1743888000,11856536000,Ya
ATR001373,3671011601851373,Gudang,HGB,85252/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,161.6,133.9,27460000,6270000,4437536000,839553000,5277089000,Ya
ATR001374,3671012403921374,Tanah,SHM,94036/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,186.4,0.0,18870000,4580000,3517368000,0,3517368000,Ya
ATR001375,3671014704021375,Ruko,HGB,60190/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,128.4,72.4,24810000,4440000,3185604000,321456000,3507060000,Ya
ATR001376,3275015511981376,Ruko,HGB,22421/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,334.6,373.8,33740000,6080000,11289404000,2272704000,13562108000,Ya
ATR001377,3671014804911377,Rumah,SHM,28677/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,77.8,87.6,9380000,3920000,729764000,343392000,1073156000,Ya
ATR001378,3175011003001378,Ruko,SHM,15680/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,139.2,163.7,58750000,7440000,8178000000,1217928000,9395928000,Ya
ATR001379,3671016908931379,Rumah,HGB,50329/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,136.7,91.5,19580000,4080000,2676586000,373320000,3049906000,Ya
ATR001380,3671017107691380,Rumah,HGB,17392/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,399.5,207.7,8250000,3260000,3295875000,677102000,3972977000,Ya
ATR001381,3171015004021381,Rumah,SHM,52675/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,248.6,303.6,31580000,4690000,7850788000,1423884000,9274672000,Ya
ATR001382,3174010112961382,Rumah,SHM,95152/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,145.1,150.2,24560000,4940000,3563656000,741988000,4305644000,Ya
ATR001383,3174016912681383,Tanah,SHM,53372/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,124.1,0.0,10910000,4330000,1353931000,0,1353931000,Ya
ATR001384,3671013007711384,Ruko,HGB,88391/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,228.2,129.8,12210000,4000000,2786322000,519200000,3305522000,Ya
ATR001385,3271010201891385,Tanah,HGB,93059/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,210.3,0.0,11400000,4030000,2397420000,0,2397420000,Ya
ATR001386,3671014910671386,Gudang,SHM,75265/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,62.9,69.7,7980000,3260000,501942000,227222000,729164000,Ya
ATR001387,3275010906781387,Ruko,HGB,34550/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,316.7,400.4,23050000,4920000,7299935000,1969968000,9269903000,Ya
ATR001388,3276011410851388,Rumah,HGB,51583/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,256.2,159.8,17220000,4770000,4411764000,762246000,5174010000,Ya
ATR001389,3275011106001389,Tanah,HGB,31432/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,191.4,0.0,11710000,4070000,2241294000,0,2241294000,Ya
ATR001390,3671011412791390,Ruko,SHM,80655/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,86.7,104.5,13970000,4460000,1211199000,466070000,1677269000,Ya
ATR001391,3674016003821391,Tanah,SHM,68257/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,152.0,0.0,6730000,3470000,1022960000,0,1022960000,Ya
ATR001392,3171012702901392,Rumah,SHM,22717/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,380.2,415.0,23650000,5570000,8991730000,2311550000,11303280000,Ya
ATR001393,3174015807871393,Ruko,HGB,42911/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,220.0,118.7,22680000,5650000,4989600000,670655000,5660255000,Ya
ATR001394,3276011010981394,Ruko,SHM,87819/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,162.6,131.3,17700000,4510000,2878020000,592163000,3470183000,Ya
ATR001395,3172015112981395,Rumah,HGB,51362/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,100.0,70.2,8450000,3480000,845000000,244296000,1089296000,Ya
ATR001396,3276016602761396,Gudang,HGB,33043/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,262.8,208.4,8189999,3420000,2152332000,712728000,2865060000,Ya
ATR001397,3674012806711397,Ruko,HGB,10831/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,103.9,96.6,18100000,3960000,1880590000,382536000,2263126000,Ya
ATR001398,3674016911021398,Gudang,SHM,74639/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,319.8,223.3,6460000,2990000,2065908000,667667000,2733575000,Ya
ATR001399,3276010705691399,Gudang,SHM,56497/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,127.9,101.9,8500000,3840000,1087150000,391296000,1478446000,Ya
ATR001400,3674016708921400,Ruko,SHM,97262/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,198.2,176.0,8600000,3940000,1704520000,693440000,2397960000,Ya
ATR001401,3271016405911401,Rumah,SHM,94811/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,334.7,352.9,10170000,4030000,3403899000,1422187000,4826086000,Ya
ATR001402,3271012001761402,Tanah,SHM,80993/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,107.1,0.0,8920000,3630000,955332000,0,955332000,Ya
ATR001403,3671011704741403,Rumah,SHM,14000/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,174.9,214.3,41050000,5250000,7179645000,1125075000,8304720000,Ya
ATR001404,3173015210861404,Tanah,HGB,69366/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,317.2,0.0,13060000,3990000,4142632000,0,4142632000,Ya
ATR001405,3674011208951405,Gudang,HGB,56547/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,151.0,125.1,44780000,6710000,6761780000,839421000,7601201000,Ya
ATR001406,3276016408651406,Tanah,HGB,58927/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,352.1,0.0,6570000,3770000,2313297000,0,2313297000,Ya
ATR001407,3276015708731407,Rumah,SHM,91165/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,120.6,83.4,9750000,3520000,1175850000,293568000,1469418000,Ya
ATR001408,3271010706671408,Ruko,HGB,99954/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,105.9,78.0,10220000,3730000,1082298000,290940000,1373238000,Ya
