slik_record_id,NIK,inquiry_date,bank_name,loan_type,plafond,outstanding_balance,installment_amount,tenor_month,collectability,collectability_label
SLK002413,3174011611881616,2026-05-03,Bank BRI,KMK,75000000,66825406,1284129,60,2,Dalam Perhatian Khusus (DPK)
SLK002414,3172010109911617,2024-10-09,Bank Panin,KK,50000000,26771526,1082828,48,1,Lancar
SLK002415,3172010109911617,2024-01-19,Bank CIMB Niaga,KMK,25000000,20417418,538445,48,4,Diragukan
SLK002416,3172010109911617,2024-03-22,Bank BCA,KI,300000000,160600066,26563921,12,1,Lancar
SLK002417,3172012204671619,2026-05-04,BPR Mitra Usaha,KI,500000000,226002311,23152603,24,2,Dalam Perhatian Khusus (DPK)
SLK002418,3172012204671619,2024-04-21,Bank Danamon,KK,75000000,24665728,3456258,24,1,Lancar
SLK002419,3671010509931620,2026-06-04,Bank BCA,KK,300000000,205824841,27987020,12,1,Lancar
SLK002420,3674015202991621,2024-06-02,Bank OCBC NISP,KKB,75000000,69819066,1362200,60,1,Lancar
SLK002421,3674015202991621,2026-08-19,Bank BRI,KPR,100000000,86429540,4369366,24,2,Dalam Perhatian Khusus (DPK)
SLK002422,3671012509981622,2024-10-22,Bank BNI,KKB,500000000,114275586,14398093,36,3,Kurang Lancar
SLK002423,3671012509981622,2025-12-28,Bank Permata,KPR,500000000,406542250,45091488,12,1,Lancar
SLK002424,3671012509981622,2024-11-26,Bank Permata,KMK,50000000,11572281,1079748,48,1,Lancar
SLK002425,3671017110011623,2025-06-14,Bank CIMB Niaga,KKB,150000000,69963716,2622817,60,1,Lancar
SLK002426,3671017110011623,2025-07-28,BPR Mitra Usaha,KMK,300000000,143297355,5663803,60,1,Lancar
SLK002427,3671017110011623,2025-01-17,Bank Panin,KI,50000000,29319730,4397301,12,1,Lancar
SLK002428,3671016212831624,2024-07-30,Bank Permata,KPR,100000000,30934438,2867485,36,1,Lancar
SLK002429,3671014609801626,2025-09-27,Bank OCBC NISP,KPR,100000000,91361357,3177473,36,2,Dalam Perhatian Khusus (DPK)
SLK002430,3671010112661627,2025-05-14,Bank Mandiri,KK,100000000,52300370,9220830,12,2,Dalam Perhatian Khusus (DPK)
SLK002431,3175014911751629,2024-04-16,Bank CIMB Niaga,KK,150000000,95092102,7022867,24,2,Dalam Perhatian Khusus (DPK)
SLK002432,3175014911751629,2025-04-17,Bank BCA,KK,75000000,15066582,6946897,12,1,Lancar
SLK002433,3174015003941630,2024-07-08,BPR Mitra Usaha,KMK,25000000,12320982,773750,36,1,Lancar
SLK002434,3174015003941630,2026-06-05,Bank Panin,KI,75000000,63374956,1390319,60,1,Lancar
SLK002435,3173014701781631,2024-08-16,Bank Panin,KI,75000000,30506831,6794583,12,1,Lancar
SLK002436,3173014701781631,2026-05-13,Bank Permata,KPR,200000000,57744833,6032922,36,3,Kurang Lancar
SLK002437,3173014701781631,2025-03-08,Bank BCA,KK,150000000,125408506,6529878,24,1,Lancar
SLK002438,3671014805991632,2025-04-26,Bank Panin,KK,200000000,166727230,18531799,12,1,Lancar
SLK002439,3671014805991632,2025-01-22,Bank Panin,KMK,100000000,84561594,1872840,60,1,Lancar
SLK002440,3275016508011633,2024-05-18,Bank Permata,KKB,50000000,18621005,889170,60,2,Dalam Perhatian Khusus (DPK)
SLK002441,3275016508011633,2025-02-25,BPR Mitra Usaha,KK,200000000,48092669,17240483,12,1,Lancar
SLK002442,3674016502021634,2024-05-01,Bank Permata,KK,200000000,129946180,18719858,12,1,Lancar
SLK002443,3175012805711635,2026-05-14,BPR Mitra Usaha,KI,300000000,106830126,5427447,60,1,Lancar
SLK002444,3175012805711635,2026-01-16,Bank OCBC NISP,KKB,150000000,132134484,4589356,36,2,Dalam Perhatian Khusus (DPK)
SLK002445,3671016207911636,2025-11-21,Bank Mandiri,KK,100000000,49291073,3083145,36,1,Lancar
SLK002446,3671016207911636,2026-04-11,Bank Permata,KKB,25000000,7257704,454969,60,4,Diragukan
SLK002447,3175011202891638,2024-12-29,Bank OCBC NISP,KPR,75000000,57627599,1337657,60,1,Lancar
SLK002448,3175011202891638,2026-08-06,Bank Panin,KKB,200000000,167469500,17238183,12,1,Lancar
SLK002449,3671016012871640,2025-01-15,BPR Mitra Usaha,KKB,100000000,34030371,4631351,24,1,Lancar
SLK002450,3671016202921641,2025-03-28,Bank Danamon,KK,25000000,23360657,431042,60,2,Dalam Perhatian Khusus (DPK)
SLK002451,3671016202921641,2026-07-19,Bank OCBC NISP,KKB,75000000,45408677,2334297,36,1,Lancar
SLK002452,3276015010661642,2025-03-20,Bank OCBC NISP,KI,75000000,24964756,6462415,12,5,Macet
SLK002453,3276015010661642,2025-12-09,Bank Panin,KMK,75000000,18682377,6976100,12,1,Lancar
SLK002454,3175014101991643,2024-02-10,Bank OCBC NISP,KPR,500000000,321868497,45954989,12,1,Lancar
SLK002455,3172010811931644,2024-02-04,Bank Permata,KK,75000000,31939767,1345582,60,1,Lancar
SLK002456,3671010704661645,2024-05-16,Bank BNI,KI,500000000,328746523,9147273,60,1,Lancar
SLK002457,3671010704661645,2026-03-10,Bank OCBC NISP,KI,75000000,69197129,1600576,48,1,Lancar
SLK002458,3671010704661645,2026-05-07,Bank BNI,KK,300000000,176653893,27321673,12,1,Lancar
SLK002459,3276016804731646,2024-09-01,Bank CIMB Niaga,KKB,300000000,117704128,5275134,60,1,Lancar
SLK002460,3674010308881647,2026-03-01,Bank CIMB Niaga,KMK,200000000,96887333,18716429,12,1,Lancar
SLK002461,3174015810711648,2026-08-06,Bank BRI,KKB,75000000,20519621,6576709,12,4,Diragukan
SLK002462,3174015810711648,2025-05-25,Bank Panin,KK,75000000,49191536,6425470,12,1,Lancar
SLK002463,3174015810711648,2025-02-18,Bank Danamon,KKB,500000000,362820429,9188815,60,3,Kurang Lancar
SLK002464,3671015306651649,2024-02-23,Bank OCBC NISP,KI,150000000,137814438,6909178,24,1,Lancar
SLK002465,3671015306651649,2025-10-22,Bank Panin,KPR,25000000,7235167,453391,60,1,Lancar
SLK002466,3671010203661650,2024-09-24,Bank Permata,KMK,300000000,83517961,13766052,24,1,Lancar
SLK002467,3172012106011651,2026-01-31,Bank Danamon,KI,100000000,58065020,9016872,12,1,Lancar
SLK002468,3174016901011652,2024-03-24,Bank OCBC NISP,KI,500000000,269443587,43704899,12,1,Lancar
SLK002469,3174016901011652,2024-05-18,Bank BCA,KI,500000000,223878547,8793342,60,1,Lancar
SLK002470,3174016901011652,2024-08-11,Bank Mandiri,KPR,100000000,47652080,2305779,48,1,Lancar
SLK002471,3271012909781653,2025-06-10,Bank OCBC NISP,KK,300000000,267539662,8658706,36,4,Diragukan
SLK002472,3671015009651654,2025-08-20,Bank BRI,KK,150000000,41524352,13717031,12,1,Lancar
SLK002473,3674014102731655,2025-06-21,Bank Mandiri,KI,500000000,117488079,47622015,12,2,Dalam Perhatian Khusus (DPK)
SLK002474,3674014102731655,2026-01-01,Bank BRI,KK,25000000,6436960,786656,36,1,Lancar
SLK002475,3674014102731655,2025-11-03,Bank Danamon,KPR,300000000,170663798,13605389,24,1,Lancar
SLK002476,3173014705831656,2026-03-06,Bank OCBC NISP,KKB,25000000,14417505,2214916,12,1,Lancar
SLK002477,3271014901701657,2025-09-25,Bank BNI,KMK,200000000,90970891,4629814,48,1,Lancar
SLK002478,3271014901701657,2025-06-08,Bank Panin,KK,75000000,30943625,3528421,24,1,Lancar
SLK002479,3671012412981658,2024-08-08,Bank OCBC NISP,KMK,200000000,185686274,17281153,12,1,Lancar
SLK002480,3671012412981658,2025-03-25,BPR Mitra Usaha,KK,75000000,51864481,2285349,36,1,Lancar
SLK002481,3275010806651659,2026-01-13,Bank BCA,KK,25000000,22096761,757534,36,2,Dalam Perhatian Khusus (DPK)
SLK002482,3271011910921660,2026-03-13,Bank Mandiri,KKB,300000000,165586165,14296540,24,1,Lancar
SLK002483,3671016405021661,2024-05-10,Bank BNI,KMK,25000000,12150574,1107472,24,1,Lancar
SLK002484,3174015901751662,2024-12-20,Bank CIMB Niaga,KI,50000000,37509279,943472,60,1,Lancar
SLK002485,3174015901751662,2026-03-02,Bank CIMB Niaga,KPR,150000000,134372119,6954267,24,1,Lancar
SLK002486,3671011510951663,2025-10-01,Bank BCA,KK,50000000,26236703,1195755,48,1,Lancar
SLK002487,3671012702761664,2026-04-26,Bank OCBC NISP,KPR,75000000,63831500,7113524,12,1,Lancar
SLK002488,3173012310001665,2026-07-03,Bank OCBC NISP,KMK,150000000,100282710,6745579,24,2,Dalam Perhatian Khusus (DPK)
SLK002489,3173012310001665,2025-10-15,Bank Panin,KPR,500000000,236168150,9042728,60,1,Lancar
SLK002490,3173012310001665,2025-07-08,Bank Permata,KKB,200000000,59360310,5846800,36,5,Macet
SLK002491,3671011303981666,2024-05-07,Bank BCA,KKB,50000000,30238080,2279078,24,1,Lancar
SLK002492,3174015104671667,2026-02-11,Bank BRI,KPR,50000000,20106492,885062,60,1,Lancar
SLK002493,3172012710681668,2025-09-16,Bank Panin,KPR,50000000,40758294,1152498,48,1,Lancar
SLK002494,3172012710681668,2026-04-28,BPR Mitra Usaha,KKB,300000000,104381874,9317232,36,1,Lancar
SLK002495,3175014802011669,2024-09-02,Bank CIMB Niaga,KI,100000000,56893138,3003476,36,1,Lancar
SLK002496,3271011709771670,2025-03-08,Bank Danamon,KMK,25000000,23081616,430680,60,1,Lancar
SLK002497,3275015209711672,2025-09-23,Bank CIMB Niaga,KMK,100000000,25637593,1760748,60,2,Dalam Perhatian Khusus (DPK)
SLK002498,3276011906831673,2025-03-03,Bank BRI,KKB,500000000,367690855,14606504,36,1,Lancar
SLK002499,3276011906831673,2025-04-11,Bank BRI,KPR,500000000,412460203,11753391,48,1,Lancar
SLK002500,3671013009891674,2024-01-12,Bank Panin,KK,75000000,42505799,3255019,24,1,Lancar
SLK002501,3674015802701675,2025-01-23,Bank BRI,KK,75000000,23059675,3563832,24,1,Lancar
SLK002502,3171015103901676,2025-11-11,Bank OCBC NISP,KMK,75000000,52062939,6958949,12,1,Lancar
SLK002503,3671013001681677,2024-03-26,Bank BNI,KI,100000000,92041361,4768063,24,2,Dalam Perhatian Khusus (DPK)
SLK002504,3671013001681677,2026-05-17,Bank BCA,KPR,500000000,412416031,9016118,60,4,Diragukan
SLK002505,3175017112781678,2026-06-14,Bank Permata,KKB,150000000,83271446,6409878,24,2,Dalam Perhatian Khusus (DPK)
SLK002506,3175017112781678,2025-04-04,Bank Mandiri,KMK,75000000,24505852,1744353,48,3,Kurang Lancar
SLK002507,3172015412681679,2025-11-24,BPR Mitra Usaha,KMK,300000000,190333486,6908955,48,1,Lancar
SLK002508,3674012309681680,2025-06-07,Bank OCBC NISP,KMK,100000000,22572915,9038417,12,1,Lancar
SLK002509,3173011911691683,2025-04-20,Bank BCA,KMK,300000000,61783228,12808026,24,1,Lancar
SLK002510,3173011911691683,2024-10-01,Bank Danamon,KK,100000000,55923108,8912696,12,1,Lancar
SLK002511,3173011911691683,2025-08-09,BPR Mitra Usaha,KI,50000000,34703131,4607269,12,1,Lancar
SLK002512,3275015310781684,2026-01-03,Bank Mandiri,KKB,100000000,94466888,9371662,12,1,Lancar
SLK002513,3275015310781684,2026-04-09,Bank BCA,KK,300000000,98280104,12833685,24,1,Lancar
SLK002514,3671014909681689,2026-06-06,BPR Mitra Usaha,KK,50000000,17376589,1112030,48,3,Kurang Lancar
SLK002515,3276010507691690,2026-08-14,Bank Mandiri,KI,50000000,21641237,1122796,48,1,Lancar
SLK002516,3276010507691690,2024-06-25,Bank BCA,KI,300000000,251461239,9060859,36,1,Lancar
SLK002517,3671014608681691,2024-04-17,Bank Panin,KK,300000000,141655052,13548090,24,1,Lancar
SLK002518,3275011506911692,2025-10-25,Bank Permata,KMK,75000000,63465169,1339789,60,1,Lancar
SLK002519,3275011506911692,2024-11-16,Bank Mandiri,KI,300000000,176612946,6757010,48,1,Lancar
SLK002520,3671015805971693,2026-07-29,Bank CIMB Niaga,KKB,200000000,127596197,3424737,60,1,Lancar
SLK002521,3671015805971693,2024-04-21,Bank BCA,KKB,75000000,51396455,1335023,60,3,Kurang Lancar
SLK002522,3173014503711695,2024-08-31,Bank CIMB Niaga,KMK,200000000,42077145,5986201,36,1,Lancar
SLK002523,3173014503711695,2026-08-18,Bank OCBC NISP,KPR,25000000,19617896,2213496,12,2,Dalam Perhatian Khusus (DPK)
SLK002524,3671015512991696,2026-07-22,Bank BCA,KPR,150000000,78376327,6658638,24,1,Lancar
SLK002525,3671015512991696,2025-02-21,Bank Danamon,KPR,200000000,136062026,6032536,36,2,Dalam Perhatian Khusus (DPK)
SLK002526,3271012707021697,2024-11-03,Bank Danamon,KMK,25000000,15648091,1097873,24,1,Lancar
SLK002527,3271012707021697,2026-04-05,Bank BRI,KI,150000000,68670928,4697850,36,1,Lancar
SLK002528,3171012409821699,2026-05-30,Bank BNI,KPR,300000000,134558485,5709530,60,1,Lancar
SLK002529,3171012409821699,2025-01-07,BPR Mitra Usaha,KMK,150000000,124029697,4543526,36,3,Kurang Lancar
SLK002530,3171012409821699,2025-02-28,Bank CIMB Niaga,KK,150000000,50491197,4574273,36,1,Lancar
SLK002531,3674016211941700,2024-03-30,Bank Danamon,KKB,75000000,48552440,1294771,60,1,Lancar
SLK002532,3674016211941700,2025-02-19,Bank BNI,KMK,100000000,30398603,2208644,48,1,Lancar
SLK002533,3671010501691701,2025-12-07,Bank BNI,KKB,500000000,309700978,43866469,12,1,Lancar
SLK002534,3671010501691701,2024-07-23,Bank BNI,KK,150000000,51048797,6509362,24,2,Dalam Perhatian Khusus (DPK)
SLK002535,3171017004811702,2025-02-25,Bank CIMB Niaga,KK,50000000,33148814,1574489,36,4,Diragukan
SLK002536,3171017004811702,2025-02-13,Bank Danamon,KMK,200000000,86839754,17130023,12,1,Lancar
SLK002537,3271010108871703,2024-02-25,Bank OCBC NISP,KPR,50000000,15721583,1067546,48,2,Dalam Perhatian Khusus (DPK)
SLK002538,3271010108871703,2024-09-25,Bank BNI,KPR,100000000,53143457,4292666,24,1,Lancar
SLK002539,3171011207691704,2024-07-02,Bank Danamon,KMK,25000000,7362775,1186439,24,1,Lancar
SLK002540,3171011207691704,2024-03-06,BPR Mitra Usaha,KMK,200000000,61286610,8637361,24,1,Lancar
SLK002541,3671011006751705,2025-02-27,Bank Danamon,KI,150000000,74703101,2716663,60,3,Kurang Lancar
SLK002542,3671011006751705,2025-02-11,Bank CIMB Niaga,KKB,300000000,235295532,5616379,60,1,Lancar
SLK002543,3671011006751705,2024-01-21,Bank Permata,KKB,200000000,155783146,5698443,36,2,Dalam Perhatian Khusus (DPK)
SLK002544,3173010702871707,2025-09-20,Bank Permata,KKB,300000000,92291034,25795844,12,1,Lancar
SLK002545,3173010702871707,2025-05-12,Bank Panin,KMK,300000000,153855632,13920488,24,2,Dalam Perhatian Khusus (DPK)
SLK002546,3173016504031708,2026-04-21,Bank BNI,KPR,25000000,17070536,431738,60,1,Lancar
SLK002547,3173016504031708,2024-03-07,Bank CIMB Niaga,KPR,500000000,322182092,42501328,12,2,Dalam Perhatian Khusus (DPK)
SLK002548,3671015408991709,2024-06-02,Bank CIMB Niaga,KPR,25000000,9119827,1141748,24,2,Dalam Perhatian Khusus (DPK)
SLK002549,3671015408991709,2025-07-14,Bank Permata,KPR,50000000,32443551,913659,60,2,Dalam Perhatian Khusus (DPK)
SLK002550,3171016005691711,2026-02-28,BPR Mitra Usaha,KMK,200000000,117937520,4370123,48,1,Lancar
SLK002551,3171016005691711,2025-12-02,Bank Danamon,KI,300000000,112860774,5123082,60,3,Kurang Lancar
SLK002552,3671012708961712,2024-12-20,Bank Mandiri,KK,100000000,37938106,2247329,48,1,Lancar
SLK002553,3674015408711713,2024-01-18,Bank CIMB Niaga,KI,25000000,22055459,1067287,24,1,Lancar
SLK002554,3175017101921715,2024-12-25,Bank BCA,KK,500000000,338820410,11637002,48,1,Lancar
SLK002555,3175017101921715,2024-10-10,Bank Mandiri,KKB,50000000,35646854,2214764,24,1,Lancar
SLK002556,3671011207911716,2026-08-18,Bank BNI,KK,100000000,78414785,3152747,36,2,Dalam Perhatian Khusus (DPK)
SLK002557,3671015104861717,2024-06-06,BPR Mitra Usaha,KPR,25000000,15784241,758633,36,2,Dalam Perhatian Khusus (DPK)
SLK002558,3671015104861717,2025-10-14,Bank Permata,KPR,25000000,11108701,2344261,12,2,Dalam Perhatian Khusus (DPK)
SLK002559,3671015104861717,2024-04-10,Bank BNI,KI,500000000,165955559,14657086,36,1,Lancar
SLK002560,3276014208951718,2026-07-28,Bank OCBC NISP,KMK,150000000,37614489,4348669,36,1,Lancar
SLK002561,3275016704911719,2024-02-20,Bank Mandiri,KPR,500000000,201234371,22782637,24,1,Lancar
SLK002562,3275016704911719,2025-09-25,BPR Mitra Usaha,KMK,150000000,140156132,3518179,48,1,Lancar
SLK002563,3171010509671720,2026-06-05,Bank BRI,KKB,150000000,80348273,6484282,24,2,Dalam Perhatian Khusus (DPK)
SLK002564,3171010509671720,2026-02-23,Bank CIMB Niaga,KI,75000000,62249045,2293759,36,1,Lancar
SLK002565,3171010509671720,2025-06-12,Bank CIMB Niaga,KKB,300000000,103888887,5100156,60,1,Lancar
SLK002566,3173015310691721,2025-12-29,Bank Mandiri,KK,500000000,212048340,9329825,60,2,Dalam Perhatian Khusus (DPK)
SLK002567,3173015310691721,2025-07-28,Bank BCA,KK,100000000,53956658,1777383,60,1,Lancar
SLK002568,3174016410811722,2026-03-31,Bank BRI,KMK,100000000,50456753,4589745,24,1,Lancar
SLK002569,3174016410811722,2025-01-06,Bank Mandiri,KK,500000000,174680168,9138113,60,3,Kurang Lancar
SLK002570,3173014311851724,2024-04-07,Bank Permata,KI,200000000,138095848,9298792,24,1,Lancar
SLK002571,3173014311851724,2024-09-01,BPR Mitra Usaha,KI,150000000,68981125,4458612,36,4,Diragukan
SLK002572,3171011504731725,2025-11-05,Bank BNI,KKB,50000000,13779638,2339874,24,2,Dalam Perhatian Khusus (DPK)
SLK002573,3674014806841726,2024-05-10,Bank Danamon,KK,500000000,423263105,22824853,24,3,Kurang Lancar
SLK002574,3674014806841726,2024-08-13,Bank BRI,KK,150000000,112402190,4428008,36,1,Lancar
SLK002575,3271015711691727,2025-03-14,Bank Danamon,KKB,75000000,44761006,3538758,24,1,Lancar
SLK002576,3271015711691727,2026-02-03,Bank BCA,KMK,75000000,45395464,1357586,60,1,Lancar
SLK002577,3271015711691727,2025-12-12,BPR Mitra Usaha,KI,150000000,37475431,6930123,24,1,Lancar
SLK002578,3173012012741728,2025-12-26,Bank CIMB Niaga,KK,200000000,134563835,3730820,60,1,Lancar
SLK002579,3671015912011729,2026-01-31,Bank BCA,KI,50000000,15714027,1584548,36,3,Kurang Lancar
SLK002580,3671015901661730,2025-06-07,Bank BNI,KMK,300000000,135146449,7021022,48,1,Lancar
SLK002581,3671015901661730,2026-06-24,Bank Mandiri,KKB,200000000,54087693,9225842,24,2,Dalam Perhatian Khusus (DPK)
SLK002582,3271010507011732,2024-06-26,Bank BNI,KK,75000000,52667875,6772233,12,1,Lancar
SLK002583,3171011010721733,2024-04-25,Bank Panin,KI,300000000,94866415,8812702,36,1,Lancar
SLK002584,3172016009971734,2026-07-22,BPR Mitra Usaha,KI,200000000,177439297,18634202,12,1,Lancar
SLK002585,3171011104721735,2024-10-01,Bank Danamon,KMK,200000000,45359365,18304766,12,1,Lancar
SLK002586,3671017006701736,2025-02-28,Bank OCBC NISP,KK,100000000,83589255,8568797,12,1,Lancar
SLK002587,3671015407671737,2024-04-01,Bank OCBC NISP,KKB,500000000,361400514,42880662,12,1,Lancar
SLK002588,3276015112671738,2025-02-13,Bank BCA,KK,500000000,213763471,15880817,36,2,Dalam Perhatian Khusus (DPK)
SLK002589,3671015002731739,2025-03-23,Bank Mandiri,KKB,50000000,31020197,2130389,24,3,Kurang Lancar
SLK002590,3671015002731739,2025-09-27,Bank BCA,KMK,25000000,17561962,758233,36,1,Lancar
SLK002591,3275011402851741,2025-04-28,Bank BRI,KK,100000000,64913745,3150033,36,1,Lancar
SLK002592,3275016807731742,2026-07-26,Bank BRI,KI,200000000,178747415,3735770,60,1,Lancar
SLK002593,3171014307691743,2024-08-21,Bank Danamon,KK,200000000,147762430,6231320,36,3,Kurang Lancar
SLK002594,3671011710811744,2024-05-05,Bank BNI,KI,150000000,137494479,6966418,24,3,Kurang Lancar
SLK002595,3671011710811744,2025-01-05,Bank BNI,KMK,500000000,274052200,8562898,60,3,Kurang Lancar
SLK002596,3671012807781745,2026-07-16,Bank Danamon,KI,100000000,68557857,4375567,24,1,Lancar
SLK002597,3671012807781745,2024-12-26,Bank Permata,KI,50000000,38307833,1534868,36,1,Lancar
SLK002598,3671012807781745,2025-12-29,Bank Panin,KKB,500000000,473253368,11887923,48,1,Lancar
SLK002599,3671012211801746,2026-01-06,Bank BRI,KPR,500000000,374812466,11750104,48,1,Lancar
SLK002600,3671012211801746,2024-12-28,Bank Mandiri,KPR,75000000,25893100,6998421,12,1,Lancar
SLK002601,3671012211801746,2026-01-05,Bank Mandiri,KK,200000000,176021611,6102786,36,4,Diragukan
SLK002602,3671016207931747,2024-09-16,Bank BCA,KPR,150000000,100085855,13178453,12,1,Lancar
SLK002603,3671016207931747,2026-03-23,Bank OCBC NISP,KKB,200000000,91771587,3506878,60,1,Lancar
SLK002604,3174014703981748,2024-04-02,Bank Permata,KK,50000000,14521238,4705886,12,1,Lancar
SLK002605,3172017007821749,2024-06-18,Bank Panin,KK,200000000,183597754,3620999,60,1,Lancar
SLK002606,3172017007821749,2025-07-05,Bank BRI,KMK,100000000,67019591,2161092,48,1,Lancar
SLK002607,3671015507721750,2025-07-03,Bank BRI,KPR,25000000,6478372,477667,60,1,Lancar
SLK002608,3171010904771751,2024-10-19,Bank Permata,KK,100000000,47791936,8789285,12,2,Dalam Perhatian Khusus (DPK)
SLK002609,3275015101711752,2024-06-13,Bank BCA,KKB,300000000,68745380,13020044,24,4,Diragukan
SLK002610,3275015101711752,2024-07-18,Bank Permata,KI,500000000,288583021,8713093,60,1,Lancar
SLK002611,3275015101711752,2025-09-04,Bank OCBC NISP,KMK,50000000,35536653,890588,60,1,Lancar
SLK002612,3271010901941753,2024-08-05,Bank Panin,KKB,300000000,284643816,5511171,60,1,Lancar
SLK002613,3271010901941753,2026-05-23,Bank CIMB Niaga,KKB,150000000,38296767,4425469,36,1,Lancar
SLK002614,3172011010921754,2026-06-18,Bank BNI,KI,200000000,174769502,9488770,24,1,Lancar
SLK002615,3172011010921754,2026-01-03,Bank BRI,KI,75000000,47540689,2235164,36,1,Lancar
SLK002616,3671014211831755,2026-07-16,Bank BRI,KI,500000000,252631088,21416371,24,1,Lancar
SLK002617,3671014211831755,2024-09-15,Bank BRI,KKB,50000000,10424075,882863,60,3,Kurang Lancar
SLK002618,3671015104021756,2024-07-23,Bank OCBC NISP,KK,150000000,111975249,2617747,60,1,Lancar
SLK002619,3276010910851757,2026-01-12,Bank BNI,KKB,75000000,24040466,1727117,48,1,Lancar
SLK002620,3276010910851757,2025-06-08,Bank BCA,KI,25000000,18452045,1123908,24,1,Lancar
SLK002621,3171011304001758,2024-12-14,Bank CIMB Niaga,KMK,50000000,11632078,1106468,48,1,Lancar
SLK002622,3171011304001758,2024-10-27,Bank Danamon,KI,300000000,254565653,27680479,12,1,Lancar
SLK002623,3674016609981760,2026-08-14,Bank Panin,KKB,100000000,49527365,4728182,24,1,Lancar
SLK002624,3674016609981760,2026-08-21,Bank Panin,KPR,500000000,192093763,9409558,60,1,Lancar
SLK002625,3674016609981760,2025-05-03,Bank Danamon,KK,25000000,23079665,744662,36,1,Lancar
SLK002626,3173015509791761,2024-01-08,Bank CIMB Niaga,KPR,500000000,392658875,46707895,12,1,Lancar
SLK002627,3174012607721762,2025-04-21,Bank CIMB Niaga,KMK,200000000,64011424,5946368,36,1,Lancar
SLK002628,3174012607721762,2025-03-29,Bank Permata,KPR,50000000,32035962,1447352,36,1,Lancar
SLK002629,3674011201001763,2024-08-07,Bank CIMB Niaga,KPR,300000000,141948835,12967125,24,1,Lancar
SLK002630,3671010806981764,2024-03-20,Bank Mandiri,KPR,300000000,65818586,28714563,12,1,Lancar
SLK002631,3671010806981764,2025-04-14,BPR Mitra Usaha,KPR,150000000,89453707,4606401,36,3,Kurang Lancar
SLK002632,3671010806981764,2025-11-14,Bank Mandiri,KKB,300000000,78126179,8928495,36,2,Dalam Perhatian Khusus (DPK)
SLK002633,3271010211671765,2025-12-08,Bank Danamon,KI,100000000,20357769,4725403,24,1,Lancar
SLK002634,3271014907751766,2026-02-12,Bank Danamon,KI,75000000,32229082,1392703,60,1,Lancar
SLK002635,3271014907751766,2024-06-29,BPR Mitra Usaha,KI,50000000,19302304,1157287,48,2,Dalam Perhatian Khusus (DPK)
SLK002636,3173012910891769,2025-10-09,Bank BRI,KPR,300000000,172600900,5724365,60,4,Diragukan
SLK002637,3173012910891769,2024-11-02,Bank CIMB Niaga,KK,300000000,207349150,5399119,60,1,Lancar
SLK002638,3276011711901770,2026-02-11,Bank BNI,KPR,25000000,7479754,742998,36,1,Lancar
SLK002639,3276011711901770,2026-01-14,Bank Danamon,KMK,25000000,22245245,728720,36,1,Lancar
SLK002640,3674011010981771,2025-08-13,BPR Mitra Usaha,KPR,100000000,30659527,1863256,60,5,Macet
SLK002641,3674012206031773,2024-11-22,Bank Mandiri,KK,150000000,121828430,13138289,12,4,Diragukan
SLK002642,3674012206031773,2025-10-29,BPR Mitra Usaha,KKB,200000000,120101336,4790279,48,1,Lancar
SLK002643,3674012206031773,2025-05-09,Bank Danamon,KPR,25000000,7699718,477546,60,4,Diragukan
SLK002644,3275015605821774,2025-05-20,Bank BRI,KK,500000000,170504974,9498047,60,1,Lancar
SLK002645,3671017110001775,2026-03-14,Bank BCA,KPR,75000000,67693209,2194236,36,1,Lancar
SLK002646,3671017110001775,2025-11-15,Bank OCBC NISP,KMK,300000000,140423924,9266774,36,2,Dalam Perhatian Khusus (DPK)
SLK002647,3671012604991776,2026-07-22,Bank Permata,KKB,500000000,306847214,42565027,12,1,Lancar
SLK002648,3173012503991777,2024-07-01,Bank Danamon,KMK,25000000,16703399,735666,36,1,Lancar
SLK002649,3173012503991777,2024-04-16,Bank Permata,KI,300000000,223702269,13808012,24,2,Dalam Perhatian Khusus (DPK)
SLK002650,3671011310831778,2024-07-10,Bank Mandiri,KPR,50000000,20599443,1181638,48,2,Dalam Perhatian Khusus (DPK)
SLK002651,3671015209721779,2024-07-18,Bank OCBC NISP,KKB,300000000,108741319,26760281,12,2,Dalam Perhatian Khusus (DPK)
SLK002652,3671015209721779,2024-05-07,Bank CIMB Niaga,KK,300000000,79652268,5526723,60,1,Lancar
SLK002653,3175012707781780,2026-06-05,Bank CIMB Niaga,KK,50000000,34108719,924632,60,1,Lancar
SLK002654,3674010807731781,2026-08-06,Bank OCBC NISP,KI,500000000,328811149,11806879,48,2,Dalam Perhatian Khusus (DPK)
SLK002655,3671011202001782,2024-10-15,Bank Panin,KPR,25000000,21632662,1065035,24,4,Diragukan
SLK002656,3671011202001782,2025-08-21,Bank BRI,KKB,150000000,114310338,2845036,60,1,Lancar
SLK002657,3671011202001782,2024-04-29,Bank Danamon,KI,100000000,68439604,3164908,36,1,Lancar
SLK002658,3671016905951783,2026-08-05,Bank Panin,KI,500000000,377966708,11400383,48,1,Lancar
SLK002659,3671012809791784,2024-01-06,Bank Danamon,KKB,500000000,354841709,42656477,12,2,Dalam Perhatian Khusus (DPK)
SLK002660,3671012809791784,2025-07-16,Bank BRI,KMK,150000000,103013079,3486808,48,2,Dalam Perhatian Khusus (DPK)
SLK002661,3173016502671785,2026-05-30,Bank Panin,KMK,25000000,14890369,1126892,24,1,Lancar
