application_id,NIK,cif_number,application_date,customer_type,company_name,legal_entity,owner_name,owner_gender,owner_age,owner_marital_status,owner_education,province,city,district,region,branch_name,industry,sub_industry,business_age_year,employee_count,monthly_turnover_est,transaction_frequency_monthly,loan_requested,jenis_kredit_diajukan,tenor_diajukan_bulan,tujuan_penggunaan_kredit,collateral_type,collateral_location,collateral_province,collateral_city,collateral_size_m2,collateral_market_value,collateral_liquidation_value,collateral_ratio,certificate_type,ownership_match,estimated_dsr,eligibility_score,label,rm_id
APP202601526,3671016104931526,CIF1001526,2026-01-04,UMKM,UD Santoso Sejahtera,UD,Maya Nugroho,P,33,Belum Menikah,D3,Banten,Tangerang,Cengkareng,Region 4,KCP Kemang,Perdagangan,Toko Alat Tulis,5,7,1126414,79,200000000,KI,60,Perluasan/renovasi tempat usaha Toko Alat Tulis,Rumah,"Poris Plawad, Tangerang",Banten,Tangerang,647.3,3395859000,2716687200,16.98,SHM,Ya,3.0,0.706,Diterima,RM0030
APP202601527,3671012402731527,CIF1001527,2026-03-02,UMKM,CV Rahman Makmur,PT,Dimas Lubis,L,53,Cerai Hidup,S1,Banten,Tangerang,Sukmajaya,Region 3,KCP Kemang,Manufaktur,Pengolahan Makanan Ringan,17,19,2111592,96,50000000,KUR,30,Tambahan modal kerja usaha Pengolahan Makanan Ringan,Ruko,"Tebet Timur, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,854.2,12546648000,10037318400,250.93,HGB,Ya,2.83,0.672,Diterima,RM0031
APP202601528,3674012003771528,CIF1001528,2025-07-08,UMKM,CV Simanjuntak Abadi,CV,Doni Halim,L,49,Menikah,S2,Jawa Barat,Tangerang Selatan,Serpong,Region 2,KCP Bogor Baranangsiang,Manufaktur,Pengolahan Makanan Ringan,2,67,2103209,71,150000000,KMK,24,Modal kerja pembelian bahan baku produksi Pengolahan Makanan Ringan,Tanah,"Rawa Buntu, Tangerang Selatan",Jawa Barat,Tangerang Selatan,63.2,745128000,596102400,4.97,SHM,Ya,3.0,0.606,Diterima,RM0019
APP202601529,3674012609781529,CIF1001529,2026-06-26,UMKM,CV Wijaya Makmur,CV,Joko Rahman,L,48,Cerai Mati,S1,Jawa Barat,Tangerang Selatan,Sukmajaya,Region 2,KCP Cikini,Transportasi,Rental Kendaraan,8,61,1148636,51,200000000,KMK,18,Modal kerja operasional armada Rental Kendaraan,Ruko,"Cikini, Jakarta Pusat",DKI Jakarta,Jakarta Pusat,329.0,8267110000,6613688000,41.34,SHM,Ya,3.0,0.479,Ditolak,RM0028
APP202601530,3276016004821530,CIF1001530,2025-02-28,UMKM,CV Santoso Abadi,PT,Melati Kurniawan,P,44,Belum Menikah,S1,Jawa Barat,Depok,Tebet,Region 3,KCP Depok Margonda,Perdagangan,Toko Sembako,16,47,2070914,65,100000000,KUR,12,Tambahan modal kerja usaha Toko Sembako,Ruko,"Margahayu, Bekasi",Jawa Barat,Bekasi,447.5,2627453000,2101962400,26.27,HGB,Ya,3.0,0.743,Diterima,RM0016
APP202601531,3173014812731531,CIF1001531,2025-01-29,UMKM,PT Kurniawan Sejahtera,CV,Ratna Hutapea,P,53,Cerai Mati,D3,DKI Jakarta,Jakarta Barat,Sukmajaya,Region 1,KCP Bekasi Barat,Perdagangan,Distributor Elektronik,4,67,947766,83,150000000,KI,54,Perluasan/renovasi tempat usaha Distributor Elektronik,Ruko,"Bintara, Bekasi",Jawa Barat,Bekasi,240.9,1836864000,1469491200,12.25,HGB,Ya,3.0,0.606,Diterima,RM0011
APP202601532,3671014103711532,CIF1001532,2026-07-16,UMKM,PT Wibowo Makmur,PT,Rina Saputra,P,55,Menikah,S2,Banten,Tangerang,Sukmajaya,Region 4,KCP Depok Margonda,Jasa,Bengkel,12,79,1297126,50,75000000,KMK,18,Modal kerja operasional usaha Bengkel,Ruko,"Cengkareng Barat, Jakarta Barat",DKI Jakarta,Jakarta Barat,733.8,7598878000,6079102400,101.32,HGB,Ya,3.0,0.65,Diterima,RM0015
APP202601533,3171012409881533,CIF1001533,2025-01-23,UMKM,CV Halim Jaya,PT,Rudi Halim,L,38,Menikah,D3,DKI Jakarta,Jakarta Pusat,Cengkareng,Region 2,KCP Cibubur,Jasa,Jasa Konstruksi Kecil,3,49,4478161,51,150000000,KI,36,Pembelian peralatan/mesin usaha Jasa Konstruksi Kecil,Ruko,"Kramat Jati, Jakarta Timur",DKI Jakarta,Jakarta Timur,328.2,3249026000,2599220800,21.66,HGB,Ya,1.21,0.692,Diterima,RM0037
APP202601534,3671015006921534,CIF1001534,2025-09-08,UMKM,CV Saputra Mandiri,PT,Nina Susanto,P,34,Cerai Hidup,D3,Banten,Tangerang,Cengkareng,Region 3,KCP Pluit,Perdagangan,Distributor Elektronik,9,7,729568,113,150000000,KI,48,Perluasan/renovasi tempat usaha Distributor Elektronik,Tanah,"Kramat Jati, Jakarta Timur",DKI Jakarta,Jakarta Timur,211.1,3521148000,2816918400,23.47,SHM,Ya,3.0,0.718,Diterima,RM0035
APP202601535,3271016803001535,CIF1001535,2026-06-08,UMKM,CV Panjaitan Makmur,UD,Desi Nugroho,P,26,Cerai Hidup,S2,Jawa Barat,Bogor,Sukmajaya,Region 1,KCP Kelapa Gading,Kuliner,Restoran,16,48,779582,151,500000000,KUR,18,Tambahan modal kerja usaha Restoran,Ruko,"Kemiri Muka, Depok",Jawa Barat,Depok,128.9,762634000,610107200,1.53,HGB,Ya,3.0,0.709,Diterima,RM0005
APP202601536,3276015610901536,CIF1001536,2026-05-14,UMKM,PT Suryadi Mandiri,PT,Rita Suryadi,P,36,Menikah,S1,Jawa Barat,Depok,Kramat Jati,Region 1,KCP Bogor Baranangsiang,Manufaktur,Furniture,2,43,1277121,195,500000000,KUR,30,Tambahan modal kerja usaha Furniture,Ruko,"Poris Plawad, Tangerang",Banten,Tangerang,401.2,2279071000,1823256800,4.56,HGB,Ya,3.0,0.744,Diterima,RM0020
APP202601537,3172014606971537,CIF1001537,2025-09-23,UMKM,UD Rahman Makmur,PT,Ayu Permana,P,29,Belum Menikah,SMA/SMK,DKI Jakarta,Jakarta Utara,Tebet,Region 3,KCP Bogor Baranangsiang,Pertanian,Distributor Hasil Tani,18,36,967508,170,75000000,KMK,12,Modal kerja operasional usaha Distributor Hasil Tani,Rumah,"Cakung Barat, Jakarta Timur",DKI Jakarta,Jakarta Timur,125.4,1123624000,898899200,14.98,HGB,Ya,3.0,0.693,Diterima,RM0020
APP202601538,3671011610701538,CIF1001538,2025-07-08,UMKM,UD Lubis Jaya,UD,Budi Situmorang,L,56,Cerai Hidup,S1,Banten,Tangerang,Bekasi Timur,Region 1,KCP Kelapa Gading,Manufaktur,Pengolahan Makanan Ringan,14,37,5243644,179,300000000,KI,48,Pembelian mesin produksi tambahan usaha Pengolahan Makanan Ringan,Ruko,"Bojong Jaya, Tangerang",Banten,Tangerang,631.0,3898373000,3118698400,12.99,HGB,Ya,1.67,0.709,Diterima,RM0005
APP202601539,3671015508811539,CIF1001539,2025-10-14,UMKM,UD Kusuma Jaya,UD,Yuni Susanto,P,45,Menikah,SMA/SMK,Banten,Tangerang,Kramat Jati,Region 4,KCP Tangerang BSD,Perdagangan,Distributor Bahan Bangunan,2,7,2244410,123,150000000,KMK,24,Modal kerja pembelian stok barang dagangan Distributor Bahan Bangunan,Ruko,"Kemiri Muka, Depok",Jawa Barat,Depok,452.7,3416567000,2733253600,22.78,SHM,Ya,3.0,0.596,Diterima,RM0023
APP202601540,3271015102821540,CIF1001540,2025-09-16,UMKM,CV Siregar Sejahtera,UD,Indah Siregar,P,44,Cerai Hidup,S2,Jawa Barat,Bogor,Kramat Jati,Region 4,KCP Tangerang BSD,Jasa,Laundry,3,78,2977466,129,500000000,KMK,18,Modal kerja operasional usaha Laundry,Rumah,"Cengkareng Barat, Jakarta Barat",DKI Jakarta,Jakarta Barat,831.5,8177105000,6541684000,16.35,SHM,Ya,3.0,0.601,Diterima,RM0022
APP202601541,3171010212971541,CIF1001541,2025-02-22,UMKM,PT Hidayat Jaya,PT,Dedi Situmorang,L,29,Cerai Hidup,D3,DKI Jakarta,Jakarta Pusat,Kramat Jati,Region 2,KCP Kelapa Gading,Kuliner,Bakery,17,46,820768,62,200000000,KI,60,Renovasi & penambahan peralatan usaha Bakery,Tanah,"Rawa Buntu, Tangerang Selatan",Jawa Barat,Tangerang Selatan,227.5,2452450000,1961960000,12.26,SHM,Ya,3.0,0.8,Diterima,RM0008
APP202601542,3275016509901542,CIF1001542,2025-01-13,UMKM,UD Nugroho Makmur,PT,Siti Rahman,P,36,Cerai Hidup,S1,Jawa Barat,Bekasi,Kramat Jati,Region 4,KCP Bekasi Barat,Manufaktur,Pengolahan Makanan Ringan,17,24,3102714,84,75000000,KI,36,Pembelian mesin produksi tambahan usaha Pengolahan Makanan Ringan,Tanah,"Cikini, Jakarta Pusat",DKI Jakarta,Jakarta Pusat,225.7,8660109000,6928087200,115.47,SHM,Ya,3.0,0.868,Diterima,RM0010
APP202601543,3174017012741543,CIF1001543,2025-05-31,UMKM,UD Setiawan Sejahtera,CV,Putri Nugroho,P,52,Belum Menikah,S2,DKI Jakarta,Jakarta Selatan,Bekasi Timur,Region 2,KCP Cibubur,Transportasi,Ekspedisi Kecil,3,26,8170285,177,100000000,KI,36,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Gudang,"Rawa Buntu, Tangerang Selatan",Jawa Barat,Tangerang Selatan,354.8,3276745000,2621396000,32.77,HGB,Ya,1.89,0.738,Diterima,RM0039
APP202601544,3175011007851544,CIF1001544,2025-03-29,UMKM,UD Susanto Mandiri,CV,Irfan Nugroho,L,41,Belum Menikah,S2,DKI Jakarta,Jakarta Timur,Tebet,Region 2,KCP Tangerang BSD,Pertanian,Peternakan Ayam,16,68,698763,110,200000000,KUR,18,Tambahan modal kerja usaha Peternakan Ayam,Ruko,"Kelapa Gading Barat, Jakarta Utara",DKI Jakarta,Jakarta Utara,596.5,10456995000,8365596000,52.28,HGB,Tidak,3.0,0.636,Diterima,RM0022
APP202601545,3674016001001545,CIF1001545,2025-01-05,UMKM,PT Firmansyah Abadi,PT,Lina Siregar,P,26,Cerai Mati,S2,Jawa Barat,Tangerang Selatan,Sukmajaya,Region 4,KCP Depok Margonda,Kuliner,Warung Makan,13,13,371906,65,75000000,KUR,36,Tambahan modal kerja usaha Warung Makan,Ruko,"Bintara, Bekasi",Jawa Barat,Bekasi,416.5,2650095000,2120076000,35.33,SHM,Tidak,3.0,0.835,Diterima,RM0015
APP202601546,3173012708841546,CIF1001546,2026-06-12,UMKM,CV Lubis Abadi,CV,Dedi Tanjung,L,42,Cerai Hidup,S2,DKI Jakarta,Jakarta Barat,Cengkareng,Region 4,KCP Kelapa Gading,Kuliner,Bakery,9,14,1739987,81,500000000,KI,48,Renovasi & penambahan peralatan usaha Bakery,Rumah,"Sukabumi Selatan, Jakarta Barat",DKI Jakarta,Jakarta Barat,148.6,2013292000,1610633600,4.03,SHM,Ya,3.0,0.779,Diterima,RM0005
APP202601547,3671010802671547,CIF1001547,2025-07-06,UMKM,CV Suryadi Sejahtera,CV,Dedi Nugroho,L,59,Belum Menikah,SMA/SMK,Banten,Tangerang,Bekasi Timur,Region 1,KCP Tebet,Transportasi,Ekspedisi Kecil,15,2,990747,101,150000000,KMK,24,Modal kerja operasional armada Ekspedisi Kecil,Rumah,"Tebet Timur, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,454.3,8176916000,6541532800,54.51,HGB,Ya,3.0,0.682,Diterima,RM0002
APP202601548,3671014412731548,CIF1001548,2025-09-20,UMKM,UD Hidayat Sejahtera,CV,Tri Gunawan,P,53,Menikah,SMA/SMK,Banten,Tangerang,Tebet,Region 4,KCP Kemang,Transportasi,Ekspedisi Kecil,19,63,4992787,89,75000000,KUR,36,Tambahan modal kerja usaha Ekspedisi Kecil,Gudang,"Kemiri Muka, Depok",Jawa Barat,Depok,278.0,1768910000,1415128000,23.59,HGB,Ya,1.92,0.708,Diterima,RM0031
APP202601549,3671010209741549,CIF1001549,2025-09-01,UMKM,UD Handoko Abadi,PT,Eko Wibowo,L,52,Cerai Mati,S1,Banten,Tangerang,Cengkareng,Region 4,KCP Tangerang BSD,Perdagangan,Distributor Elektronik,7,30,3085133,121,750000000,KI,54,Perluasan/renovasi tempat usaha Distributor Elektronik,Ruko,"Gunung, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,795.6,18509348000,14807478400,24.68,HGB,Ya,3.0,0.681,Diterima,RM0024
APP202601550,3671016601951550,CIF1001550,2025-11-24,UMKM,UD Panjaitan Sejahtera,UD,Rina Panjaitan,P,31,Cerai Hidup,S2,Banten,Tangerang,Kramat Jati,Region 4,KCP Depok Margonda,Manufaktur,Pengolahan Makanan Ringan,5,47,3902641,78,1000000000,KI,36,Pembelian mesin produksi tambahan usaha Pengolahan Makanan Ringan,Tanah,"Kelapa Gading Barat, Jakarta Utara",DKI Jakarta,Jakarta Utara,76.9,1788694000,1430955200,1.79,SHM,Ya,3.0,0.679,Diterima,RM0014
APP202601551,3171016106771551,CIF1001551,2025-07-10,UMKM,UD Pratama Jaya,UD,Fitri Panjaitan,P,49,Cerai Hidup,S2,DKI Jakarta,Jakarta Pusat,Serpong,Region 4,KCP Cikini,Transportasi,Rental Kendaraan,5,37,1059067,45,75000000,KMK,18,Modal kerja operasional armada Rental Kendaraan,Rumah,"Kramat Jati, Jakarta Timur",DKI Jakarta,Jakarta Timur,692.3,8655787000,6924629600,115.41,SHM,Ya,3.0,0.613,Diterima,RM0025
APP202601552,3171016402771552,CIF1001552,2026-04-24,UMKM,PT Simanjuntak Jaya,CV,Sri Nugroho,P,49,Menikah,S2,DKI Jakarta,Jakarta Pusat,Tebet,Region 3,KCP Tangerang BSD,Jasa,Bengkel,2,67,1232471,64,50000000,KUR,18,Tambahan modal kerja usaha Bengkel,Ruko,"Bojong Jaya, Tangerang",Banten,Tangerang,281.5,1845430000,1476344000,36.91,HGB,Tidak,3.0,0.817,Diterima,RM0022
APP202601553,3171011009941553,CIF1001553,2025-02-10,UMKM,PT Firmansyah Abadi,CV,Hadi Hutapea,L,32,Cerai Hidup,D3,DKI Jakarta,Jakarta Pusat,Serpong,Region 3,KCP Cikini,Transportasi,Ekspedisi Kecil,13,67,1850573,117,50000000,KMK,18,Modal kerja operasional armada Ekspedisi Kecil,Tanah,"Rawa Buntu, Tangerang Selatan",Jawa Barat,Tangerang Selatan,172.0,1780200000,1424160000,35.6,SHM,Ya,3.0,0.584,Diterima,RM0025
APP202601554,3173016210931554,CIF1001554,2026-01-04,UMKM,PT Kurniawan Mandiri,CV,Desi Situmorang,P,33,Cerai Mati,S1,DKI Jakarta,Jakarta Barat,Cengkareng,Region 4,KCP Bekasi Barat,Pertanian,Distributor Hasil Tani,16,32,2283090,121,150000000,KUR,12,Tambahan modal kerja usaha Distributor Hasil Tani,Rumah,"Menteng, Jakarta Pusat",DKI Jakarta,Jakarta Pusat,247.3,8348000000,6678400000,55.65,SHM,Ya,3.0,0.579,Diterima,RM0012
APP202601555,3172014810841555,CIF1001555,2026-06-12,UMKM,CV Handoko Abadi,CV,Sari Rahman,P,42,Belum Menikah,SMA/SMK,DKI Jakarta,Jakarta Utara,Sukmajaya,Region 2,KCP Cikini,Transportasi,Rental Kendaraan,9,55,4146646,92,200000000,KI,42,Pembelian armada kendaraan tambahan usaha Rental Kendaraan,Tanah,"Margahayu, Bekasi",Jawa Barat,Bekasi,357.6,3036024000,2428819200,15.18,HGB,Ya,2.62,0.675,Diterima,RM0025
APP202601556,3172012901001556,CIF1001556,2025-08-18,UMKM,PT Susanto Jaya,UD,Eko Simanjuntak,L,26,Belum Menikah,SMA/SMK,DKI Jakarta,Jakarta Utara,Sukmajaya,Region 1,KCP Bekasi Barat,Pertanian,Peternakan Ayam,12,79,1301966,119,50000000,KUR,12,Tambahan modal kerja usaha Peternakan Ayam,Rumah,"Tebet Timur, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,657.4,11089542000,8871633600,221.79,HGB,Ya,3.0,0.651,Diterima,RM0011
APP202601557,3671010104851557,CIF1001557,2026-05-04,UMKM,PT Permana Jaya,PT,Ahmad Nugroho,L,41,Cerai Mati,S1,Banten,Tangerang,Tebet,Region 1,KCP Kemang,Manufaktur,Furniture,4,24,1594010,171,75000000,KMK,24,Modal kerja pembelian bahan baku produksi Furniture,Rumah,"Rawa Buntu, Tangerang Selatan",Jawa Barat,Tangerang Selatan,276.0,2200981000,1760784800,29.35,HGB,Ya,3.0,0.726,Diterima,RM0029
APP202601558,3674012003011558,CIF1001558,2025-10-18,UMKM,CV Gunawan Mandiri,PT,Fajar Hutapea,L,25,Menikah,D3,Jawa Barat,Tangerang Selatan,Cengkareng,Region 2,KCP Cikini,Kuliner,Bakery,15,57,727869,137,75000000,KMK,24,Modal kerja pembelian bahan baku harian usaha Bakery,Tanah,"Paledang, Bogor",Jawa Barat,Bogor,265.4,1645480000,1316384000,21.94,SHM,Ya,3.0,0.867,Diterima,RM0026
APP202601559,3275011405911559,CIF1001559,2026-07-07,UMKM,CV Kurniawan Makmur,CV,Iwan Setiawan,L,35,Cerai Mati,S1,Jawa Barat,Bekasi,Serpong,Region 4,KCP Kelapa Gading,Pertanian,Peternakan Ayam,1,6,5170961,63,300000000,KI,36,Pengembangan lahan/kandang usaha Peternakan Ayam,Rumah,"Kramat Jati, Jakarta Timur",DKI Jakarta,Jakarta Timur,388.1,3950274000,3160219200,13.17,HGB,Ya,3.0,0.8,Diterima,RM0008
APP202601560,3173012505821560,CIF1001560,2025-12-21,UMKM,UD Gunawan Abadi,UD,Hendra Pratama,L,44,Cerai Hidup,D3,DKI Jakarta,Jakarta Barat,Kramat Jati,Region 2,KCP Kelapa Gading,Kuliner,Warung Makan,16,64,1534477,83,50000000,KMK,12,Modal kerja pembelian bahan baku harian usaha Warung Makan,Tanah,"Kemiri Muka, Depok",Jawa Barat,Depok,395.6,4027208000,3221766400,80.54,SHM,Ya,3.0,0.487,Ditolak,RM0008
APP202601561,3173016611721561,CIF1001561,2025-10-02,UMKM,PT Halim Abadi,UD,Wulan Setiawan,P,54,Menikah,SMA/SMK,DKI Jakarta,Jakarta Barat,Kramat Jati,Region 2,KCP Tangerang BSD,Kuliner,Restoran,1,56,1546715,155,75000000,KUR,36,Tambahan modal kerja usaha Restoran,Tanah,"Poris Plawad, Tangerang",Banten,Tangerang,92.2,790154000,632123200,10.54,SHM,Ya,3.0,0.574,Diterima,RM0023
APP202601562,3271011211841562,CIF1001562,2026-04-29,UMKM,PT Nugroho Mandiri,PT,Yusuf Susanto,L,42,Cerai Mati,SMA/SMK,Jawa Barat,Bogor,Tebet,Region 3,KCP Pluit,Transportasi,Ekspedisi Kecil,1,19,2039289,35,1000000000,KI,48,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Rumah,"Sukabumi Selatan, Jakarta Barat",DKI Jakarta,Jakarta Barat,427.1,7495855000,5996684000,7.5,HGB,Ya,3.0,0.752,Diterima,RM0036
APP202601563,3175011507921563,CIF1001563,2025-03-11,UMKM,UD Gunawan Jaya,CV,Yudi Pratama,L,34,Belum Menikah,S1,DKI Jakarta,Jakarta Timur,Sukmajaya,Region 3,KCP Bogor Baranangsiang,Perdagangan,Distributor Bahan Bangunan,17,9,1906863,34,150000000,KUR,24,Tambahan modal kerja usaha Distributor Bahan Bangunan,Ruko,"Gunung, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,131.9,4394527000,3515621600,29.3,HGB,Ya,3.0,0.664,Diterima,RM0019
APP202601564,3671016710821564,CIF1001564,2025-08-02,UMKM,UD Wijaya Jaya,UD,Wati Firmansyah,P,44,Cerai Hidup,D3,Banten,Tangerang,Bekasi Timur,Region 1,KCP Pluit,Manufaktur,Furniture,15,43,3344046,158,100000000,KMK,12,Modal kerja pembelian bahan baku produksi Furniture,Rumah,"Paledang, Bogor",Jawa Barat,Bogor,168.9,874225000,699380000,8.74,HGB,Ya,2.77,0.742,Diterima,RM0033
APP202601565,3271012608001565,CIF1001565,2025-09-23,UMKM,PT Panjaitan Mandiri,UD,Hadi Handoko,L,26,Cerai Mati,S2,Jawa Barat,Bogor,Bekasi Timur,Region 3,KCP Cikini,Pertanian,Distributor Hasil Tani,4,5,1904518,71,75000000,KMK,24,Modal kerja operasional usaha Distributor Hasil Tani,Tanah,"Cengkareng Barat, Jakarta Barat",DKI Jakarta,Jakarta Barat,133.7,2247497000,1797997600,29.97,SHM,Ya,3.0,0.781,Diterima,RM0027
APP202601566,3172014201711566,CIF1001566,2025-11-09,UMKM,UD Susanto Jaya,CV,Dian Kurniawan,P,55,Menikah,D3,DKI Jakarta,Jakarta Utara,Sukmajaya,Region 4,KCP Tangerang BSD,Jasa,Laundry,6,14,978595,67,75000000,KUR,18,Tambahan modal kerja usaha Laundry,Tanah,"Gunung, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,263.0,11566740000,9253392000,154.22,HGB,Ya,3.0,0.774,Diterima,RM0021
APP202601567,3276012011661567,CIF1001567,2025-02-13,UMKM,CV Hutapea Jaya,CV,Eko Situmorang,L,60,Belum Menikah,S1,Jawa Barat,Depok,Kramat Jati,Region 1,KCP Kemang,Transportasi,Ekspedisi Kecil,19,61,2653636,190,50000000,KUR,18,Tambahan modal kerja usaha Ekspedisi Kecil,Tanah,"Mekarjaya, Depok",Jawa Barat,Depok,340.5,2880630000,2304504000,57.61,SHM,Ya,3.0,0.784,Diterima,RM0032
APP202601568,3173016409721568,CIF1001568,2025-04-19,UMKM,CV Suryadi Sejahtera,CV,Yanti Panjaitan,P,54,Cerai Hidup,S2,DKI Jakarta,Jakarta Barat,Tebet,Region 3,KCP Kemang,Manufaktur,Pengolahan Makanan Ringan,19,56,2337444,180,300000000,KMK,12,Modal kerja pembelian bahan baku produksi Pengolahan Makanan Ringan,Tanah,"Menteng, Jakarta Pusat",DKI Jakarta,Jakarta Pusat,121.8,5867106000,4693684800,19.56,HGB,Ya,3.0,0.667,Diterima,RM0030
APP202601569,3671011005691569,CIF1001569,2026-02-06,UMKM,PT Panjaitan Jaya,PT,Gunawan Lubis,L,57,Belum Menikah,S2,Banten,Tangerang,Tebet,Region 4,KCP Kelapa Gading,Kuliner,Bakery,18,61,2006256,189,300000000,KUR,24,Tambahan modal kerja usaha Bakery,Rumah,"Mekarjaya, Depok",Jawa Barat,Depok,533.9,3296535000,2637228000,10.99,SHM,Ya,3.0,0.84,Diterima,RM0008
APP202601570,3171012502031570,CIF1001570,2025-06-21,UMKM,CV Simanjuntak Sejahtera,CV,Andi Tanjung,L,23,Menikah,SMA/SMK,DKI Jakarta,Jakarta Pusat,Sukmajaya,Region 3,KCP Cibubur,Manufaktur,Konveksi,8,28,2921728,121,100000000,KMK,18,Modal kerja pembelian bahan baku produksi Konveksi,Tanah,"Gunung, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,94.2,3996906000,3197524800,39.97,SHM,Ya,2.72,0.375,Ditolak,RM0038
APP202601571,3674015301891571,CIF1001571,2025-03-15,UMKM,PT Saputra Abadi,UD,Dian Setiawan,P,37,Cerai Hidup,D3,Jawa Barat,Tangerang Selatan,Sukmajaya,Region 3,KCP Kemang,Transportasi,Rental Kendaraan,1,23,877929,82,200000000,KMK,18,Modal kerja operasional armada Rental Kendaraan,Tanah,"Cikini, Jakarta Pusat",DKI Jakarta,Jakarta Pusat,157.3,6216496000,4973196800,31.08,SHM,Ya,3.0,0.226,Ditolak,RM0030
APP202601572,3276012207021572,CIF1001572,2025-09-19,UMKM,UD Permana Sejahtera,UD,Slamet Susanto,L,24,Cerai Mati,D3,Jawa Barat,Depok,Bekasi Timur,Region 3,KCP Cikini,Transportasi,Ekspedisi Kecil,14,64,1474343,135,100000000,KI,42,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Rumah,"Tebet Timur, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,150.3,2150271000,1720216800,21.5,SHM,Ya,3.0,0.681,Diterima,RM0025
APP202601573,3671012210991573,CIF1001573,2025-09-14,UMKM,PT Santoso Jaya,PT,Fauzi Gunawan,L,27,Cerai Mati,D3,Banten,Tangerang,Serpong,Region 1,KCP Bekasi Barat,Pertanian,Distributor Hasil Tani,15,67,2851546,62,750000000,KI,54,Pengembangan lahan/kandang usaha Distributor Hasil Tani,Ruko,"Paledang, Bogor",Jawa Barat,Bogor,207.8,947798000,758238400,1.26,SHM,Ya,3.0,0.755,Diterima,RM0010
APP202601574,3671010601701574,CIF1001574,2026-01-02,UMKM,UD Susanto Mandiri,UD,Yusuf Susanto,L,56,Menikah,SMA/SMK,Banten,Tangerang,Kramat Jati,Region 4,KCP Bekasi Barat,Pertanian,Peternakan Ayam,9,19,983130,163,500000000,KMK,12,Modal kerja operasional usaha Peternakan Ayam,Rumah,"Bojong Jaya, Tangerang",Banten,Tangerang,362.6,2232494000,1785995200,4.46,SHM,Ya,3.0,0.636,Diterima,RM0012
APP202601575,3175016604721575,CIF1001575,2025-08-21,UMKM,PT Lubis Makmur,CV,Lina Kurniawan,P,54,Menikah,D3,DKI Jakarta,Jakarta Timur,Sukmajaya,Region 3,KCP Tebet,Manufaktur,Pengolahan Makanan Ringan,18,55,1428659,189,750000000,KI,42,Pembelian mesin produksi tambahan usaha Pengolahan Makanan Ringan,Tanah,"Kemiri Muka, Depok",Jawa Barat,Depok,99.5,1005945000,804756000,1.34,HGB,Ya,3.0,0.737,Diterima,RM0002
APP202601576,3276011001021576,CIF1001576,2025-04-06,UMKM,PT Handoko Sejahtera,CV,Ahmad Simanjuntak,L,24,Belum Menikah,S1,Jawa Barat,Depok,Serpong,Region 4,KCP Tebet,Manufaktur,Konveksi,1,39,2726529,124,750000000,KI,48,Pembelian mesin produksi tambahan usaha Konveksi,Rumah,"Margahayu, Bekasi",Jawa Barat,Bekasi,583.1,3623524000,2898819200,4.83,HGB,Ya,3.0,0.706,Diterima,RM0003
APP202601577,3174010311741577,CIF1001577,2026-04-29,UMKM,PT Susanto Jaya,PT,Rian Rahman,L,52,Cerai Hidup,S2,DKI Jakarta,Jakarta Selatan,Tebet,Region 2,KCP Tebet,Transportasi,Rental Kendaraan,19,5,1539344,133,300000000,KUR,18,Tambahan modal kerja usaha Rental Kendaraan,Tanah,"Margahayu, Bekasi",Jawa Barat,Bekasi,136.6,1013572000,810857600,3.38,SHM,Ya,3.0,0.642,Diterima,RM0004
APP202601578,3671010409731578,CIF1001578,2025-07-27,UMKM,PT Suryadi Mandiri,UD,Rian Pratama,L,53,Cerai Hidup,S2,Banten,Tangerang,Cengkareng,Region 3,KCP Pluit,Pertanian,Peternakan Ayam,19,70,1166760,107,500000000,KI,36,Pengembangan lahan/kandang usaha Peternakan Ayam,Rumah,"Poris Plawad, Tangerang",Banten,Tangerang,665.3,3642742000,2914193600,7.29,SHM,Ya,3.0,0.433,Ditolak,RM0034
APP202601579,3172010311961579,CIF1001579,2025-09-16,UMKM,PT Simanjuntak Abadi,UD,Bayu Kusuma,L,30,Menikah,S2,DKI Jakarta,Jakarta Utara,Sukmajaya,Region 1,KCP Tebet,Manufaktur,Konveksi,19,78,1436828,196,750000000,KI,42,Pembelian mesin produksi tambahan usaha Konveksi,Gudang,"Tebet Timur, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,560.2,9164371000,7331496800,12.22,SHM,Ya,3.0,0.766,Diterima,RM0003
