laporan_id,NIK,year,revenue,net_profit,total_asset,total_liability,operating_cashflow
FIN003463,3271010507011732,2024,5803725,509689,7301215,3133163,705889
FIN003464,3271010507011732,2025,7368303,662763,14300825,8643688,818536
FIN003465,3171011010721733,2024,27067361,4753741,41719308,28189534,6109354
FIN003466,3171011010721733,2025,35166674,7581377,69303091,34206809,6957471
FIN003467,3172016009971734,2024,26116320,1907594,44789956,27245380,2388805
FIN003468,3172016009971734,2025,27916480,2131634,50906118,31268830,1828765
FIN003469,3171011104721735,2024,64679645,10169154,78256402,36406215,11658565
FIN003470,3171011104721735,2025,71407357,12644225,105667854,68315992,12542845
FIN003471,3671017006701736,2024,17332174,1616112,31140810,8648751,1480712
FIN003472,3671017006701736,2025,26143498,1901976,43380718,18227106,2521072
FIN003473,3671015407671737,2024,18356393,1142645,25905470,5510016,958443
FIN003474,3671015407671737,2025,17130699,1259079,28498793,7115546,1333876
FIN003475,3276015112671738,2024,14800584,2045334,27583149,8650718,2273017
FIN003476,3276015112671738,2025,14132452,1714705,19796594,11478420,2049024
FIN003477,3671015002731739,2024,13677606,1308223,22249994,5184981,1350498
FIN003478,3671015002731739,2025,18441815,1997024,30968605,12924705,1969365
FIN003479,3674015604791740,2024,9841105,650523,13006041,7886353,624089
FIN003480,3674015604791740,2025,12907119,757926,20564701,6982254,608562
FIN003481,3275011402851741,2024,35463916,1544801,53593738,15347469,1658766
FIN003482,3275011402851741,2025,39746865,1860313,58416707,37104282,2018931
FIN003483,3275016807731742,2024,13332386,2073743,22327061,15098544,2814373
FIN003484,3275016807731742,2025,16959165,2301739,29257869,15576744,2117961
FIN003485,3171014307691743,2024,11581362,1927133,21158696,13890947,2136430
FIN003486,3171014307691743,2025,10406745,1769332,17960011,7765849,1621261
FIN003487,3671011710811744,2024,15345987,1344117,20796315,12072607,1484810
FIN003488,3671011710811744,2025,12941316,1317290,24454772,12370076,1375676
FIN003489,3671012807781745,2024,22437348,2018032,28957045,15902589,2325044
FIN003490,3671012807781745,2025,30117516,2701015,50452779,19560615,2471930
FIN003491,3671012211801746,2024,29445162,5768870,45136547,20086082,6961244
FIN003492,3671012211801746,2025,30273669,5431219,38219504,12847683,5099425
FIN003493,3671016207931747,2024,19521564,1997113,23286076,14163076,2701493
FIN003494,3671016207931747,2025,30551644,2987258,53843122,37361601,3067652
FIN003495,3174014703981748,2024,28803577,2875282,46836075,13252710,2432504
FIN003496,3174014703981748,2025,32470444,3534451,51544921,18635656,4464179
FIN003497,3172017007821749,2024,17870925,2500762,35426721,21495905,2403057
FIN003498,3172017007821749,2025,22672252,2706765,27729655,15428025,2440291
FIN003499,3671015507721750,2024,13692622,132100,16906643,5831274,155834
FIN003500,3671015507721750,2025,18525561,197861,30625949,20913725,231137
FIN003501,3171010904771751,2024,19187580,1762297,34665679,23121405,1834032
FIN003502,3171010904771751,2025,15555410,1237581,24222161,16879010,1659941
FIN003503,3275015101711752,2024,34681414,2703734,43323921,25085228,2222381
FIN003504,3275015101711752,2025,32709123,2355676,36516423,11443119,1958480
FIN003505,3271010901941753,2024,30902711,2265162,56193231,15467278,1977533
FIN003506,3271010901941753,2025,45966164,3603156,86345377,26944550,3112240
FIN003507,3172011010921754,2024,13657699,1511373,20163531,4439990,1481684
FIN003508,3172011010921754,2025,20076682,2415401,26111255,13237814,3247423
FIN003509,3671014211831755,2024,3469266,332192,4903964,3148367,393977
FIN003510,3671014211831755,2025,3440068,311692,6777230,4011807,435909
FIN003511,3671015104021756,2024,8979793,1409505,13298368,4753802,1571756
FIN003512,3671015104021756,2025,11436429,1530297,20015902,13984301,1776002
FIN003513,3276010910851757,2024,17096487,2506486,33600073,20418153,2827990
FIN003514,3276010910851757,2025,20050811,2868400,28767834,10738909,2893483
FIN003515,3171011304001758,2024,37449014,1933006,70167307,38399436,2450979
FIN003516,3171011304001758,2025,45663675,2375471,78876737,29206022,3277036
FIN003517,3174015506821759,2024,38798874,3309975,51062900,30844333,4101353
FIN003518,3174015506821759,2025,57336838,4926427,66664822,34062597,6715651
FIN003519,3674016609981760,2024,39100747,1965724,61615872,23140654,2505008
FIN003520,3674016609981760,2025,45303006,2252077,83694444,56288777,2005201
FIN003521,3173015509791761,2024,54782150,7364651,65412773,29659490,8866422
FIN003522,3173015509791761,2025,71694480,9978285,105528130,27623837,10172815
FIN003523,3174012607721762,2024,30114777,2274588,43582649,18476507,2570442
FIN003524,3174012607721762,2025,43090821,4338634,76121740,23690199,5120444
FIN003525,3674011201001763,2024,37856390,3229667,60180085,15744767,2664643
FIN003526,3674011201001763,2025,38350688,3529441,69734971,19388895,3581444
FIN003527,3671010806981764,2024,17099538,1718782,26688273,8735402,2064474
FIN003528,3671010806981764,2025,22659290,1967470,44593391,20025114,1646946
FIN003529,3271010211671765,2024,29519957,2000054,35918668,16727726,2654795
FIN003530,3271010211671765,2025,49742924,4078501,97381144,48708792,4783794
FIN003531,3271014907751766,2024,13283361,1228122,17950839,12257442,1502272
FIN003532,3271014907751766,2025,16737467,1536528,19445140,5251759,1410358
FIN003533,3175014412861767,2024,19627032,1662862,37269010,11320667,2321873
FIN003534,3175014412861767,2025,15122748,1267348,20150649,13022295,1072053
FIN003535,3173016408971768,2024,42353436,5706059,70973664,28317449,6017849
FIN003536,3173016408971768,2025,42834033,4578244,60995976,39763245,5874917
FIN003537,3173012910891769,2024,22190819,1123580,36231471,15154665,997951
FIN003538,3173012910891769,2025,25147851,1260395,37713208,18453703,1246834
FIN003539,3276011711901770,2024,23438993,1543458,29148950,12697768,1510374
FIN003540,3276011711901770,2025,24327263,1649863,28613877,9232968,1764914
FIN003541,3674011010981771,2024,32474246,5705121,48196381,18432130,5324083
FIN003542,3674011010981771,2025,29803801,4773862,37515289,23479792,5389548
FIN003543,3674010112931772,2024,13967504,1407597,26458626,16617322,1632045
FIN003544,3674010112931772,2025,10000602,1011763,13032822,7121969,1327424
FIN003545,3674012206031773,2024,13838410,1561228,24359529,12699582,1895701
FIN003546,3674012206031773,2025,10534346,1365075,15348580,7829258,1284252
FIN003547,3275015605821774,2024,14036630,1501711,26062028,10143992,1389394
FIN003548,3275015605821774,2025,15017093,1705023,25224419,16314267,1370405
FIN003549,3671017110001775,2024,32918180,2958625,62730347,38635467,2388755
FIN003550,3671017110001775,2025,35490079,2901573,55402986,14256191,2799607
FIN003551,3671012604991776,2024,65683262,10723201,82548878,41369949,9352626
FIN003552,3671012604991776,2025,68590313,11809150,121546306,77401229,13574249
FIN003553,3173012503991777,2024,33948593,788698,47139413,10755881,678912
FIN003554,3173012503991777,2025,35100524,755298,48472741,21182023,671118
FIN003555,3671011310831778,2024,39765354,6115354,62399596,13051115,5929455
FIN003556,3671011310831778,2025,42204198,6411267,57807057,21955359,5298841
FIN003557,3671015209721779,2024,11863358,1198320,21544327,10896245,1151676
FIN003558,3671015209721779,2025,11215184,1156597,21672415,11237757,1485592
FIN003559,3175012707781780,2024,59342319,2026577,97039428,29285654,2434843
FIN003560,3175012707781780,2025,71878577,3201677,108740698,38352644,2798139
FIN003561,3674010807731781,2024,33331131,5569061,58172336,17335047,7618800
FIN003562,3674010807731781,2025,49084221,6838623,57489376,18427782,8878077
FIN003563,3671011202001782,2024,20672504,881835,23629413,11362429,1038144
FIN003564,3671011202001782,2025,21271794,1058584,31337489,8481969,1261085
FIN003565,3671016905951783,2024,14283981,1930667,16115243,9753411,2688433
FIN003566,3671016905951783,2025,13119528,1440344,20281137,11559378,1563982
FIN003567,3671012809791784,2024,72037874,8624255,94581073,53846274,8842082
FIN003568,3671012809791784,2025,91519844,10129206,121132453,29033245,13773131
FIN003569,3173016502671785,2024,27937419,1939112,48737268,26336850,2699948
FIN003570,3173016502671785,2025,31737804,2490257,40232112,25343557,3251681
FIN003571,3172014606721786,2024,10188923,1418824,13156056,4853441,1564066
FIN003572,3172014606721786,2025,7654969,1197446,10659821,4032499,967670
FIN003573,3671010605901787,2024,29409249,4983244,37688808,15036586,5416089
FIN003574,3671010605901787,2025,28233746,4794574,36099284,20378653,4724328
FIN003575,3671014604971788,2024,44581551,9900477,65616623,27725288,13077665
FIN003576,3671014604971788,2025,51582530,11066180,93596498,37205758,13504273
FIN003577,3172012105701789,2024,21833698,899487,41171692,10676158,1066250
FIN003578,3172012105701789,2025,23992409,1037263,30449395,8898611,1371865
FIN003579,3276015810931790,2024,11622394,1437705,21875416,5002091,1223245
FIN003580,3276015810931790,2025,12021025,1895790,22064563,6646836,1560104
FIN003581,3671015905781791,2024,18892853,999754,30175065,18215765,862023
FIN003582,3671015905781791,2025,18461262,993731,33761289,11610913,807378
FIN003583,3174011203731792,2024,16286530,704873,18513818,4615828,906346
FIN003584,3174011203731792,2025,17305103,892573,22010061,7312471,1057973
FIN003585,3276010411811793,2024,39568446,2825973,45308514,27633625,3288422
FIN003586,3276010411811793,2025,35206492,2924439,44713219,30418412,3579635
FIN003587,3172016607011794,2024,36567360,1563945,40782676,24067624,2140428
FIN003588,3172016607011794,2025,39712234,1401553,75783094,32755117,1554826
FIN003589,3671011105871795,2024,23710278,3698319,40299118,23668151,3701506
FIN003590,3671011105871795,2025,31994597,6387577,53640276,13294171,8813392
FIN003591,3674011103011796,2024,12019402,1819044,18339590,11930370,1791563
FIN003592,3674011103011796,2025,15521927,2478569,20660876,6362534,2047866
FIN003593,3171017007981797,2024,15473976,1383292,26901527,13859460,1261336
FIN003594,3171017007981797,2025,18063369,1421947,28056065,10642348,1270747
FIN003595,3674010504681798,2024,20310840,610020,32762194,15922719,577570
FIN003596,3674010504681798,2025,28075198,747644,44066164,28474942,1044623
FIN003597,3671010812821799,2024,13294168,603087,20374899,7962059,714649
FIN003598,3671010812821799,2025,16693736,819775,23433479,10384012,880025
FIN003599,3276015203671800,2024,29302385,841147,45878416,25710098,858447
FIN003600,3276015203671800,2025,29998601,1079812,53265231,36862612,1217560
FIN003601,3275012604661801,2024,55335564,2944393,100348476,29088995,3463977
FIN003602,3275012604661801,2025,48926190,2555786,85465975,50548628,3563594
FIN003603,3671014604031802,2024,38295775,4113036,60213257,38623429,4862969
FIN003604,3671014604031802,2025,54605947,7252957,83377765,55994422,7432746
FIN003605,3671015012701803,2024,24318818,4307315,45015633,11966625,4986571
FIN003606,3671015012701803,2025,15812786,2927484,25928105,14107016,3854975
FIN003607,3276014107671804,2024,82108004,7796826,137000097,86306234,10010579
FIN003608,3276014107671804,2025,100914296,9813276,115306445,68126211,9031801
FIN003609,3276014107901805,2024,19682916,2021877,30929493,21593210,1908645
FIN003610,3276014107901805,2025,20227932,2067119,25362998,8714498,2020273
FIN003611,3173015408921806,2024,21502208,3461368,33750412,7698807,4150933
FIN003612,3173015408921806,2025,16037890,2747868,31567726,8418910,2249350
FIN003613,3674012207761807,2024,17310169,1485902,24086199,9836771,1798670
FIN003614,3674012207761807,2025,15751860,1158794,25185976,11621774,1108863
FIN003615,3174017004671808,2024,13309826,1963495,19375922,12913650,2629864
FIN003616,3174017004671808,2025,17034132,2153970,20637654,13350580,2685815
FIN003617,3671010801671809,2024,10087210,1411292,17006815,10496979,1457028
FIN003618,3671010801671809,2025,9104961,1199786,16233860,3408051,1557954
FIN003619,3171011905781810,2024,15456296,1302887,21998862,14291874,1641933
FIN003620,3171011905781810,2025,20904201,1519783,40502566,17558017,1351661
FIN003621,3173016008981811,2024,21014397,3256297,41477780,10484402,3788626
FIN003622,3173016008981811,2025,30085307,4583645,56848271,16294027,4879851
FIN003623,3671015104001812,2024,37717509,2168937,56543191,30756451,1973078
FIN003624,3671015104001812,2025,41438118,2843885,63273738,23252494,3419713
FIN003625,3671010907681813,2024,23268187,2507378,46180099,15603609,3155561
FIN003626,3671010907681813,2025,25333675,2736351,41854308,23918367,2605979
FIN003627,3671011209971814,2024,14969358,196074,26193278,15724192,218977
FIN003628,3671011209971814,2025,18934974,244605,36367674,20908667,294491
FIN003629,3173010311011815,2024,20298663,2428145,35820118,21100773,2380178
FIN003630,3173010311011815,2025,19930425,2899000,31191618,9636187,3667577
FIN003631,3172016405771816,2024,12130774,2332058,13581056,4693816,3099034
FIN003632,3172016405771816,2025,12408533,2094100,23762683,11642246,2809752
FIN003633,3276010106991817,2024,18554334,2516994,30236452,18559774,2359465
FIN003634,3276010106991817,2025,16743780,2059748,25864548,14014256,2536698
FIN003635,3171016907821818,2024,16115826,1603553,19496791,4603381,1574787
FIN003636,3171016907821818,2025,15582608,1729703,27916400,14070380,2241252
FIN003637,3674010612701819,2024,7420632,949336,14606569,8357273,1150353
FIN003638,3674010612701819,2025,8318888,1278516,11080454,7123310,1768030
FIN003639,3671016911661820,2024,21350858,4466931,30255399,20527810,4411384
FIN003640,3671016911661820,2025,25601951,5281847,39770820,20221182,4592040
FIN003641,3171011505011821,2024,39709535,2665892,77463294,49654744,2758695
FIN003642,3171011505011821,2025,60571636,3988723,86528173,54647450,4089373
FIN003643,3171015007941822,2024,36242969,1351348,59011934,28814507,1479033
FIN003644,3171015007941822,2025,40248019,1737601,79601880,31175172,1830849
FIN003645,3172010602861823,2024,12103044,748048,15854772,7272175,726943
FIN003646,3172010602861823,2025,12136755,748342,14762332,4162622,874415
FIN003647,3174012811841824,2024,13085133,1502084,17001928,10179538,1530454
FIN003648,3174012811841824,2025,11409112,1356226,19377311,7029577,1392415
FIN003649,3674014812701825,2024,28201315,4301678,43031393,14509278,5324835
FIN003650,3674014812701825,2025,34959665,6123208,50338479,23535618,6445565
FIN003651,3275011003981826,2024,68918766,6556572,133517140,79388773,8477522
FIN003652,3275011003981826,2025,82666003,6088767,149104833,52441175,5374509
FIN003653,3173015108751827,2024,96533504,22409597,118099269,60048993,18659825
FIN003654,3173015108751827,2025,123987818,26629176,147551036,62680831,24106485
FIN003655,3271012607021828,2024,17382928,1941431,30645939,8368718,2058366
FIN003656,3271012607021828,2025,21125357,2717691,33461585,7648512,2765489
FIN003657,3671010109931829,2024,4815278,747942,7853556,2156058,754904
FIN003658,3671010109931829,2025,4770108,715662,9257069,3262107,717648
FIN003659,3671016403961830,2024,24006748,2912392,30175774,7173969,3883371
FIN003660,3671016403961830,2025,31071823,3910989,40345881,22684485,4817345
FIN003661,3674013103781831,2024,24454571,2168456,43074469,22629821,2744212
FIN003662,3674013103781831,2025,28590095,3387365,55466923,19409245,3515673
FIN003663,3276015901881832,2024,11820428,2213386,22775132,9176985,2515096
FIN003664,3276015901881832,2025,11960315,2330144,18298121,6304906,2225058
FIN003665,3671015809771833,2024,17421019,1474347,20912914,8411990,1262091
FIN003666,3671015809771833,2025,17653086,1720785,34162640,10117821,1635342
FIN003667,3671010805671834,2024,21794817,1834824,29489559,11577163,2045766
FIN003668,3671010805671834,2025,22744844,2168069,43125131,18530425,2916886
FIN003669,3275013001851835,2024,39596292,9179366,61088369,26233743,11609474
FIN003670,3275013001851835,2025,51543458,11436678,66288060,17750924,15185024
FIN003671,3271012203661836,2024,78224513,9563313,153665252,67767674,8186447
FIN003672,3271012203661836,2025,81406953,10279806,141109417,33959131,10894934
FIN003673,3674014406671837,2024,57783273,6895810,70472022,33082511,6218008
FIN003674,3674014406671837,2025,56662733,7514447,63982867,29124828,6998878
FIN003675,3172016308791838,2024,10164104,1282988,17632842,9397383,1132659
FIN003676,3172016308791838,2025,11521664,1552484,19490485,12643273,1711277
FIN003677,3674010603911839,2024,14600649,1531178,25753831,5677596,1450892
FIN003678,3674010603911839,2025,11317537,1183323,15728042,10489423,1026601
FIN003679,3671015901911840,2024,19270835,1453515,35197383,9835816,1286196
FIN003680,3671015901911840,2025,18013167,1208430,22624637,9908465,1579197
FIN003681,3671014610821841,2024,57884918,4043567,108081957,50318103,3715911
FIN003682,3671014610821841,2025,64823192,4031498,107302697,27007725,3383581
FIN003683,3172016611761842,2024,11541502,744031,12717950,3571658,750361
FIN003684,3172016611761842,2025,12393589,817907,18120265,6519834,1052772
FIN003685,3171016202031843,2024,58591533,7947373,90534614,48043154,7858384
FIN003686,3171016202031843,2025,53292289,7238039,68852505,40888225,7830635
FIN003687,3671015506791844,2024,22775648,825572,44116092,10974826,1115914
FIN003688,3671015506791844,2025,21439267,828788,34915800,9258792,1067042
FIN003689,3276016511921845,2024,19451375,2303342,22160134,12845498,2195734
FIN003690,3276016511921845,2025,29424654,3475277,44276525,25458285,4707582
FIN003691,3275010612671846,2024,31411254,3133710,58739711,36659683,3244739
FIN003692,3275010612671846,2025,37424651,3813741,73050887,39169319,4099374
FIN003693,3172014607911847,2024,10912394,1085216,20401424,8444115,1490705
FIN003694,3172014607911847,2025,11445507,1003241,20378211,6755198,1004808
FIN003695,3173014208671848,2024,17701513,1859164,22281092,8110181,2354592
FIN003696,3173014208671848,2025,18267442,2357756,20302532,6671841,1922121
FIN003697,3671011705001849,2024,16355523,412752,26384059,10438970,430062
FIN003698,3671011705001849,2025,19559757,471744,28812600,16438901,468844
FIN003699,3674011810741850,2024,9632382,1286376,15933793,6562948,1056298
FIN003700,3674011810741850,2025,10393164,1116389,15307390,9780871,1534028
FIN003701,3171016001901851,2024,17966637,3118265,21919504,8522126,4059483
FIN003702,3171016001901851,2025,21215800,3244519,39421646,10185618,4108266
FIN003703,3275016708971852,2024,11662104,714483,20090415,11070867,751352
FIN003704,3275016708971852,2025,16706518,1244848,18384521,9874394,1674609
FIN003705,3674012201001853,2024,22315939,3287215,38187997,10838740,2852497
FIN003706,3674012201001853,2025,29957901,4333166,56698103,20280940,5888500
FIN003707,3174017012751854,2024,20174232,1561795,25290476,17565041,1457999
FIN003708,3174017012751854,2025,20988554,1438495,32052394,18886866,1254791
FIN003709,3271015009911855,2024,13047994,122939,20542765,9263233,133306
FIN003710,3271015009911855,2025,15369704,138594,29313953,14950477,121460
FIN003711,3175015011911856,2024,50374230,3881039,88314375,52567642,4497819
FIN003712,3175015011911856,2025,64890249,4324042,92267246,41964919,4097522
FIN003713,3271011709741857,2024,25771694,3070759,46420315,28593476,3724491
FIN003714,3271011709741857,2025,32118628,3287969,42381517,14246806,3748913
FIN003715,3671011908941858,2024,23880430,3962677,42039607,26385433,4711983
FIN003716,3671011908941858,2025,26090677,4367861,51890005,32753380,5416368
FIN003717,3674010304981859,2024,61267396,6839007,88469840,28446214,8249586
FIN003718,3674010304981859,2025,69262093,5947301,84082675,57616888,5762877
FIN003719,3671012806981860,2024,43742171,4085592,61238350,25087018,3652966
FIN003720,3671012806981860,2025,48745387,3911611,95973418,61289185,4865694
FIN003721,3671015001681861,2024,29215363,7581318,44000040,28984535,10569884
FIN003722,3671015001681861,2025,39143659,9817811,57113827,32938629,11067394
FIN003723,3271016307821862,2024,34225715,2873949,47703455,25968827,3874986
FIN003724,3271016307821862,2025,36044372,3287645,56875111,24706882,2844661
FIN003725,3671010203651863,2024,21248827,1340763,25766995,8388692,1733146
FIN003726,3671010203651863,2025,30632812,1712663,48755719,19355181,1576606
FIN003727,3276014205651864,2024,10061068,643135,13580522,3449439,678153
FIN003728,3276014205651864,2025,12989006,1014937,16290550,5205431,1051092
FIN003729,3671016006791865,2024,8286650,204047,15492264,6065028,275672
FIN003730,3671016006791865,2025,10941157,273568,17380957,3941967,330516
FIN003731,3174014305821866,2024,38812115,6102124,63368016,14472804,5147716
FIN003732,3174014305821866,2025,39613371,5804073,70114939,24033075,7687351
FIN003733,3271015506761867,2024,14889662,170065,18736561,11807751,205250
FIN003734,3271015506761867,2025,23086708,245519,42761888,11464958,298821
FIN003735,3171016809881868,2024,26400422,4272013,31985777,12097792,5671707
FIN003736,3171016809881868,2025,29901384,5202555,35896687,17699378,6455116
FIN003737,3173011409731869,2024,7669202,568171,11394641,4691563,482697
FIN003738,3173011409731869,2025,8735323,712146,11844776,3020528,860943
FIN003739,3671012110971870,2024,10719543,918851,13564276,4308225,1279133
FIN003740,3671012110971870,2025,10238727,856643,14834827,8558650,925076
FIN003741,3172016007991871,2024,19051874,1487051,23003022,14292714,1920205
FIN003742,3172016007991871,2025,15675493,1292794,30222667,12088308,1136607
FIN003743,3671017011691872,2024,27255157,3578270,31543788,15304681,4246851
FIN003744,3671017011691872,2025,30592488,4013597,58718242,33539197,3303882
FIN003745,3674014306781873,2024,22155854,2769017,31778920,6890217,3358127
FIN003746,3674014306781873,2025,24886909,3603129,44687558,30623103,4693892
FIN003747,3275012507721874,2024,9428336,761927,16963611,4436342,612573
FIN003748,3275012507721874,2025,9336385,677689,16107193,10201204,609377
FIN003749,3671014901861875,2024,27771364,2585314,54733571,11572985,3539398
FIN003750,3671014901861875,2025,36476209,3472574,54507029,19305076,3098317
FIN003751,3671016508851876,2024,22562209,198129,41249576,24757614,253306
FIN003752,3671016508851876,2025,27797041,293518,41966198,25887357,384834
FIN003753,3671012208021877,2024,17941046,1280848,33087819,10767032,1444525
FIN003754,3671012208021877,2025,13533989,1088650,23958063,5139091,1181673
FIN003755,3171010504841878,2024,12298940,890915,15820061,5661673,754342
FIN003756,3171010504841878,2025,15824270,1289533,27999330,8572192,1615374
FIN003757,3271012902881879,2024,5575004,343902,9801427,6188354,329926
FIN003758,3271012902881879,2025,6683679,457611,7560939,1804819,630872
FIN003759,3671011001861880,2024,16556808,1919999,22704163,9906456,1886713
FIN003760,3671011001861880,2025,18059273,1995512,23296062,10414738,2614676
FIN003761,3171012812701881,2024,17898809,1839132,32242175,17555665,2108630
FIN003762,3171012812701881,2025,21835622,2875217,30354875,7487474,3993568
FIN003763,3173012206951882,2024,17987931,362455,31824197,17823421,321562
FIN003764,3173012206951882,2025,13059973,276146,14558905,9388520,261433
FIN003765,3271014203681883,2024,21313813,1934640,26489141,6697729,1845109
FIN003766,3271014203681883,2025,27063002,2508811,45938103,16010151,3088284
FIN003767,3671010510851884,2024,19541127,1896980,32646760,8103693,2609581
FIN003768,3671010510851884,2025,20599162,1985930,32904708,12222631,1700681
FIN003769,3671014907721885,2024,8600206,1207969,11918296,4046479,1593428
FIN003770,3671014907721885,2025,7719599,1211065,9476886,3589118,1654205
FIN003771,3674012207681886,2024,17516698,1715703,22983882,11736999,1625039
FIN003772,3674012207681886,2025,17774049,2217971,29620093,10377852,2298619
FIN003773,3671015012711887,2024,8094815,378760,9525273,3695980,317639
FIN003774,3671015012711887,2025,7448126,317926,12523144,3521852,261055
FIN003775,3671016504701888,2024,27071298,5092011,51932361,31927697,5353039
FIN003776,3671016504701888,2025,33907061,5411363,58981971,13203885,5231881
FIN003777,3171014105771889,2024,11245909,557883,18932403,7556318,521476
FIN003778,3171014105771889,2025,12558631,586949,21998173,12655383,538479
FIN003779,3674010412871890,2024,39882142,4799687,64879355,37530941,5994579
FIN003780,3674010412871890,2025,46647402,4748207,53345315,30425603,4185374
FIN003781,3671015205991891,2024,10794668,928641,16571667,4663688,1104415
FIN003782,3671015205991891,2025,9615739,898810,14573293,9023198,958629
FIN003783,3175015209701892,2024,5569649,576679,9973014,3237133,493790
FIN003784,3175015209701892,2025,5422591,640842,6425514,3482866,777665
FIN003785,3276015109691893,2024,61800906,5259630,106489918,31651536,6501566
FIN003786,3276015109691893,2025,63285656,5494262,78570874,28184458,7497972
FIN003787,3671010303031894,2024,27763449,2927579,50948785,19547882,2961221
FIN003788,3671010303031894,2025,33561170,4385067,61601372,19975130,3996512
FIN003789,3671011503851895,2024,19358715,1036359,38561384,7767661,1094021
FIN003790,3671011503851895,2025,18369786,873038,31333607,7056779,1100114
FIN003791,3674016203861896,2024,7864324,340613,11271409,4243102,375452
FIN003792,3674016203861896,2025,11617143,526689,19995047,9954559,488501
FIN003793,3674012310741897,2024,9520453,1580336,10880306,6873080,1515618
FIN003794,3674012310741897,2025,9065324,1268817,13500974,8766934,1041382
FIN003795,3174010211871898,2024,21637779,3723629,28988379,19814950,3233220
FIN003796,3174010211871898,2025,17775225,2647712,20283325,12119265,2267432
FIN003797,3671016810931899,2024,11691513,2281052,22108454,13720127,2396205
FIN003798,3671016810931899,2025,11540219,2163239,20765885,6723273,2071165
FIN003799,3671011102891900,2024,13134280,1274130,26131436,7302815,1390542
FIN003800,3671011102891900,2025,16157286,1671871,23876888,16210419,1971273
FIN003801,3671015006821901,2024,34310938,4710628,55790517,34852942,6478553
FIN003802,3671015006821901,2025,28492833,4459822,55332545,23897444,5613580
FIN003803,3671016001841902,2024,18933531,1103387,25258123,13457019,996289
FIN003804,3671016001841902,2025,21937586,1362270,25349902,14543087,1455949
FIN003805,3175014906691903,2024,16568070,1814646,22581745,5098727,2134595
FIN003806,3175014906691903,2025,21309620,2311727,34108852,12287340,2723866
FIN003807,3271012802661904,2024,3579881,399761,4722772,3301753,523788
FIN003808,3271012802661904,2025,4027222,444612,5381180,3238583,620398
FIN003809,3173010304031905,2024,7874646,1175478,13153621,3908766,1032403
FIN003810,3173010304031905,2025,8514763,1051312,16379698,6183252,1319171
FIN003811,3674011107701906,2024,13554447,2073747,15381602,5669106,2059182
FIN003812,3674011107701906,2025,15828045,2527218,28295169,15719396,3340861
FIN003813,3171010408001907,2024,21269817,4015388,27611598,15018993,5475204
FIN003814,3171010408001907,2025,21594716,3702829,39792937,14755077,3230919
FIN003815,3674016301811908,2024,9145491,1187462,13647064,3853507,1061965
FIN003816,3674016301811908,2025,9416653,1229696,17377945,9432967,1515610
FIN003817,3175014703781909,2024,17176528,1761545,25827315,17096263,2151975
FIN003818,3175014703781909,2025,23169997,2225668,29453495,11320904,2758563
FIN003819,3271015504711910,2024,10213328,1204629,18113113,3979840,1180393
FIN003820,3271015504711910,2025,13265960,1780872,26293666,18265861,1893938
FIN003821,3671012212971911,2024,27268646,4451411,49970994,24598057,3829857
FIN003822,3671012212971911,2025,38231167,7056721,52509256,35816242,6884336
FIN003823,3175014804921912,2024,34320400,4973904,66725848,32800639,6455419
FIN003824,3175014804921912,2025,41491998,6842746,47373311,15843084,7412948
FIN003825,3671016404021913,2024,26073102,1770017,32829997,9559171,2090972
FIN003826,3671016404021913,2025,23137252,1351889,25992631,17161750,1142461
FIN003827,3674011411981914,2024,25998285,1899808,29725550,9433859,2365659
FIN003828,3674011411981914,2025,33369614,2837734,46035301,23788279,3402414
FIN003829,3276014509711915,2024,30196996,4079099,51803233,15109741,3987617
FIN003830,3276014509711915,2025,34453364,4763337,63208997,23290370,5067663
FIN003831,3174016712771916,2024,27070391,3218055,37819529,7811096,3704388
FIN003832,3174016712771916,2025,25881202,3000596,34331584,22188450,2813876
FIN003833,3174017004961917,2024,27850268,4649230,41051166,17195894,6360542
FIN003834,3174017004961917,2025,30523927,5406094,39534239,19994659,7210015
FIN003835,3275013011671918,2024,14768598,809753,29367833,12706859,931709
FIN003836,3275013011671918,2025,14648520,700283,26108638,8091991,698009
FIN003837,3172011706851919,2024,36533771,6094263,60434204,17486560,8184156
FIN003838,3172011706851919,2025,48283056,7460816,69467908,46101698,10318187
FIN003839,3173016410931920,2024,15119210,2008379,20152636,9765964,2791490
FIN003840,3173016410931920,2025,19672369,3034408,34847466,11457803,3191800
FIN003841,3671016007651921,2024,9108630,702123,13399397,4708065,942265
FIN003842,3671016007651921,2025,8327178,649378,11024841,3186646,853939
FIN003843,3275015704951922,2024,23406594,1299137,27382640,16657533,1589819
FIN003844,3275015704951922,2025,23557456,1155104,34219916,17453360,1580038
FIN003845,3174015802791923,2024,8773990,88598,13750105,5252900,117223
FIN003846,3174015802791923,2025,11070935,105066,17458390,5768803,111463
FIN003847,3172016404711924,2024,10972600,1785989,19346253,8384234,1468942
FIN003848,3172016404711924,2025,14727186,2211561,16930898,11567611,2270773
FIN003849,3175011212811925,2024,10251646,1058047,13057970,6854982,1123413
FIN003850,3175011212811925,2025,11504095,1194528,12754341,2782978,1452747
FIN003851,3171014111901926,2024,22084972,2534901,35691445,17149576,3161547
FIN003852,3171014111901926,2025,30014807,3433206,42052717,10625028,4336472
FIN003853,3171011711971927,2024,29695362,1092289,51136948,24164976,1071033
