account_id,NIK,account_number,bank_name,account_type,account_status,opened_date,average_balance_6m,average_monthly_credit,average_monthly_debit,transaction_frequency_monthly,overdraft_count_6m,current_balance
ACC001806,3276015904711323,1673301501,Bank OCBC NISP,Tabungan,Aktif,2017-08-08,19356645,1214534,909069,23,0,15218264
ACC001807,3172014809901324,2309434751,Bank BCA,Giro,Aktif,2016-02-13,10612220,964650,752176,141,0,11242175
ACC001808,3172014809901324,2680370707,Bank BNI,Giro,Dormant,2021-10-13,21878757,1290117,1067715,164,0,3418720
ACC001809,3674012412721325,7383130992,Bank OCBC NISP,Giro,Aktif,2022-01-18,8718193,1414461,1278324,68,2,9961064
ACC001810,3671014208691326,2505473236,Bank BRI,Giro,Aktif,2018-11-05,25915970,2903033,2558295,120,0,23913592
ACC001811,3275015105921327,8587234837,Bank Permata,Tabungan,Aktif,2025-04-05,3640288,205917,159806,195,0,2191085
ACC001812,3172016312011328,7869448814,Bank CIMB Niaga,Tabungan,Aktif,2018-12-20,13525916,1370591,1095368,197,0,21398939
ACC001813,3175010606741329,2344004770,Bank OCBC NISP,Giro,Aktif,2019-01-24,4931481,2857859,2786549,65,0,7877398
ACC001814,3671010406811330,5429118587,Bank CIMB Niaga,Tabungan,Aktif,2015-10-22,38164244,4316871,3566219,142,0,68503949
ACC001815,3671016312021331,9150456675,BPR Mitra Usaha,Tabungan,Aktif,2024-10-10,7697500,1049038,932195,173,0,3728492
ACC001816,3172016906881332,2079264778,Bank BCA,Tabungan,Aktif,2021-05-18,29446059,1948958,1650310,175,0,45376668
ACC001817,3671011601831333,4315743127,Bank BCA,Giro,Aktif,2025-06-30,19306208,1063245,863418,168,0,13070136
ACC001818,3271014807721334,1796985890,Bank BCA,Giro,Aktif,2022-08-10,5549725,1264768,1197164,182,0,6284984
ACC001819,3671016212721335,8493206384,BPR Mitra Usaha,Giro,Aktif,2022-05-16,23969652,1747890,1313331,101,3,-51814
ACC001820,3271010309931336,1986685732,BPR Mitra Usaha,Giro,Aktif,2020-11-21,2393297,768578,726280,138,0,1774567
ACC001821,3175014104801337,8409806157,BNI,Giro,Aktif,2022-07-28,18047050,1607466,1157812,101,0,11193878
ACC001822,3671016304821338,8461221121,BNI,Giro,Aktif,2022-02-14,48840294,2826973,2070731,134,0,61062971
ACC001823,3174016710701339,2512317906,BNI,Tabungan,Aktif,2024-06-29,5462453,212943,155307,189,0,4182702
ACC001824,3171011707731340,4267581753,BNI,Tabungan,Aktif,2016-03-23,51754104,2630885,2021916,50,0,33555561
ACC001825,3171011707731340,4774798572,Bank Danamon,Tabungan,Aktif,2020-04-25,20856689,2089232,1805086,106,0,11664127
ACC001826,3174012204881341,7279159986,Bank BRI,Giro,Aktif,2017-09-19,17838872,1422210,1200699,197,0,22369712
ACC001827,3173015502831342,7654344538,Bank BRI,Tabungan,Aktif,2020-04-11,9533757,2044291,1869780,165,0,9512751
ACC001828,3671015509861343,2269300407,Bank Mandiri,Tabungan,Aktif,2021-02-16,13455867,2369595,2140615,41,2,9822627
ACC001829,3671015509861343,3024253620,Bank BCA,Giro,Aktif,2024-02-14,12475020,1532778,1262156,119,0,19413944
ACC001830,3671016309971344,8401082862,Bank BRI,Tabungan,Aktif,2021-10-01,86376559,3678364,2705619,158,0,58583602
ACC001831,3671016309971344,5680521392,Bank BNI,Giro,Aktif,2023-04-11,27398389,2615563,2215322,95,0,34524838
ACC001832,3671012411731345,4901498776,BPR Mitra Usaha,Tabungan,Aktif,2021-10-04,6403085,1795781,1713809,96,0,10881337
ACC001833,3671012903981346,4792069007,Bank Panin,Giro,Aktif,2020-11-10,6722580,2331706,2164736,116,0,9620195
ACC001834,3671015108751347,9819997138,Bank OCBC NISP,Giro,Aktif,2025-03-13,13216822,588379,433332,188,0,21480240
ACC001835,3671015108751347,7333127341,Bank CIMB Niaga,Tabungan,Aktif,2022-11-14,3612842,509879,472958,32,0,5705157
ACC001836,3674016401981348,6149385183,BNI,Giro,Aktif,2017-10-26,4729940,379473,283785,54,0,3243291
ACC001837,3674016401981348,4991398470,BNI,Giro,Aktif,2023-03-29,6611091,419958,306406,60,0,2675482
ACC001838,3671014206921349,1861138302,Bank Danamon,Giro,Aktif,2021-04-18,120399056,6152635,4892327,116,0,118518290
ACC001839,3175016201761350,6919382715,Bank Mandiri,Giro,Aktif,2019-05-26,41957506,2962984,2527586,75,0,58108875
ACC001840,3175016201761350,5835710711,Bank Permata,Giro,Aktif,2017-09-26,74218587,3670308,2603513,138,0,44625388
ACC001841,3671011111701351,3553757833,BPR Mitra Usaha,Giro,Aktif,2022-07-08,2109792,1371394,1323729,99,0,1901676
ACC001842,3671011111701351,6342477307,Bank CIMB Niaga,Tabungan,Aktif,2015-11-05,10981502,1104319,916019,26,0,8882148
ACC001843,3175012002991352,3101888053,Bank Panin,Giro,Aktif,2015-10-23,41372826,1806500,1386662,111,2,-29835
ACC001844,3175012002991352,3580448021,Bank Mandiri,Giro,Aktif,2025-03-31,12559313,2058634,1747937,163,0,21100963
ACC001845,3276015608751353,9947752470,Bank CIMB Niaga,Tabungan,Aktif,2018-01-17,8263865,1729011,1645812,193,0,14469671
ACC001846,3671012911691354,5343416773,Bank Permata,Tabungan,Aktif,2018-03-19,5118280,570828,507079,100,0,8525008
ACC001847,3671012911691354,7511239679,BNI,Giro,Aktif,2025-01-17,1476954,754110,734207,80,0,2566966
ACC001848,3175014212731355,3384884192,Bank Permata,Giro,Aktif,2020-06-04,19530605,1111771,853372,82,0,31367688
ACC001849,3175014212731355,8800095441,Bank Permata,Tabungan,Aktif,2021-09-27,16451796,1717140,1455188,56,0,6982351
ACC001850,3671014303691356,1784179195,Bank BCA,Tabungan,Aktif,2017-04-10,19080713,1287514,983385,115,0,16790072
ACC001851,3671014303691356,3076639417,Bank Danamon,Giro,Dormant,2017-03-25,11707269,1650529,1508105,180,0,1230474
ACC001852,3671012605831357,9696039871,Bank CIMB Niaga,Tabungan,Aktif,2019-07-02,16931681,1661561,1365712,178,0,28732388
ACC001853,3671012605831357,3953779435,Bank Permata,Giro,Aktif,2019-04-30,13416097,1533959,1380016,95,0,14927809
ACC001854,3174014506701358,9224367549,Bank Panin,Giro,Aktif,2016-05-15,29325913,1668432,1189188,117,0,38388383
ACC001855,3173012201821359,8374152955,Bank OCBC NISP,Tabungan,Aktif,2016-12-10,23365737,922262,672486,192,0,21078420
ACC001856,3173012201821359,3794813737,Bank OCBC NISP,Tabungan,Aktif,2016-08-04,20174853,951682,704977,148,0,34325715
ACC001857,3276010407691360,2586782547,Bank Panin,Tabungan,Aktif,2025-05-29,26005926,1334718,984615,62,0,45766734
ACC001858,3276010407691360,2674722942,Bank Panin,Tabungan,Aktif,2025-07-23,8125152,1784311,1645947,98,0,10033665
ACC001859,3674011210701361,7408087161,Bank BCA,Giro,Aktif,2017-11-07,11899014,1231695,1016355,159,0,9691686
ACC001860,3674011210701361,9836317278,Bank BRI,Tabungan,Aktif,2016-08-06,17293624,1219108,968946,185,0,12829536
ACC001861,3671010210701362,4328977130,Bank Danamon,Giro,Aktif,2024-10-30,16334208,2316597,2113814,77,0,12583045
ACC001862,3671015703891363,9226814925,Bank BNI,Tabungan,Aktif,2021-04-16,37410014,2748581,2049299,134,0,64064047
ACC001863,3671015703891363,1903215901,Bank BNI,Giro,Aktif,2025-03-04,10987886,2551190,2308525,32,0,7942700
ACC001864,3173011107701364,6619015644,BPR Mitra Usaha,Tabungan,Aktif,2015-02-14,40973240,2034808,1459010,99,0,66411679
ACC001865,3173011107701364,9891303361,Bank BRI,Tabungan,Aktif,2020-07-01,11905649,1493684,1284918,65,0,7585319
ACC001866,3671010605841365,7439194934,BPR Mitra Usaha,Tabungan,Aktif,2019-07-14,2846967,972274,909701,159,0,3485225
ACC001867,3174015412741366,5294228693,Bank Permata,Giro,Aktif,2018-06-22,5817533,2520579,2411777,92,0,6601263
ACC001868,3671015407811367,9203717758,Bank Mandiri,Giro,Aktif,2020-03-16,35313380,1522633,1109153,186,0,40940070
ACC001869,3275012102711368,5743935934,Bank OCBC NISP,Giro,Aktif,2019-07-31,32680314,2124085,1790437,114,0,41507646
ACC001870,3275012102711368,9572540558,Bank CIMB Niaga,Giro,Aktif,2016-12-05,3414057,2325586,2251067,59,0,5523251
ACC001871,3173010511891369,7130646385,Bank Permata,Giro,Aktif,2016-06-30,14533042,1249721,999717,187,0,16465738
ACC001872,3173010511891369,1866209150,Bank BNI,Tabungan,Aktif,2022-08-20,9174832,753540,612624,109,0,11821143
ACC001873,3671011006011370,1662524719,Bank BCA,Giro,Aktif,2025-04-09,30672493,5731170,5216480,168,1,49880828
ACC001874,3671011006011370,7210493228,Bank CIMB Niaga,Tabungan,Aktif,2021-06-07,68174960,5174972,3797060,139,0,71578570
ACC001875,3172012711661371,7249800848,Bank OCBC NISP,Giro,Aktif,2022-09-30,26380387,1385945,1089681,65,0,42212898
ACC001876,3271012701871372,6182481103,Bank BRI,Tabungan,Aktif,2022-10-10,63480427,3013359,2300779,34,0,84555429
ACC001877,3671011601851373,6458944744,Bank Permata,Tabungan,Aktif,2023-05-17,23538124,1860250,1525756,26,0,23256415
ACC001878,3671012403921374,1723166747,Bank Danamon,Tabungan,Aktif,2019-07-29,10866051,2369175,2222202,162,0,11515798
ACC001879,3671014704021375,3891209862,Bank Permata,Tabungan,Aktif,2016-05-05,2863069,822903,778726,26,1,-48123
ACC001880,3275015511981376,5099357796,Bank BNI,Tabungan,Aktif,2021-12-23,8998884,1985703,1862561,39,3,11083000
ACC001881,3671014804911377,7415006055,Bank Danamon,Tabungan,Aktif,2024-07-06,60545187,4616989,3585117,148,0,24422283
ACC001882,3175011003001378,2084848406,Bank BNI,Tabungan,Aktif,2025-04-05,5154605,610527,545497,94,2,4386207
ACC001883,3671016908931379,4464003823,Bank Danamon,Giro,Aktif,2018-11-30,17083948,1370446,1161247,157,0,9227504
ACC001884,3671016908931379,4564231443,Bank Panin,Giro,Aktif,2015-12-22,21391597,1485007,1212344,174,1,12951099
ACC001885,3671017107691380,6897420000,Bank CIMB Niaga,Giro,Aktif,2021-11-29,12818309,971639,781195,26,0,17943658
ACC001886,3171015004021381,4693653224,Bank Permata,Giro,Dormant,2022-01-25,51968491,2994517,2300260,162,0,5085788
ACC001887,3174010112961382,6109155930,Bank BCA,Tabungan,Aktif,2022-08-22,2808821,450160,403532,65,0,3837269
ACC001888,3174016912681383,3357499765,Bank BNI,Tabungan,Aktif,2020-05-25,34449349,1487590,1071078,189,1,37782722
ACC001889,3174016912681383,3613888640,Bank BRI,Giro,Aktif,2021-07-16,3586870,1489648,1425690,105,0,1493477
ACC001890,3671013007711384,4136025923,Bank BCA,Tabungan,Aktif,2021-04-14,10103439,2032433,1823347,165,0,6388346
ACC001891,3271010201891385,9186346051,Bank BRI,Giro,Aktif,2017-12-18,19476607,2969142,2571676,85,0,16700395
ACC001892,3271010201891385,4924648318,Bank BRI,Tabungan,Aktif,2023-05-04,3312828,2190788,2115633,156,0,3726199
ACC001893,3671014910671386,5161308534,Bank BRI,Tabungan,Aktif,2020-11-15,15799139,2057557,1851270,133,0,23024214
ACC001894,3275010906781387,2346039795,Bank BNI,Giro,Aktif,2016-12-24,49899132,2102032,1475473,70,0,57114109
ACC001895,3275010906781387,4869684465,Bank Mandiri,Giro,Aktif,2019-04-26,25501819,2288418,1910484,88,0,38356287
ACC001896,3276011410851388,3089304032,Bank Danamon,Tabungan,Aktif,2016-12-17,15513191,1857842,1482951,188,0,10386905
ACC001897,3275011106001389,3906635401,Bank Permata,Tabungan,Aktif,2025-05-26,63496369,2721453,1998134,115,0,47468914
ACC001898,3671011412791390,9487209808,Bank Danamon,Giro,Aktif,2016-04-18,7149953,890890,765636,84,0,5401616
ACC001899,3674016003821391,6730487394,Bank OCBC NISP,Tabungan,Aktif,2021-07-20,39409549,1634392,1212830,181,0,36338379
ACC001900,3674016003821391,8563456027,Bank BRI,Tabungan,Dormant,2015-02-09,34256417,1688655,1340078,85,0,5648047
ACC001901,3171012702901392,9603717128,Bank Mandiri,Giro,Aktif,2024-04-15,8289717,746099,662419,147,0,6360681
ACC001902,3174015807871393,5561807114,Bank BCA,Giro,Aktif,2016-11-18,19273597,2510136,2309818,40,0,30505093
ACC001903,3276011010981394,2136116243,BPR Mitra Usaha,Tabungan,Aktif,2019-09-30,116375085,4350256,3070567,58,0,55554065
ACC001904,3172015112981395,8402432418,Bank Permata,Tabungan,Dormant,2022-11-13,1185520,497491,484000,47,0,112226
ACC001905,3276016602761396,4383631992,Bank Panin,Tabungan,Aktif,2023-07-12,73091777,5619674,3965284,89,1,37653090
ACC001906,3276016602761396,9580083905,Bank BNI,Tabungan,Aktif,2017-04-05,71384610,5982540,4409148,100,0,85900528
ACC001907,3674012806711397,6151507540,Bank BRI,Giro,Aktif,2016-05-18,15535193,800485,597082,66,0,25065518
ACC001908,3674012806711397,6590467481,Bank Danamon,Giro,Aktif,2017-03-01,5619413,683701,586111,96,0,5652875
ACC001909,3674016911021398,1370363096,Bank Permata,Tabungan,Aktif,2020-02-19,12693421,1084799,862878,50,0,11571241
ACC001910,3276010705691399,2578290610,Bank BRI,Tabungan,Aktif,2017-12-16,126448956,8162531,6689476,159,0,169116905
ACC001911,3674016708921400,5635042517,Bank BNI,Giro,Aktif,2016-11-05,10072740,689782,584999,178,2,4230142
ACC001912,3674016708921400,8568815803,Bank Permata,Giro,Aktif,2016-12-19,6072772,660552,589248,21,0,4862681
ACC001913,3271016405911401,1599917353,Bank Panin,Giro,Aktif,2018-09-18,7015860,460380,368983,117,0,3058201
ACC001914,3271016405911401,2564631912,Bank BCA,Giro,Aktif,2021-12-06,3591849,464793,392767,121,0,2131566
ACC001915,3271012001761402,7573491004,Bank CIMB Niaga,Tabungan,Aktif,2018-07-02,27870676,1401764,1116415,182,0,30535396
ACC001916,3671011704741403,7013859739,BNI,Giro,Aktif,2018-03-18,56831366,3092208,2452499,63,0,76720221
ACC001917,3173015210861404,7333510134,BPR Mitra Usaha,Tabungan,Aktif,2015-06-27,29039681,3276104,2759355,83,0,21472729
ACC001918,3674011208951405,7707867082,BNI,Giro,Aktif,2018-01-28,16442097,1694109,1398781,125,3,19510254
ACC001919,3276016408651406,5812097427,Bank BRI,Tabungan,Aktif,2015-10-30,57500053,4825363,3507963,101,0,40886399
ACC001920,3276016408651406,1151142349,BNI,Giro,Aktif,2015-08-08,72880247,3884328,2800221,112,0,117040016
ACC001921,3276015708731407,5738710896,Bank BRI,Tabungan,Aktif,2023-06-10,34640976,3314565,2808819,103,0,40215897
ACC001922,3276015708731407,3726099141,Bank Permata,Giro,Aktif,2015-07-05,59528900,2822705,2127934,152,0,70840346
ACC001923,3271010706671408,6698695533,BNI,Tabungan,Aktif,2017-02-28,15509755,2128476,1949288,70,0,9341807
ACC001924,3171016910711409,8733129984,Bank Mandiri,Tabungan,Aktif,2016-07-28,51055514,3269525,2452690,72,0,85381091
ACC001925,3275016608691410,7866953013,Bank BNI,Tabungan,Aktif,2018-02-27,21246781,3122686,2677577,86,2,35593117
ACC001926,3275016608691410,9714405101,Bank CIMB Niaga,Tabungan,Dormant,2021-06-30,6478992,2252967,2116604,54,0,1035676
ACC001927,3671015111691411,1714396483,Bank BCA,Giro,Aktif,2023-08-23,36968497,4157631,3665014,168,0,57224336
ACC001928,3671015111691411,3329409774,Bank Panin,Tabungan,Aktif,2020-05-23,11999891,5534106,5384786,197,0,7209515
ACC001929,3671010212841412,9122077473,Bank BRI,Giro,Aktif,2017-02-15,25869491,1016013,734460,44,0,15602213
ACC001930,3171012705671413,6700336262,Bank BCA,Tabungan,Aktif,2016-04-06,4160727,597445,507247,150,0,5617341
ACC001931,3671014909851414,7907477524,Bank Mandiri,Tabungan,Aktif,2025-02-18,2459577,350766,297508,119,0,3675576
ACC001932,3271013009001415,2725239836,Bank Mandiri,Giro,Aktif,2020-03-11,37584356,2796980,2337466,170,0,64989132
ACC001933,3271013009001415,7521199944,Bank Panin,Tabungan,Aktif,2019-08-17,18688880,2940103,2533832,164,0,18185853
ACC001934,3276017010731416,7496347209,Bank Panin,Tabungan,Aktif,2024-12-10,5322597,793776,708651,128,0,2680512
ACC001935,3276012411751417,8274633140,Bank BRI,Tabungan,Aktif,2022-09-19,77191893,3617380,2782540,43,0,73528259
ACC001936,3276012411751417,6851792151,Bank OCBC NISP,Giro,Aktif,2023-03-12,16350563,3072255,2817133,133,0,11654206
ACC001937,3271011401971418,7047578794,Bank CIMB Niaga,Giro,Aktif,2016-04-30,37495877,4490722,3588456,136,0,49678723
ACC001938,3271011401971418,9320568757,Bank BRI,Tabungan,Aktif,2020-11-23,65649305,3427499,2535096,198,0,85739631
ACC001939,3174014605821419,1102257250,BNI,Tabungan,Aktif,2025-05-27,45500225,3333084,2828963,164,0,19842973
ACC001940,3174012506031420,9988540083,Bank BNI,Giro,Aktif,2022-06-02,42921929,1710025,1208340,78,2,61963776
ACC001941,3276010507771421,2307438664,BNI,Giro,Dormant,2016-08-22,20348013,1956567,1728344,172,0,3809139
ACC001942,3276010507771421,5511849169,Bank OCBC NISP,Giro,Aktif,2018-08-12,17185062,1770231,1526487,98,0,30901820
ACC001943,3276015503851422,9523214943,BPR Mitra Usaha,Tabungan,Aktif,2023-08-28,26908407,2296827,1750292,145,0,28265292
ACC001944,3671016301011423,9682029345,Bank OCBC NISP,Giro,Aktif,2018-11-19,3901422,626554,541742,124,2,3657869
ACC001945,3175010209021424,5870785990,Bank BCA,Tabungan,Aktif,2017-09-27,8859614,992645,880925,43,0,13235619
ACC001946,3175010209021424,3314506790,Bank Permata,Tabungan,Aktif,2024-04-08,8308681,1704422,1575856,167,2,12070173
ACC001947,3171016204021425,5364680618,Bank Permata,Giro,Aktif,2019-06-18,13480753,3336277,3042200,174,0,12454616
ACC001948,3671010805661426,5918741250,BNI,Giro,Aktif,2024-10-23,7144963,884737,743724,120,0,5815599
ACC001949,3174010209651427,8173248918,BPR Mitra Usaha,Giro,Dormant,2024-10-09,45151171,1642758,1152444,93,0,5420462
ACC001950,3174014405661428,1422653670,Bank Panin,Giro,Aktif,2021-10-30,17467822,664600,473172,103,0,8594473
ACC001951,3275014207971429,8714923291,Bank Danamon,Giro,Aktif,2023-10-30,44588345,2801160,2351265,147,0,57682435
ACC001952,3671017009731430,1776085562,Bank BCA,Giro,Aktif,2019-11-02,32630359,1932067,1426400,147,0,25707969
ACC001953,3671017009731430,4962596305,Bank Danamon,Tabungan,Aktif,2022-09-13,26321961,1752894,1435040,148,0,37939501
ACC001954,3276012702651431,1204927991,Bank Panin,Tabungan,Aktif,2017-05-26,26656355,1758649,1354447,159,0,36918831
ACC001955,3173010106841432,1512482239,Bank Mandiri,Giro,Aktif,2015-04-03,12782004,1226580,954463,124,1,-120846
ACC001956,3671014108961433,2993654215,Bank BCA,Giro,Aktif,2019-06-04,4770780,1666712,1569106,190,0,8190115
ACC001957,3671016306811434,5583780139,Bank BNI,Giro,Aktif,2021-12-07,42469022,1975646,1546160,136,0,33614635
ACC001958,3671015703001435,2933692925,Bank BRI,Tabungan,Aktif,2025-03-04,29208411,1327269,1026028,177,0,44443531
ACC001959,3674010702731436,4530783448,Bank Panin,Tabungan,Aktif,2021-01-16,23436449,2786955,2405245,104,0,21728683
ACC001960,3674010702731436,2696628500,Bank CIMB Niaga,Tabungan,Aktif,2019-11-24,46268043,1998665,1423101,110,0,73040743
ACC001961,3173012106961437,3514495109,Bank BRI,Giro,Aktif,2019-04-20,46394649,2365319,1704181,69,0,42353998
ACC001962,3671013103711438,9046890924,Bank BCA,Tabungan,Aktif,2016-09-15,9227978,1547123,1341868,83,0,11712048
ACC001963,3171016611861439,8929027336,Bank BNI,Giro,Aktif,2022-06-04,22140863,3883144,3503643,69,0,15520751
ACC001964,3171016611861439,6949418763,Bank BRI,Giro,Aktif,2020-08-17,24764307,2999403,2631924,126,0,16224619
ACC001965,3171012804711440,3680611609,Bank BCA,Giro,Aktif,2020-12-01,8390954,1734777,1649605,169,0,9369804
ACC001966,3171012804711440,1115993340,Bank BCA,Giro,Aktif,2022-03-16,16754833,984235,732690,101,0,26782936
ACC001967,3172015907801441,3029025522,BPR Mitra Usaha,Tabungan,Aktif,2015-03-29,12755890,1026942,868432,49,0,11859907
ACC001968,3275011111961442,3943755187,Bank Mandiri,Tabungan,Aktif,2015-09-29,39688517,2272748,1642911,144,0,70825068
ACC001969,3171015002021443,4709695148,Bank Danamon,Giro,Aktif,2016-10-17,6177912,1295702,1212008,153,0,3709569
ACC001970,3173014205881444,1934418337,Bank OCBC NISP,Giro,Aktif,2021-02-22,14780667,1410636,1243746,30,0,23341274
ACC001971,3173014205881444,7833437367,Bank CIMB Niaga,Tabungan,Aktif,2022-06-28,19788228,1052125,781624,193,0,9253589
ACC001972,3275010708861445,7192138206,Bank Mandiri,Tabungan,Aktif,2016-10-08,13384143,671873,504395,98,0,6871371
ACC001973,3275011308011446,7764298830,Bank BCA,Tabungan,Aktif,2015-03-28,63068011,3304404,2593296,106,0,29738601
ACC001974,3275011308011446,6938005614,Bank Mandiri,Giro,Aktif,2016-08-03,50250813,2149466,1557395,108,0,47937476
ACC001975,3171016012661447,6240505197,BNI,Giro,Aktif,2024-11-29,17979305,2476285,2191613,66,0,18745797
ACC001976,3671015408871448,2023137115,Bank BRI,Tabungan,Dormant,2025-06-01,3473233,2506575,2451356,136,1,556843
ACC001977,3671015906031449,6976489055,Bank BNI,Giro,Aktif,2021-10-08,32414069,3614756,2942320,157,0,14869572
ACC001978,3671010904861450,9632823924,Bank Mandiri,Tabungan,Aktif,2022-07-31,7532311,905355,807675,177,0,11585828
ACC001979,3671011312741451,4652335788,Bank BRI,Tabungan,Aktif,2021-04-14,10203335,1441798,1332162,148,0,10153029
ACC001980,3671011312741451,8147603712,Bank CIMB Niaga,Giro,Aktif,2024-03-27,20724225,1533187,1297691,28,0,35232045
ACC001981,3275015303831452,3634278863,Bank Mandiri,Giro,Aktif,2020-12-01,9770384,697243,581069,137,1,15945998
ACC001982,3671015807891453,9893077837,Bank BNI,Giro,Aktif,2022-02-19,10137739,1937950,1816532,47,0,8810128
ACC001983,3674017105771454,6959251594,Bank CIMB Niaga,Giro,Aktif,2017-10-08,8895962,1654261,1440374,108,0,4360532
ACC001984,3671015609971455,3901089090,BNI,Tabungan,Aktif,2020-03-22,23394915,1809493,1522117,68,0,13436297
ACC001985,3671016406751456,9881791732,Bank BRI,Tabungan,Aktif,2019-07-31,7971476,1097196,982720,178,0,11619631
ACC001986,3671016406751456,5464412081,BPR Mitra Usaha,Giro,Aktif,2019-04-22,20936544,958041,722369,138,0,26509052
ACC001987,3671010508951457,6784386076,Bank Mandiri,Giro,Aktif,2016-04-04,2243736,800299,759597,134,1,2048836
ACC001988,3671010508951457,6630921258,Bank BCA,Tabungan,Aktif,2020-06-09,9795573,1022151,866962,75,0,10246070
ACC001989,3671011508951458,1772508468,Bank BNI,Giro,Aktif,2019-11-14,5956006,730418,588951,28,0,3614030
ACC001990,3671011508951458,7183858252,Bank BCA,Tabungan,Aktif,2023-09-09,9305600,1197219,1043061,111,0,16214446
ACC001991,3275011707681459,9058552894,BPR Mitra Usaha,Giro,Aktif,2021-02-22,2565582,1564453,1522883,192,0,4416900
ACC001992,3275011707681459,7088901012,Bank OCBC NISP,Tabungan,Aktif,2022-12-07,27845715,2567109,1925826,38,0,43280834
ACC001993,3275016608841460,2909857667,Bank BNI,Giro,Aktif,2016-02-23,9879129,1022595,877113,142,0,11719016
ACC001994,3275016608841460,5274061729,Bank OCBC NISP,Giro,Aktif,2016-03-21,6619220,802763,682890,126,0,3400222
ACC001995,3671015911931461,3169321829,Bank BRI,Tabungan,Aktif,2021-06-19,91513126,3473893,2500983,106,0,38976559
ACC001996,3171015512951462,2596500927,Bank BNI,Giro,Dormant,2022-08-16,6954936,665293,544128,57,3,373190
ACC001997,3671015302931463,5420387804,Bank Danamon,Tabungan,Aktif,2020-08-20,17088844,1490201,1188718,130,0,9552313
ACC001998,3671012907711464,2960332109,Bank CIMB Niaga,Giro,Aktif,2019-06-11,2926687,864027,834394,52,0,3000274
ACC001999,3275012204681465,7229658178,Bank Danamon,Tabungan,Aktif,2024-11-18,101540434,4141268,3095632,28,0,100186094
ACC002000,3171015509941466,5327203170,Bank BRI,Giro,Aktif,2023-12-17,7414220,1581870,1409433,89,0,12249402
ACC002001,3276016912791467,6130504102,Bank Mandiri,Giro,Aktif,2024-02-14,5095918,2002625,1945940,118,0,6537412
ACC002002,3276016912791467,8444344352,Bank Mandiri,Giro,Aktif,2025-07-19,1762142,1697765,1655832,58,0,1770623
ACC002003,3173016803731468,1098721284,Bank Panin,Tabungan,Aktif,2015-01-14,20207662,1150615,917409,99,0,11255569
ACC002004,3271012605031469,9789560159,Bank OCBC NISP,Tabungan,Aktif,2016-11-25,60881211,3002194,2195837,37,0,25447691
ACC002005,3671016411871470,6992653243,Bank Danamon,Giro,Aktif,2020-01-16,13077540,1183645,998058,46,0,23189437
ACC002006,3671011908771471,5732138877,Bank Permata,Tabungan,Aktif,2023-12-23,67068562,9275895,8508788,86,0,69769679
ACC002007,3671011908771471,5335607993,Bank Panin,Giro,Dormant,2025-05-05,90007846,5761542,4072378,186,0,13007612
ACC002008,3671012512781472,9049012072,Bank BNI,Giro,Aktif,2019-02-21,9228478,1673179,1525890,193,0,16189253
ACC002009,3671012512781472,8913901818,Bank BCA,Giro,Aktif,2021-06-30,2330937,1361371,1331651,168,0,3871724
ACC002010,3276012706681473,7424849350,Bank BCA,Tabungan,Aktif,2023-12-01,1679909,157447,139439,120,0,2673777
ACC002011,3171010601971474,2215808103,BPR Mitra Usaha,Tabungan,Dormant,2021-01-24,18731324,1326810,945647,169,0,1201001
ACC002012,3171010601971474,3526369610,Bank Panin,Tabungan,Aktif,2021-11-22,10025211,1270948,1035873,87,0,13870621
ACC002013,3172011209901475,6623654882,Bank CIMB Niaga,Giro,Dormant,2021-06-10,28984742,1728307,1305177,147,0,3209001
ACC002014,3271014709891476,7582945992,Bank Danamon,Tabungan,Aktif,2019-04-01,21881332,2060249,1756659,178,0,20255052
ACC002015,3174017008981477,4195716986,Bank Danamon,Giro,Aktif,2023-11-24,1157742,186398,165803,89,0,1011517
ACC002016,3174017008981477,1874932564,BPR Mitra Usaha,Tabungan,Aktif,2022-07-11,2785850,162989,117279,28,0,1206557
ACC002017,3276011901011478,7753075536,Bank OCBC NISP,Tabungan,Dormant,2016-03-06,6948576,502815,366475,160,1,1136044
ACC002018,3172010408741479,9218393262,Bank BCA,Tabungan,Aktif,2023-07-31,31589053,1854433,1489846,155,0,46833766
ACC002019,3172010408741479,8325211115,Bank BCA,Giro,Aktif,2024-10-29,23313322,2036055,1689538,58,0,24078766
ACC002020,3674014407771480,9634646751,BPR Mitra Usaha,Giro,Aktif,2024-08-25,29787371,1561590,1258531,45,0,28809587
ACC002021,3671010201981481,1922210016,Bank BNI,Giro,Aktif,2022-06-05,8451201,1361566,1242731,188,0,13105670
ACC002022,3173010505871482,9753521502,Bank BCA,Tabungan,Aktif,2016-09-02,20143759,1044547,744908,136,0,16768210
ACC002023,3271014410821483,1170284558,BPR Mitra Usaha,Giro,Aktif,2023-09-12,22375672,1307847,1083732,174,0,32334979
ACC002024,3172014602891484,3679139811,Bank BNI,Giro,Aktif,2022-07-08,9682278,876182,741664,29,0,8578491
ACC002025,3172014602891484,9784846313,Bank Permata,Giro,Aktif,2024-12-04,3628083,632174,571116,155,0,2627124
ACC002026,3275011008031485,2356939257,Bank BNI,Tabungan,Aktif,2020-07-21,85977848,6051594,4942720,67,0,104064890
ACC002027,3276010810711486,3821263316,Bank Panin,Tabungan,Aktif,2024-11-18,20623074,6071453,5619656,136,0,35994997
