dukcapil_id,NIK,nama,tempat_lahir,tanggal_lahir,jenis_kelamin,golongan_darah,alamat,rt_rw,kelurahan_desa,kecamatan,kota_kabupaten,provinsi,agama,status_perkawinan,pekerjaan,kewarganegaraan,berlaku_hingga
DKC001206,3171010306971206,Rizky Suryadi,Jakarta Pusat,1997-06-03,Laki-Laki,A,Jl. Susanto No. 86,012/006,Kebon Baru,Serpong,Jakarta Pusat,DKI Jakarta,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001207,3671016310961207,Ani Tanjung,Tangerang,1996-10-23,Perempuan,B,Jl. Handoko No. 9,006/003,Cipete,Kramat Jati,Tangerang,Banten,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001208,3276011306011208,Agus Firmansyah,Depok,2001-06-13,Laki-Laki,O,Jl. Suryadi No. 102,012/006,Bintaro,Kramat Jati,Depok,Jawa Barat,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001209,3671014205651209,Suryani Situmorang,Tangerang,1965-05-02,Perempuan,B,Jl. Firmansyah No. 107,002/008,Rawa Bunga,Kramat Jati,Tangerang,Banten,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001210,3271012701741210,Dimas Simanjuntak,Bogor,1974-01-27,Laki-Laki,B,Jl. Permana No. 10,001/006,Rawa Bunga,Sukmajaya,Bogor,Jawa Barat,KATOLIK,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001211,3671012106741211,Rizky Handoko,Tangerang,1974-06-21,Laki-Laki,B,Jl. Gunawan No. 130,005/009,Cipete,Sukmajaya,Tangerang,Banten,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001212,3173014404971212,Tri Panjaitan,Jakarta Barat,1997-04-04,Perempuan,AB,Jl. Rahman No. 117,001/005,Rawa Bunga,Tebet,Jakarta Barat,DKI Jakarta,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001213,3276016002791213,Kartika Permana,Depok,1979-02-20,Perempuan,B,Jl. Suryadi No. 68,005/001,Kebon Baru,Serpong,Depok,Jawa Barat,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001214,3671016710661214,Indah Santoso,Tangerang,1966-10-27,Perempuan,B,Jl. Suryadi No. 62,007/001,Cipete,Tebet,Tangerang,Banten,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001215,3671016906991215,Siti Kusuma,Tangerang,1999-06-29,Perempuan,A,Jl. Handoko No. 149,004/009,Duren Sawit,Tebet,Tangerang,Banten,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001216,3671016108651216,Sri Rahman,Tangerang,1965-08-21,Perempuan,O,Jl. Kurniawan No. 85,011/004,Bintaro,Tebet,Tangerang,Banten,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001217,3271016308831217,Sri Lubis,Bogor,1983-08-23,Perempuan,B,Jl. Permana No. 53,012/003,Rawa Bunga,Tebet,Bogor,Jawa Barat,KATOLIK,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001218,3174013009751218,Andi Setiawan,Jakarta Selatan,1975-09-30,Laki-Laki,A,Jl. Situmorang No. 70,003/002,Bintaro,Cengkareng,Jakarta Selatan,DKI Jakarta,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001219,3671012703001219,Ahmad Lubis,Tangerang,2000-03-27,Laki-Laki,A,Jl. Halim No. 24,006/003,Cipete,Kramat Jati,Tangerang,Banten,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001220,3174011204721220,Krisna Simanjuntak,Jakarta Selatan,1972-04-12,Laki-Laki,B,Jl. Gunawan No. 42,009/009,Kebon Baru,Bekasi Timur,Jakarta Selatan,DKI Jakarta,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001221,3275011903011221,Eko Wibowo,Bekasi,2001-03-19,Laki-Laki,O,Jl. Hidayat No. 43,004/010,Bintaro,Sukmajaya,Bekasi,Jawa Barat,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001222,3674011705821222,Fauzi Lubis,Tangerang Selatan,1982-05-17,Laki-Laki,AB,Jl. Tanjung No. 95,004/001,Sukamaju,Bekasi Timur,Tangerang Selatan,Jawa Barat,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001223,3271016308831223,Siti Lubis,Bogor,1983-08-23,Perempuan,A,Jl. Gunawan No. 119,002/003,Sukajadi,Sukmajaya,Bogor,Jawa Barat,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001224,3671011705701224,Ahmad Handoko,Tangerang,1970-05-17,Laki-Laki,A,Jl. Tanjung No. 82,004/005,Cipete,Cengkareng,Tangerang,Banten,ISLAM,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001225,3175010408011225,Bambang Lubis,Jakarta Timur,2001-08-04,Laki-Laki,O,Jl. Setiawan No. 72,006/007,Sukajadi,Sukmajaya,Jakarta Timur,DKI Jakarta,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001226,3674014801661226,Lestari Panjaitan,Tangerang Selatan,1966-01-08,Perempuan,A,Jl. Susanto No. 84,003/002,Cempaka Putih,Sukmajaya,Tangerang Selatan,Jawa Barat,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001227,3271015304791227,Ani Saputra,Bogor,1979-04-13,Perempuan,A,Jl. Pratama No. 148,004/010,Sukajadi,Kramat Jati,Bogor,Jawa Barat,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001228,3671016805011228,Kartika Situmorang,Tangerang,2001-05-28,Perempuan,AB,Jl. Rahman No. 77,002/007,Sukamaju,Cengkareng,Tangerang,Banten,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001229,3171014102681229,Indah Panjaitan,Jakarta Pusat,1968-02-01,Perempuan,A,Jl. Siregar No. 2,002/008,Sukamaju,Bekasi Timur,Jakarta Pusat,DKI Jakarta,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001230,3671010509681230,Wahyu Pratama,Tangerang,1968-09-05,Laki-Laki,AB,Jl. Pratama No. 48,011/010,Sukajadi,Serpong,Tangerang,Banten,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001231,3171010602981231,Rian Hutapea,Jakarta Pusat,1998-02-06,Laki-Laki,B,Jl. Permana No. 2,011/009,Duren Sawit,Sukmajaya,Jakarta Pusat,DKI Jakarta,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001232,3173016006741232,Dian Nugroho,Jakarta Barat,1974-06-20,Perempuan,O,Jl. Hidayat No. 136,005/006,Cempaka Putih,Bekasi Timur,Jakarta Barat,DKI Jakarta,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001233,3671015609961233,Indah Nugroho,Tangerang,1996-09-16,Perempuan,O,Jl. Firmansyah No. 128,001/002,Cipete,Sukmajaya,Tangerang,Banten,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001234,3671010702951234,Taufik Pratama,Tangerang,1995-02-07,Laki-Laki,B,Jl. Setiawan No. 11,004/004,Sukamaju,Serpong,Tangerang,Banten,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001235,3172011602651235,Yusuf Firmansyah,Jakarta Utara,1965-02-16,Laki-Laki,B,Jl. Hutapea No. 29,012/001,Cipete,Tebet,Jakarta Utara,DKI Jakarta,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001236,3671015707811236,Wulan Setiawan,Tangerang,1981-07-17,Perempuan,AB,Jl. Permana No. 97,011/009,Duren Sawit,Bekasi Timur,Tangerang,Banten,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001237,3276011411941237,Yusuf Wibowo,Depok,1994-11-14,Laki-Laki,B,Jl. Handoko No. 126,005/007,Sukamaju,Cengkareng,Depok,Jawa Barat,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001238,3173014807881238,Sri Wijaya,Jakarta Barat,1988-07-08,Perempuan,AB,Jl. Hidayat No. 106,002/005,Cempaka Putih,Cengkareng,Jakarta Barat,DKI Jakarta,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001239,3275016304911239,Tri Santoso,Bekasi,1991-04-23,Perempuan,O,Jl. Halim No. 78,011/004,Bintaro,Kramat Jati,Bekasi,Jawa Barat,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001240,3173016311741240,Putri Firmansyah,Jakarta Barat,1974-11-23,Perempuan,O,Jl. Setiawan No. 5,004/008,Cipete,Kramat Jati,Jakarta Barat,DKI Jakarta,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001241,3271011312951241,Wahyu Panjaitan,Bogor,1995-12-13,Laki-Laki,A,Jl. Firmansyah No. 133,005/007,Sukamaju,Tebet,Bogor,Jawa Barat,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001242,3276012812981242,Bayu Susanto,Depok,1998-12-28,Laki-Laki,B,Jl. Tanjung No. 128,009/001,Cempaka Putih,Tebet,Depok,Jawa Barat,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001243,3171015311691243,Siti Handoko,Jakarta Pusat,1969-11-13,Perempuan,AB,Jl. Panjaitan No. 109,005/005,Kebon Baru,Serpong,Jakarta Pusat,DKI Jakarta,HINDU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001244,3671012712751244,Slamet Handoko,Tangerang,1975-12-27,Laki-Laki,AB,Jl. Wijaya No. 87,006/008,Kebon Baru,Sukmajaya,Tangerang,Banten,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001245,3174011808691245,Joko Rahman,Jakarta Selatan,1969-08-18,Laki-Laki,B,Jl. Nugroho No. 106,001/004,Bintaro,Bekasi Timur,Jakarta Selatan,DKI Jakarta,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001246,3276012611741246,Sutrisno Rahman,Depok,1974-11-26,Laki-Laki,B,Jl. Hidayat No. 95,002/001,Duren Sawit,Tebet,Depok,Jawa Barat,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001247,3671011905741247,Wahyu Tanjung,Tangerang,1974-05-19,Laki-Laki,A,Jl. Gunawan No. 61,010/002,Sukajadi,Cengkareng,Tangerang,Banten,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001248,3276012706941248,Ahmad Hutapea,Depok,1994-06-27,Laki-Laki,A,Jl. Handoko No. 56,007/006,Sukajadi,Tebet,Depok,Jawa Barat,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001249,3671014401811249,Siti Permana,Tangerang,1981-01-04,Perempuan,O,Jl. Rahman No. 43,001/002,Sukamaju,Serpong,Tangerang,Banten,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001250,3174010911971250,Fauzi Pratama,Jakarta Selatan,1997-11-09,Laki-Laki,B,Jl. Hidayat No. 54,004/003,Duren Sawit,Bekasi Timur,Jakarta Selatan,DKI Jakarta,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001251,3174012207971251,Iwan Setiawan,Jakarta Selatan,1997-07-22,Laki-Laki,B,Jl. Halim No. 77,011/007,Cempaka Putih,Serpong,Jakarta Selatan,DKI Jakarta,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001252,3175017007661252,Putri Santoso,Jakarta Timur,1966-07-30,Perempuan,B,Jl. Lubis No. 108,002/002,Cempaka Putih,Kramat Jati,Jakarta Timur,DKI Jakarta,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001253,3171014912761253,Ani Permana,Jakarta Pusat,1976-12-09,Perempuan,AB,Jl. Suryadi No. 41,010/009,Kebon Baru,Bekasi Timur,Jakarta Pusat,DKI Jakarta,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001254,3276016511971254,Indah Gunawan,Depok,1997-11-25,Perempuan,A,Jl. Hidayat No. 104,005/007,Bintaro,Tebet,Depok,Jawa Barat,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001255,3172011406031255,Bayu Wijaya,Jakarta Utara,2003-06-14,Laki-Laki,A,Jl. Rahman No. 123,007/010,Cempaka Putih,Tebet,Jakarta Utara,DKI Jakarta,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001256,3174012210871256,Yudi Setiawan,Jakarta Selatan,1987-10-22,Laki-Laki,A,Jl. Nugroho No. 138,009/002,Rawa Bunga,Sukmajaya,Jakarta Selatan,DKI Jakarta,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001257,3671016302021257,Indah Gunawan,Tangerang,2002-02-23,Perempuan,B,Jl. Wijaya No. 110,008/004,Cempaka Putih,Kramat Jati,Tangerang,Banten,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001258,3173010405971258,Iwan Suryadi,Jakarta Barat,1997-05-04,Laki-Laki,A,Jl. Panjaitan No. 83,008/003,Duren Sawit,Cengkareng,Jakarta Barat,DKI Jakarta,ISLAM,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001259,3671012604011259,Doni Santoso,Tangerang,2001-04-26,Laki-Laki,A,Jl. Kurniawan No. 83,003/010,Sukajadi,Tebet,Tangerang,Banten,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001260,3271016707671260,Retno Saputra,Bogor,1967-07-27,Perempuan,A,Jl. Panjaitan No. 39,006/006,Cipete,Serpong,Bogor,Jawa Barat,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001261,3172015706011261,Indah Pratama,Jakarta Utara,2001-06-17,Perempuan,B,Jl. Simanjuntak No. 148,009/008,Duren Sawit,Bekasi Timur,Jakarta Utara,DKI Jakarta,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001262,3275010302791262,Hendra Situmorang,Bekasi,1979-02-03,Laki-Laki,O,Jl. Handoko No. 11,009/007,Bintaro,Tebet,Bekasi,Jawa Barat,ISLAM,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001263,3173012906801263,Sutrisno Firmansyah,Jakarta Barat,1980-06-29,Laki-Laki,AB,Jl. Kurniawan No. 93,012/009,Duren Sawit,Sukmajaya,Jakarta Barat,DKI Jakarta,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001264,3173015209711264,Rita Saputra,Jakarta Barat,1971-09-12,Perempuan,AB,Jl. Kusuma No. 59,006/006,Sukamaju,Cengkareng,Jakarta Barat,DKI Jakarta,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001265,3671015401931265,Desi Wijaya,Tangerang,1993-01-14,Perempuan,O,Jl. Wijaya No. 105,004/004,Cipete,Sukmajaya,Tangerang,Banten,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001266,3671016308701266,Retno Santoso,Tangerang,1970-08-23,Perempuan,A,Jl. Wijaya No. 69,001/002,Cipete,Cengkareng,Tangerang,Banten,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001267,3671011106031267,Wahyu Tanjung,Tangerang,2003-06-11,Laki-Laki,B,Jl. Rahman No. 122,008/004,Kebon Baru,Bekasi Timur,Tangerang,Banten,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001268,3171011103951268,Slamet Firmansyah,Jakarta Pusat,1995-03-11,Laki-Laki,A,Jl. Setiawan No. 103,010/005,Cempaka Putih,Sukmajaya,Jakarta Pusat,DKI Jakarta,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001269,3171017110831269,Lestari Pratama,Jakarta Pusat,1983-10-31,Perempuan,B,Jl. Halim No. 136,007/004,Sukajadi,Cengkareng,Jakarta Pusat,DKI Jakarta,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001270,3271014205931270,Anggi Wijaya,Bogor,1993-05-02,Perempuan,O,Jl. Pratama No. 91,006/005,Sukamaju,Kramat Jati,Bogor,Jawa Barat,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001271,3671014803781271,Ratna Rahman,Tangerang,1978-03-08,Perempuan,B,Jl. Panjaitan No. 6,011/002,Bintaro,Bekasi Timur,Tangerang,Banten,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001272,3671016008991272,Anggi Susanto,Tangerang,1999-08-20,Perempuan,B,Jl. Panjaitan No. 28,006/004,Cempaka Putih,Cengkareng,Tangerang,Banten,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001273,3175014809661273,Nina Hutapea,Jakarta Timur,1966-09-08,Perempuan,AB,Jl. Lubis No. 15,005/004,Kebon Baru,Kramat Jati,Jakarta Timur,DKI Jakarta,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001274,3271011910961274,Fauzi Kusuma,Bogor,1996-10-19,Laki-Laki,A,Jl. Wibowo No. 57,003/002,Sukajadi,Tebet,Bogor,Jawa Barat,KONGHUCU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001275,3671015603921275,Desi Saputra,Tangerang,1992-03-16,Perempuan,B,Jl. Nugroho No. 24,011/004,Bintaro,Kramat Jati,Tangerang,Banten,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001276,3275015306971276,Fitri Wijaya,Bekasi,1997-06-13,Perempuan,A,Jl. Kurniawan No. 130,008/006,Cipete,Tebet,Bekasi,Jawa Barat,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001277,3174011405011277,Budi Pratama,Jakarta Selatan,2001-05-14,Laki-Laki,A,Jl. Siregar No. 28,006/007,Sukajadi,Sukmajaya,Jakarta Selatan,DKI Jakarta,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001278,3674012607931278,Anton Wibowo,Tangerang Selatan,1993-07-26,Laki-Laki,O,Jl. Firmansyah No. 73,010/002,Cipete,Tebet,Tangerang Selatan,Jawa Barat,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001279,3276014808671279,Maya Simanjuntak,Depok,1967-08-08,Perempuan,A,Jl. Susanto No. 19,002/009,Duren Sawit,Tebet,Depok,Jawa Barat,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001280,3671012005801280,Fajar Wibowo,Tangerang,1980-05-20,Laki-Laki,A,Jl. Siregar No. 36,007/004,Cempaka Putih,Serpong,Tangerang,Banten,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001281,3271011401801281,Andi Nugroho,Bogor,1980-01-14,Laki-Laki,AB,Jl. Permana No. 20,002/005,Sukamaju,Serpong,Bogor,Jawa Barat,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001282,3275011903021282,Dimas Rahman,Bekasi,2002-03-19,Laki-Laki,AB,Jl. Tanjung No. 6,006/004,Bintaro,Bekasi Timur,Bekasi,Jawa Barat,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001283,3174012506981283,Dimas Hutapea,Jakarta Selatan,1998-06-25,Laki-Laki,B,Jl. Permana No. 5,001/004,Sukamaju,Sukmajaya,Jakarta Selatan,DKI Jakarta,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001284,3174017004821284,Putri Simanjuntak,Jakarta Selatan,1982-04-30,Perempuan,B,Jl. Lubis No. 117,002/006,Kebon Baru,Tebet,Jakarta Selatan,DKI Jakarta,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001285,3275014109011285,Melati Gunawan,Bekasi,2001-09-01,Perempuan,O,Jl. Kusuma No. 141,003/007,Sukajadi,Bekasi Timur,Bekasi,Jawa Barat,KONGHUCU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001286,3671015211921286,Tri Rahman,Tangerang,1992-11-12,Perempuan,B,Jl. Kusuma No. 68,005/001,Sukajadi,Kramat Jati,Tangerang,Banten,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001287,3271016608751287,Tri Hidayat,Bogor,1975-08-26,Perempuan,O,Jl. Lubis No. 141,012/009,Cempaka Putih,Bekasi Timur,Bogor,Jawa Barat,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001288,3671012505671288,Gunawan Halim,Tangerang,1967-05-25,Laki-Laki,A,Jl. Lubis No. 95,008/001,Sukamaju,Sukmajaya,Tangerang,Banten,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001289,3174016101971289,Lestari Siregar,Jakarta Selatan,1997-01-21,Perempuan,O,Jl. Firmansyah No. 150,003/007,Cipete,Sukmajaya,Jakarta Selatan,DKI Jakarta,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001290,3671014801691290,Kartika Rahman,Tangerang,1969-01-08,Perempuan,AB,Jl. Setiawan No. 138,006/010,Cipete,Serpong,Tangerang,Banten,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001291,3175011512651291,Eko Siregar,Jakarta Timur,1965-12-15,Laki-Laki,AB,Jl. Siregar No. 50,003/004,Sukajadi,Kramat Jati,Jakarta Timur,DKI Jakarta,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001292,3275011804831292,Doni Permana,Bekasi,1983-04-18,Laki-Laki,A,Jl. Rahman No. 122,003/007,Sukajadi,Bekasi Timur,Bekasi,Jawa Barat,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001293,3175015303901293,Sri Panjaitan,Jakarta Timur,1990-03-13,Perempuan,B,Jl. Kusuma No. 57,006/010,Rawa Bunga,Serpong,Jakarta Timur,DKI Jakarta,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001294,3175011304831294,Fauzi Susanto,Jakarta Timur,1983-04-13,Laki-Laki,A,Jl. Setiawan No. 145,010/007,Rawa Bunga,Tebet,Jakarta Timur,DKI Jakarta,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001295,3276016306841295,Rita Situmorang,Depok,1984-06-23,Perempuan,AB,Jl. Kurniawan No. 141,007/010,Cipete,Cengkareng,Depok,Jawa Barat,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001296,3674012905691296,Budi Rahman,Tangerang Selatan,1969-05-29,Laki-Laki,B,Jl. Situmorang No. 49,009/006,Rawa Bunga,Tebet,Tangerang Selatan,Jawa Barat,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001297,3171015205911297,Putri Rahman,Jakarta Pusat,1991-05-12,Perempuan,AB,Jl. Kusuma No. 70,011/001,Sukamaju,Kramat Jati,Jakarta Pusat,DKI Jakarta,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001298,3671010712911298,Budi Lubis,Tangerang,1991-12-07,Laki-Laki,O,Jl. Wibowo No. 17,001/002,Cipete,Sukmajaya,Tangerang,Banten,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001299,3671011112011299,Sutrisno Hidayat,Tangerang,2001-12-11,Laki-Laki,A,Jl. Wijaya No. 17,007/009,Sukamaju,Sukmajaya,Tangerang,Banten,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001300,3671012506031300,Bambang Tanjung,Tangerang,2003-06-25,Laki-Laki,AB,Jl. Wijaya No. 117,007/003,Kebon Baru,Sukmajaya,Tangerang,Banten,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001301,3276010608931301,Agus Panjaitan,Depok,1993-08-06,Laki-Laki,AB,Jl. Firmansyah No. 5,008/008,Bintaro,Sukmajaya,Depok,Jawa Barat,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001302,3276012707971302,Agus Hutapea,Depok,1997-07-27,Laki-Laki,O,Jl. Situmorang No. 106,011/003,Cempaka Putih,Cengkareng,Depok,Jawa Barat,ISLAM,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001303,3674016102671303,Desi Tanjung,Tangerang Selatan,1967-02-21,Perempuan,B,Jl. Siregar No. 18,005/001,Cipete,Sukmajaya,Tangerang Selatan,Jawa Barat,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC001304,3173013105751304,Yusuf Hidayat,Jakarta Barat,1975-05-31,Laki-Laki,A,Jl. Setiawan No. 81,006/003,Kebon Baru,Cengkareng,Jakarta Barat,DKI Jakarta,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001305,3275015203741305,Dian Kurniawan,Bekasi,1974-03-12,Perempuan,B,Jl. Lubis No. 27,002/010,Cempaka Putih,Tebet,Bekasi,Jawa Barat,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001306,3172011501951306,Doni Permana,Jakarta Utara,1995-01-15,Laki-Laki,AB,Jl. Setiawan No. 120,008/009,Rawa Bunga,Bekasi Timur,Jakarta Utara,DKI Jakarta,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001307,3671011110781307,Hadi Kurniawan,Tangerang,1978-10-11,Laki-Laki,AB,Jl. Siregar No. 13,012/003,Rawa Bunga,Tebet,Tangerang,Banten,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001308,3173015005771308,Ayu Wijaya,Jakarta Barat,1977-05-10,Perempuan,AB,Jl. Wijaya No. 61,008/004,Duren Sawit,Tebet,Jakarta Barat,DKI Jakarta,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC001309,3674010712941309,Krisna Setiawan,Tangerang Selatan,1994-12-07,Laki-Laki,B,Jl. Pratama No. 20,001/003,Sukajadi,Bekasi Timur,Tangerang Selatan,Jawa Barat,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001310,3674011209721310,Gunawan Hidayat,Tangerang Selatan,1972-09-12,Laki-Laki,AB,Jl. Panjaitan No. 126,012/010,Bintaro,Kramat Jati,Tangerang Selatan,Jawa Barat,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC001311,3671011905891311,Bayu Saputra,Tangerang,1989-05-19,Laki-Laki,AB,Jl. Permana No. 8,006/004,Bintaro,Serpong,Tangerang,Banten,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
