application_id,NIK,company_name,owner_name,industry,sub_industry,province,city,branch_name,region,rm_id,rm_name,rm_branch_name,level,loan_requested,collateral_type,collateral_market_value,collateral_ratio,estimated_dsr,revenue_growth_pct,profit_margin_2025,slik_worst_collectability,status_dhn,bank_best_avg_balance_6m,bank_best_current_balance,identity_passed,character_score,character_notes,collateral_score,collateral_notes,financial_score,financial_notes,cashflow_score,cashflow_notes,risk_score,decision,zone,jenis_kredit_rekomendasi,nominal_disetujui,jangka_waktu_bulan,bunga_persen,insight,insight_kategori,label
APP202601447,3171016012661447,UD Handoko Jaya,Dewi Siregar,Perdagangan,Toko Sembako,DKI Jakarta,Jakarta Pusat,KCP Cibubur,Region 1,RM0040,Tri Wibowo,KCP Cibubur,Junior RB,100000000,Rumah,2203894000,22.04,3.0,0.1421,0.1181,3.0,Tidak,17979305,18745797,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 2 bank,1.0,LTV agunan 2204% dari pinjaman,0.7,"Omset tumbuh +14.2% (2024→2025), margin laba 11.8%",0.377,"Saldo rata-rata 7.7x omset bulanan, saldo real-time 8.0x omset bulanan",0.662,Layak Bersyarat,Kuning,KMK,100000000,12,12.0,"Layak bersyarat karena Character, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Diterima
APP202601448,3671015408871448,CV Nugroho Abadi,Indah Hutapea,Transportasi,Ekspedisi Kecil,Banten,Tangerang,KCP Bekasi Barat,Region 2,RM0010,Indah Rahman,KCP Bekasi Barat,Senior RB,1000000000,Tanah,12687256000,12.69,3.0,-0.0719,0.1081,1.0,Tidak,3473233,556843,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 1269% dari pinjaman,0.545,"Omset menurun -7.2% (2024→2025), margin laba 10.8%",0.0,"Saldo rata-rata 0.9x omset bulanan, saldo real-time 0.1x omset bulanan, overdraft 1x dalam 6 bulan, memiliki rekening dormant",0.766,Layak,Hijau,KI,1000000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601449,3671015906031449,UD Pratama Makmur,Rita Rahman,Transportasi,Ekspedisi Kecil,Banten,Tangerang,KCP Cibubur,Region 1,RM0037,Andi Situmorang,KCP Cibubur,Junior RB,50000000,Ruko,2050880000,41.02,3.0,0.1142,0.1147,3.0,Tidak,32414069,14869572,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 2 bank,1.0,LTV agunan 4102% dari pinjaman,0.674,"Omset tumbuh +11.4% (2024→2025), margin laba 11.5%",0.35,"Saldo rata-rata 9.7x omset bulanan, saldo real-time 4.4x omset bulanan",0.641,Layak Bersyarat,Kuning,KMK,50000000,12,12.0,"Layak bersyarat karena Character, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Ditolak
APP202601450,3671010904861450,PT Saputra Jaya,Iwan Panjaitan,Transportasi,Rental Kendaraan,Banten,Tangerang,KCP Kemang,Region 2,RM0032,Tri Permana,KCP Kemang,Senior RB,200000000,Rumah,3185420000,15.93,3.0,0.1975,0.0231,2.0,Tidak,7532311,11585828,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 3 bank,1.0,LTV agunan 1593% dari pinjaman,0.48,"Omset tumbuh +19.8% (2024→2025), margin laba 2.3%",0.501,"Saldo rata-rata 8.4x omset bulanan, saldo real-time 12.9x omset bulanan",0.713,Layak,Hijau,KI,200000000,36,9.5,Layak tapi Financial tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601451,3671011312741451,PT Santoso Sejahtera,Dedi Halim,Pertanian,Distributor Hasil Tani,Banten,Tangerang,KCP Kemang,Region 2,RM0032,Tri Permana,KCP Kemang,Senior RB,750000000,Rumah,1667917000,2.22,3.0,0.0598,0.1504,1.0,Tidak,20724225,35232045,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,0.2,LTV agunan 222% dari pinjaman — nama sertifikat TIDAK sesuai pemilik (butuh verifikasi manual),0.736,"Omset tumbuh +6.0% (2024→2025), margin laba 15.0%",0.822,"Saldo rata-rata 13.0x omset bulanan, saldo real-time 22.1x omset bulanan",0.732,Layak,Hijau,KI,750000000,36,9.5,Layak tapi Collateral tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601452,3275015303831452,PT Setiawan Mandiri,Anggi Setiawan,Manufaktur,Furniture,Jawa Barat,Bekasi,KCP Cibubur,Region 4,RM0037,Andi Situmorang,KCP Cibubur,Junior RB,200000000,Rumah,5887098000,29.44,3.0,0.011,0.1099,3.0,Tidak,9770384,15945998,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 3 bank,1.0,LTV agunan 2944% dari pinjaman,0.6,"Omset stagnan +1.1% (2024→2025), margin laba 11.0%",0.56,"Saldo rata-rata 10.7x omset bulanan, saldo real-time 17.4x omset bulanan, overdraft 1x dalam 6 bulan",0.652,Layak Bersyarat,Kuning,KI,200000000,36,12.0,Layak bersyarat karena Character — disarankan tambahan agunan/penjamin atau plafon diturunkan.,Layak bersyarat karena,Diterima
APP202601453,3671015807891453,CV Panjaitan Makmur,Melati Susanto,Kuliner,Katering,Banten,Tangerang,KCP Cikini,Region 4,RM0026,Agus Santoso,KCP Cikini,Senior RB,200000000,Ruko,9365754000,46.83,3.0,0.3382,0.1573,1.0,Tidak,10137739,8810128,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 4683% dari pinjaman,0.903,"Omset tumbuh +33.8% (2024→2025), margin laba 15.7%",0.219,"Saldo rata-rata 4.9x omset bulanan, saldo real-time 4.2x omset bulanan",0.882,Layak,Hijau,KI,200000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601454,3674017105771454,CV Panjaitan Jaya,Ratna Wijaya,Transportasi,Rental Kendaraan,Jawa Barat,Tangerang Selatan,KCP Bekasi Barat,Region 3,RM0012,Ika Tanjung,KCP Bekasi Barat,Junior RB,200000000,Ruko,4490092000,22.45,3.0,0.1827,0.154,1.0,Tidak,8895962,4360532,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,0.2,LTV agunan 2245% dari pinjaman — nama sertifikat TIDAK sesuai pemilik (butuh verifikasi manual),0.81,"Omset tumbuh +18.3% (2024→2025), margin laba 15.4%",0.119,"Saldo rata-rata 3.2x omset bulanan, saldo real-time 1.6x omset bulanan",0.684,Layak Bersyarat,Kuning,KI,200000000,36,12.0,"Layak bersyarat karena Collateral, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Diterima
APP202601455,3671015609971455,UD Panjaitan Makmur,Sri Hidayat,Manufaktur,Pengolahan Makanan Ringan,Banten,Tangerang,KCP Tangerang BSD,Region 1,RM0024,Rita Tanjung,KCP Tangerang BSD,Junior RB,150000000,Ruko,4458696000,29.72,3.0,0.1181,0.1045,2.0,Tidak,23394915,13436297,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 3 bank,1.0,LTV agunan 2972% dari pinjaman,0.65,"Omset tumbuh +11.8% (2024→2025), margin laba 10.4%",0.516,"Saldo rata-rata 13.4x omset bulanan, saldo real-time 7.7x omset bulanan",0.765,Layak,Hijau,KMK,150000000,12,9.5,"Layak karena seluruh komponen (Character 0.75, Financial 0.65, Collateral 1.00, Cashflow 0.52) berada di zona aman.",Layak karena,Diterima
APP202601456,3671016406751456,CV Halim Mandiri,Desi Santoso,Jasa,Laundry,Banten,Tangerang,KCP Bogor Baranangsiang,Region 4,RM0017,Sutrisno Suryadi,KCP Bogor Baranangsiang,Senior RB,750000000,Ruko,8740206000,11.65,3.0,-0.112,0.155,1.0,Tidak,20936544,26509052,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 1165% dari pinjaman,0.633,"Omset menurun -11.2% (2024→2025), margin laba 15.5%",0.976,"Saldo rata-rata 18.3x omset bulanan, saldo real-time 23.2x omset bulanan",0.898,Layak,Hijau,KI,750000000,36,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.63, Collateral 1.00, Cashflow 0.98) berada di zona aman.",Layak karena,Diterima
APP202601457,3671010508951457,UD Simanjuntak Abadi,Eko Susanto,Transportasi,Ekspedisi Kecil,Banten,Tangerang,KCP Tebet,Region 1,RM0001,Ani Tanjung,KCP Tebet,Junior RB,100000000,Rumah,11482831000,114.83,3.0,0.2382,0.1033,3.0,Tidak,9795573,10246070,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 2 bank,1.0,LTV agunan 11483% dari pinjaman,0.718,"Omset tumbuh +23.8% (2024→2025), margin laba 10.3%",0.276,"Saldo rata-rata 7.7x omset bulanan, saldo real-time 8.0x omset bulanan, overdraft 1x dalam 6 bulan",0.645,Layak Bersyarat,Kuning,KMK,100000000,12,12.0,"Layak bersyarat karena Character, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Diterima
APP202601458,3671011508951458,PT Handoko Makmur,Eko Firmansyah,Transportasi,Ekspedisi Kecil,Banten,Tangerang,KCP Cikini,Region 2,RM0025,Wahyu Susanto,KCP Cikini,Junior RB,1000000000,Ruko,1293134000,1.29,3.0,0.034,0.056,3.0,Ya,9305600,16214446,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 1 bank,0.86,LTV agunan 129% dari pinjaman,0.47,"Omset tumbuh +3.4% (2024→2025), margin laba 5.6%",0.544,"Saldo rata-rata 8.5x omset bulanan, saldo real-time 14.8x omset bulanan",,Tidak Layak,Merah,-,0,0,,Tidak layak karena nasabah terdaftar di Daftar Hitam Nasional (Tunggakan kredit >90 hari di bank lain).,Tidak layak karena,Ditolak
APP202601459,3275011707681459,PT Rahman Makmur,Budi Pratama,Jasa,Laundry,Jawa Barat,Bekasi,KCP Tebet,Region 1,RM0004,Rita Halim,KCP Tebet,Junior RB,750000000,Gudang,1604922000,2.14,3.0,0.3936,0.1527,1.0,Tidak,27845715,43280834,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 214% dari pinjaman,0.936,"Omset tumbuh +39.4% (2024→2025), margin laba 15.3%",0.71,"Saldo rata-rata 11.8x omset bulanan, saldo real-time 18.3x omset bulanan",0.947,Layak,Hijau,KI,750000000,36,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.94, Collateral 1.00, Cashflow 0.71) berada di zona aman.",Layak karena,Diterima
APP202601460,3275016608841460,PT Simanjuntak Sejahtera,Sari Simanjuntak,Pertanian,Peternakan Ayam,Jawa Barat,Bekasi,KCP Kelapa Gading,Region 2,RM0007,Wati Lubis,KCP Kelapa Gading,Junior RB,200000000,Ruko,2732882000,13.66,3.0,0.0355,0.0741,1.0,Tidak,9879129,11719016,True,1.0,Kolektibilitas terburuk: Lancar di 3 bank,1.0,LTV agunan 1366% dari pinjaman,0.519,"Omset tumbuh +3.5% (2024→2025), margin laba 7.4%",0.509,"Saldo rata-rata 9.8x omset bulanan, saldo real-time 11.6x omset bulanan",0.807,Layak,Hijau,KI,200000000,36,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.52, Collateral 1.00, Cashflow 0.51) berada di zona aman.",Layak karena,Diterima
APP202601461,3671015911931461,PT Panjaitan Sejahtera,Lina Panjaitan,Manufaktur,Furniture,Banten,Tangerang,KCP Kelapa Gading,Region 3,RM0006,Budi Suryadi,KCP Kelapa Gading,Senior RB,300000000,Tanah,1830354000,6.1,3.0,0.3732,0.0603,4.0,Tidak,91513126,38976559,True,0.2,Kolektibilitas terburuk: Diragukan di 1 bank,1.0,LTV agunan 610% dari pinjaman,0.685,"Omset tumbuh +37.3% (2024→2025), margin laba 6.0%",0.708,"Saldo rata-rata 22.3x omset bulanan, saldo real-time 9.5x omset bulanan",0.6,Layak Bersyarat,Kuning,KI,300000000,36,12.0,Layak bersyarat karena Character — disarankan tambahan agunan/penjamin atau plafon diturunkan.,Layak bersyarat karena,Diterima
APP202601462,3171015512951462,UD Handoko Abadi,Tri Panjaitan,Pertanian,Peternakan Ayam,DKI Jakarta,Jakarta Pusat,KCP Cibubur,Region 4,RM0038,Ani Firmansyah,KCP Cibubur,Senior RB,75000000,Tanah,2035017000,27.13,3.0,-0.0754,0.1242,1.0,Tidak,6954936,373190,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 2713% dari pinjaman,0.586,"Omset menurun -7.5% (2024→2025), margin laba 12.4%",0.0,"Saldo rata-rata 9.6x omset bulanan, saldo real-time 0.5x omset bulanan, overdraft 3x dalam 6 bulan, memiliki rekening dormant",0.772,Layak,Hijau,KMK,75000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601463,3671015302931463,PT Simanjuntak Mandiri,Rina Kurniawan,Perdagangan,Toko Alat Tulis,Banten,Tangerang,KCP Bogor Baranangsiang,Region 3,RM0019,Maya Lubis,KCP Bogor Baranangsiang,Senior RB,300000000,Ruko,6000429000,20.0,3.0,0.3243,0.1541,0.0,Tidak,17088844,9552313,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 2000% dari pinjaman,0.895,"Omset tumbuh +32.4% (2024→2025), margin laba 15.4%",0.378,"Saldo rata-rata 9.9x omset bulanan, saldo real-time 5.5x omset bulanan",0.764,Layak,Hijau,KI,300000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601464,3671012907711464,PT Simanjuntak Makmur,Krisna Halim,Kuliner,Bakery,Banten,Tangerang,KCP Kemang,Region 4,RM0030,Doni Simanjuntak,KCP Kemang,Junior RB,200000000,Ruko,3482260000,17.41,3.0,-0.2435,0.1583,0.0,Tidak,2926687,3000274,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 1741% dari pinjaman,0.554,"Omset menurun -24.3% (2024→2025), margin laba 15.8%",0.15,"Saldo rata-rata 3.1x omset bulanan, saldo real-time 3.2x omset bulanan",0.647,Layak Bersyarat,Kuning,KI,200000000,36,12.0,Layak bersyarat karena Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.,Layak bersyarat karena,Diterima
APP202601465,3275012204681465,PT Lubis Jaya,Slamet Siregar,Manufaktur,Furniture,Jawa Barat,Bekasi,KCP Cibubur,Region 4,RM0037,Andi Situmorang,KCP Cibubur,Junior RB,750000000,Ruko,3770284000,5.03,3.0,0.7073,0.12,1.0,Tidak,101540434,100186094,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 503% dari pinjaman,0.92,"Omset tumbuh +70.7% (2024→2025), margin laba 12.0%",1.0,"Saldo rata-rata 24.5x omset bulanan, saldo real-time 24.2x omset bulanan",0.968,Layak,Hijau,KI,750000000,36,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.92, Collateral 1.00, Cashflow 1.00) berada di zona aman.",Layak karena,Diterima
APP202601466,3171015509941466,PT Nugroho Jaya,Lina Lubis,Perdagangan,Distributor Bahan Bangunan,DKI Jakarta,Jakarta Pusat,KCP Tangerang BSD,Region 1,RM0023,Anton Saputra,KCP Tangerang BSD,Junior RB,1000000000,Ruko,2942312000,2.94,3.0,-0.1368,0.0724,1.0,Tidak,7414220,12249402,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 294% dari pinjaman,0.411,"Omset menurun -13.7% (2024→2025), margin laba 7.2%",0.271,"Saldo rata-rata 4.4x omset bulanan, saldo real-time 7.2x omset bulanan",0.772,Layak,Hijau,KI,1000000000,36,9.5,"Layak tapi Financial, Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.",Layak tapi,Diterima
APP202601467,3276016912791467,PT Santoso Sejahtera,Wati Suryadi,Kuliner,Restoran,Jawa Barat,Depok,KCP Cikini,Region 1,RM0027,Sari Setiawan,KCP Cikini,Senior RB,1000000000,Ruko,1241944000,1.24,3.0,0.5334,0.2142,3.0,Tidak,5095918,6537412,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 2 bank,0.827,LTV agunan 124% dari pinjaman,1.0,"Omset tumbuh +53.3% (2024→2025), margin laba 21.4%",0.147,"Saldo rata-rata 2.7x omset bulanan, saldo real-time 3.5x omset bulanan",0.672,Layak Bersyarat,Kuning,KI,869360800,36,12.0,"Layak bersyarat karena Character, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Diterima
APP202601468,3173016803731468,UD Santoso Makmur,Ratna Firmansyah,Jasa,Bengkel,DKI Jakarta,Jakarta Barat,KCP Pluit,Region 1,RM0033,Yudi Rahman,KCP Pluit,Senior RB,75000000,Ruko,18533110000,247.11,3.0,-0.135,0.1772,5.0,Ya,20207662,11255569,True,0.0,Kolektibilitas terburuk: Macet di 3 bank — riwayat Macet ditemukan,1.0,LTV agunan 24711% dari pinjaman,0.619,"Omset menurun -13.5% (2024→2025), margin laba 17.7%",0.717,"Saldo rata-rata 18.8x omset bulanan, saldo real-time 10.4x omset bulanan",,Tidak Layak,Merah,-,0,0,,Tidak layak karena nasabah terdaftar di Daftar Hitam Nasional (Kredit macet yang belum diselesaikan).,Tidak layak karena,Ditolak
APP202601469,3271012605031469,CV Lubis Jaya,Fajar Nugroho,Pertanian,Peternakan Ayam,Jawa Barat,Bogor,KCP Cibubur,Region 1,RM0038,Ani Firmansyah,KCP Cibubur,Senior RB,50000000,Ruko,1873726000,37.47,1.71,0.0588,0.0421,3.0,Tidak,60881211,25447691,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 2 bank,1.0,LTV agunan 3747% dari pinjaman,0.448,"Omset tumbuh +5.9% (2024→2025), margin laba 4.2%",0.698,"Saldo rata-rata 21.6x omset bulanan, saldo real-time 9.0x omset bulanan",0.615,Layak Bersyarat,Kuning,KMK,50000000,12,12.0,"Layak bersyarat karena Character, Financial — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Ditolak
APP202601470,3671016411871470,UD Situmorang Makmur,Fitri Santoso,Kuliner,Katering,Banten,Tangerang,KCP Tebet,Region 1,RM0002,Krisna Permana,KCP Tebet,Senior RB,200000000,Ruko,4410721000,22.05,3.0,0.48,0.1088,1.0,Tidak,13077540,23189437,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,0.2,LTV agunan 2205% dari pinjaman — nama sertifikat TIDAK sesuai pemilik (butuh verifikasi manual),0.878,"Omset tumbuh +48.0% (2024→2025), margin laba 10.9%",0.699,"Saldo rata-rata 10.8x omset bulanan, saldo real-time 19.1x omset bulanan",0.763,Layak,Hijau,KI,200000000,36,9.5,Layak tapi Collateral tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601471,3671011908771471,CV Pratama Sejahtera,Yudi Setiawan,Jasa,Percetakan,Banten,Tangerang,KCP Cibubur,Region 1,RM0037,Andi Situmorang,KCP Cibubur,Junior RB,75000000,Rumah,15065607000,200.87,0.81,0.153,0.1092,5.0,Ya,90007846,69769679,True,0.0,Kolektibilitas terburuk: Macet di 1 bank — riwayat Macet ditemukan,1.0,LTV agunan 20087% dari pinjaman,0.683,"Omset tumbuh +15.3% (2024→2025), margin laba 10.9%",0.302,"Saldo rata-rata 10.5x omset bulanan, saldo real-time 8.1x omset bulanan, memiliki rekening dormant",,Tidak Layak,Merah,-,0,0,,Tidak layak karena nasabah terdaftar di Daftar Hitam Nasional (Tunggakan kredit >90 hari di bank lain).,Tidak layak karena,Ditolak
APP202601472,3671012512781472,CV Saputra Makmur,Hendra Siregar,Kuliner,Katering,Banten,Tangerang,KCP Bekasi Barat,Region 2,RM0012,Ika Tanjung,KCP Bekasi Barat,Junior RB,100000000,Ruko,11898504000,118.99,3.0,0.0408,0.0979,2.0,Tidak,9228478,16189253,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 3 bank,1.0,LTV agunan 11899% dari pinjaman,0.586,"Omset tumbuh +4.1% (2024→2025), margin laba 9.8%",0.274,"Saldo rata-rata 4.2x omset bulanan, saldo real-time 7.5x omset bulanan",0.72,Layak,Hijau,KMK,100000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601473,3276012706681473,PT Wibowo Abadi,Hadi Halim,Transportasi,Ekspedisi Kecil,Jawa Barat,Depok,KCP Cikini,Region 2,RM0025,Wahyu Susanto,KCP Cikini,Junior RB,200000000,Rumah,6616219000,33.08,3.0,-0.0458,0.0674,0.0,Tidak,1679909,2673777,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 3308% dari pinjaman,0.452,"Omset menurun -4.6% (2024→2025), margin laba 6.7%",0.438,"Saldo rata-rata 7.2x omset bulanan, saldo real-time 11.4x omset bulanan",0.647,Layak Bersyarat,Kuning,KI,200000000,36,12.0,"Layak bersyarat karena Financial, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Diterima
APP202601474,3171010601971474,UD Situmorang Mandiri,Yudi Halim,Perdagangan,Grosir Pakaian,DKI Jakarta,Jakarta Pusat,KCP Tangerang BSD,Region 3,RM0023,Anton Saputra,KCP Tangerang BSD,Junior RB,50000000,Gudang,3255178000,65.1,3.0,0.017,0.1812,1.0,Tidak,18731324,13870621,True,1.0,Kolektibilitas terburuk: Lancar di 3 bank,1.0,LTV agunan 6510% dari pinjaman,0.71,"Omset stagnan +1.7% (2024→2025), margin laba 18.1%",0.37,"Saldo rata-rata 12.3x omset bulanan, saldo real-time 9.1x omset bulanan, memiliki rekening dormant",0.857,Layak,Hijau,KMK,50000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601475,3172011209901475,CV Panjaitan Jaya,Rudi Kusuma,Jasa,Bengkel,DKI Jakarta,Jakarta Utara,KCP Depok Margonda,Region 2,RM0014,Ani Nugroho,KCP Depok Margonda,Junior RB,750000000,Ruko,4414597000,5.89,3.0,-0.1484,0.1539,2.0,Tidak,28984742,3209001,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 2 bank,1.0,LTV agunan 589% dari pinjaman,0.611,"Omset menurun -14.8% (2024→2025), margin laba 15.4%",0.337,"Saldo rata-rata 17.1x omset bulanan, saldo real-time 1.9x omset bulanan, memiliki rekening dormant",0.741,Layak,Hijau,KI,750000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601476,3271014709891476,CV Suryadi Mandiri,Yuni Rahman,Perdagangan,Grosir Pakaian,Jawa Barat,Bogor,KCP Cibubur,Region 2,RM0038,Ani Firmansyah,KCP Cibubur,Senior RB,150000000,Rumah,3905797000,26.04,3.0,0.3453,0.1316,2.0,Tidak,21881332,20255052,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 2 bank,1.0,LTV agunan 2604% dari pinjaman,0.858,"Omset tumbuh +34.5% (2024→2025), margin laba 13.2%",0.44,"Saldo rata-rata 9.5x omset bulanan, saldo real-time 8.8x omset bulanan",0.813,Layak,Hijau,KMK,150000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601477,3174017008981477,UD Setiawan Mandiri,Dian Kusuma,Jasa,Percetakan,DKI Jakarta,Jakarta Selatan,KCP Kelapa Gading,Region 3,RM0007,Wati Lubis,KCP Kelapa Gading,Junior RB,1000000000,Gudang,1069773000,1.07,3.0,0.1005,0.101,1.0,Tidak,2785850,1206557,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,0.713,LTV agunan 107% dari pinjaman,0.63,"Omset tumbuh +10.1% (2024→2025), margin laba 10.1%",0.426,"Saldo rata-rata 12.0x omset bulanan, saldo real-time 5.2x omset bulanan",0.785,Layak,Hijau,KI,748841100,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202601478,3276011901011478,CV Halim Makmur,Dimas Siregar,Jasa,Jasa Konstruksi Kecil,Jawa Barat,Depok,KCP Depok Margonda,Region 2,RM0015,Desi Wijaya,KCP Depok Margonda,Junior RB,300000000,Rumah,3475185000,11.58,3.0,-0.2136,0.1149,5.0,Ya,6948576,1136044,True,0.0,Kolektibilitas terburuk: Macet di 2 bank — riwayat Macet ditemukan,1.0,LTV agunan 1158% dari pinjaman,0.478,"Omset menurun -21.4% (2024→2025), margin laba 11.5%",0.034,"Saldo rata-rata 9.6x omset bulanan, saldo real-time 1.6x omset bulanan, overdraft 1x dalam 6 bulan, memiliki rekening dormant",,Tidak Layak,Merah,-,0,0,,Tidak layak karena nasabah terdaftar di Daftar Hitam Nasional (Cek/giro kosong berulang).,Tidak layak karena,Ditolak
APP202601479,3172010408741479,UD Santoso Makmur,Budi Wijaya,Manufaktur,Furniture,DKI Jakarta,Jakarta Utara,KCP Cikini,Region 3,RM0027,Sari Setiawan,KCP Cikini,Senior RB,1000000000,Tanah,6737907000,6.74,3.0,0.2844,0.1024,1.0,Tidak,31589053,46833766,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 674% dari pinjaman,0.744,"Omset tumbuh +28.4% (2024→2025), margin laba 10.2%",0.798,"Saldo rata-rata 13.6x omset bulanan, saldo real-time 20.2x omset bulanan",0.904,Layak,Hijau,KI,1000000000,36,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.74, Collateral 1.00, Cashflow 0.80) berada di zona aman.",Layak karena,Diterima
APP202601480,3674014407771480,UD Susanto Makmur,Rina Firmansyah,Kuliner,Restoran,Jawa Barat,Tangerang Selatan,KCP Bekasi Barat,Region 2,RM0012,Ika Tanjung,KCP Bekasi Barat,Junior RB,300000000,Ruko,1856681000,6.19,3.0,-0.2691,0.1432,1.0,Tidak,29787371,28809587,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 619% dari pinjaman,0.52,"Omset menurun -26.9% (2024→2025), margin laba 14.3%",0.671,"Saldo rata-rata 14.2x omset bulanan, saldo real-time 13.7x omset bulanan",0.831,Layak,Hijau,KI,300000000,36,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.52, Collateral 1.00, Cashflow 0.67) berada di zona aman.",Layak karena,Diterima
APP202601481,3671010201981481,UD Santoso Jaya,Anton Santoso,Jasa,Percetakan,Banten,Tangerang,KCP Kelapa Gading,Region 1,RM0007,Wati Lubis,KCP Kelapa Gading,Junior RB,200000000,Rumah,1724088000,8.62,3.0,0.0178,0.1633,0.0,Tidak,8451201,13105670,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 862% dari pinjaman,0.711,"Omset stagnan +1.8% (2024→2025), margin laba 16.3%",0.383,"Saldo rata-rata 6.4x omset bulanan, saldo real-time 9.9x omset bulanan",0.718,Layak,Hijau,KI,200000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
