rm_id,n_nasabah,n_diterima,avg_eligibility_score,std_eligibility_score,total_loan_requested,total_approved_credit,dominant_industry,dominant_sub_industry,dominant_region,n_industry,n_sub_industry,n_region,approval_rate,rm_name,branch_name,region,jabatan,level,kapasitas_max_nasabah,join_date,rm_label,cluster_id,jaccard_strength,value_centrality_credit
RM0166,15,15,0.7226,0.11187416400326115,3675000000,3675000000.0,Manufaktur,Furniture,Region 2,5,9,4,1.0,Fauzi Siregar,KCP Bintaro,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,17,2023-02-26,Fauzi Siregar,2,0.07563938283967718,275100000000.0
RM0167,17,16,0.6995294117647058,0.11677174189795386,5575000000,5500000000.0,Jasa,Laundry,Region 1,6,12,4,0.9411764705882353,Lestari Firmansyah,KCP Bintaro,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,20,2022-08-12,Lestari Firmansyah,2,0.09274177337149878,415525000000.0
RM0168,15,12,0.6704666666666667,0.14945418154388448,4525000000,3675000000.0,Transportasi,Peternakan Ayam,Region 1,6,10,4,0.8,Rina Tanjung,KCP Bintaro,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,16,2015-04-26,Rina Tanjung,0,0.09832523865574049,315350000000.0
RM0169,15,15,0.7260000000000001,0.06173445437632744,7675000000,7675000000.0,Manufaktur,Rental Kendaraan,Region 2,5,8,4,1.0,Dedi Saputra,KCP Bintaro,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,17,2018-02-04,Dedi Saputra (RM0169),0,0.10903712896779612,523875000000.0
RM0170,20,19,0.65835,0.12891256726944816,9750000000,9550000000.0,Jasa,Jasa Konstruksi Kecil,Region 1,6,13,4,0.95,Rian Suryadi,KCP Bintaro,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,23,2024-03-18,Rian Suryadi,3,0.0919049933968612,523850000000.0
RM0171,12,10,0.6686666666666666,0.1295582237194279,2775000000,2400000000.0,Jasa,Percetakan,Region 3,6,10,4,0.8333333333333334,Kartika Setiawan,KCP Bintaro,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,15,2015-10-12,Kartika Setiawan (RM0171),2,0.08534864750602401,214475000000.0
RM0172,16,13,0.6748125,0.13683918481195362,4475000000,3250000000.0,Manufaktur,Warung Makan,Region 3,5,12,4,0.8125,Fitri Simanjuntak,KCP Serpong,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,19,2016-05-20,Fitri Simanjuntak,2,0.09082164207288884,299325000000.0
RM0173,5,4,0.6674,0.09914030461926167,2450000000,1700000000.0,Kuliner,Restoran,Region 3,3,3,3,0.8,Slamet Santoso,KCP Serpong,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,5,2024-02-22,Slamet Santoso,2,0.06171606749797594,141175000000.0
RM0174,6,5,0.6403333333333333,0.12503386208010478,1625000000,1575000000.0,Manufaktur,Laundry,Region 3,4,5,4,0.8333333333333334,Rudi Firmansyah,KCP Serpong,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,11,2025-11-21,Rudi Firmansyah (RM0174),1,0.05386723762803465,121175000000.0
RM0175,12,8,0.6418333333333334,0.1410852954990725,4225000000,2675000000.0,Jasa,Peternakan Ayam,Region 2,5,9,3,0.6666666666666666,Putri Kusuma,KCP Serpong,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,15,2021-10-25,Putri Kusuma,2,0.07854472643985773,238025000000.0
RM0176,15,13,0.6885333333333333,0.08723520477640292,4175000000,4025000000.0,Pertanian,Peternakan Ayam,Region 3,6,11,4,0.8666666666666667,Hadi Simanjuntak,KCP Serpong,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,17,2017-06-20,Hadi Simanjuntak,0,0.09749985747913081,334000000000.0
RM0177,7,6,0.6527142857142857,0.07987639260280907,3075000000,2325000000.0,Kuliner,Bakery,Region 1,4,6,3,0.8571428571428571,Ani Setiawan,KCP Rawamangun,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,8,2019-03-25,Ani Setiawan (RM0177),1,0.048592879855486326,145800000000.0
RM0178,16,16,0.6951875,0.07681164733727994,7925000000,7925000000.0,Transportasi,Ekspedisi Kecil,Region 3,6,9,4,1.0,Hendra Lubis,KCP Rawamangun,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,17,2019-10-05,Hendra Lubis,2,0.09809055020689371,521000000000.0
RM0179,11,10,0.6541818181818182,0.12273208071390149,3725000000,3575000000.0,Transportasi,Ekspedisi Kecil,Region 3,5,7,4,0.9090909090909091,Tri Santoso,KCP Rawamangun,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,12,2023-03-02,Tri Santoso,1,0.08144774762004828,277400000000.0
RM0180,12,9,0.6629166666666667,0.12239092237085183,5175000000,4275000000.0,Perdagangan,Toko Sembako,Region 3,4,8,4,0.75,Indah Suryadi,KCP Rawamangun,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,15,2017-03-13,Indah Suryadi,3,0.07431037044977025,251075000000.0
RM0181,12,10,0.71625,0.1037690836775228,2775000000,2375000000.0,Manufaktur,Furniture,Region 4,6,7,4,0.8333333333333334,Putri Pratama,KCP Rawamangun,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,12,2020-07-14,Putri Pratama,1,0.08293555212313364,226850000000.0
RM0182,12,11,0.6993333333333333,0.11185976068544963,4000000000,3250000000.0,Kuliner,Restoran,Region 3,5,10,4,0.9166666666666666,Kartika Pratama,KCP Rawamangun,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,12,2020-12-04,Kartika Pratama,3,0.07121816382192371,218750000000.0
RM0183,16,15,0.700375,0.10415301243843117,3950000000,3875000000.0,Manufaktur,Konveksi,Region 2,6,11,4,0.9375,Irfan Susanto,KCP Rawamangun,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,18,2021-01-02,Irfan Susanto,0,0.09113834281846012,291100000000.0
RM0184,6,5,0.596,0.16280049139974978,1675000000,1600000000.0,Kuliner,Furniture,Region 3,5,6,3,0.8333333333333334,Anggi Situmorang,KCP Rawamangun,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,6,2022-05-17,Anggi Situmorang,1,0.0473382741174917,113575000000.0
RM0185,12,10,0.6725833333333333,0.17498231512373075,3325000000,3075000000.0,Kuliner,Rental Kendaraan,Region 4,5,8,4,0.8333333333333334,Sutrisno Wijaya,KCP Cawang,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,17,2018-04-24,Sutrisno Wijaya,3,0.07754712050559073,233375000000.0
RM0186,12,10,0.6793333333333332,0.118264982393801,2950000000,2800000000.0,Kuliner,Restoran,Region 2,6,10,4,0.8333333333333334,Lestari Wibowo,KCP Cawang,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,14,2016-05-11,Lestari Wibowo,3,0.08578834165221227,238850000000.0
RM0187,9,7,0.6571111111111111,0.15572126094760183,3700000000,3575000000.0,Manufaktur,Konveksi,Region 2,4,7,4,0.7777777777777778,Doni Panjaitan,KCP Cawang,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,13,2022-08-21,Doni Panjaitan (RM0187),3,0.07288029033953392,245975000000.0
RM0188,9,6,0.6428888888888888,0.10908419276463069,1700000000,650000000.0,Pertanian,Distributor Hasil Tani,Region 1,5,6,4,0.6666666666666666,Lina Simanjuntak,KCP Cawang,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,10,2024-10-17,Lina Simanjuntak,0,0.07840504723608879,138350000000.0
RM0189,13,13,0.7259230769230769,0.06855589147848824,6050000000,6050000000.0,Manufaktur,Pengolahan Makanan Ringan,Region 1,6,10,4,1.0,Dewi Handoko,KCP Jatinegara,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,18,2023-04-17,Dewi Handoko,2,0.08452552438069312,395725000000.0
RM0190,10,7,0.6302,0.13803526119558487,3775000000,2600000000.0,Pertanian,Rental Kendaraan,Region 2,5,7,4,0.7,Retno Siregar,KCP Jatinegara,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,13,2023-02-15,Retno Siregar,0,0.07657756566614002,228750000000.0
RM0191,6,4,0.5628333333333333,0.17232575740923547,1850000000,1250000000.0,Transportasi,Rental Kendaraan,Region 1,4,4,4,0.6666666666666666,Dedi Siregar,KCP Jatinegara,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,9,2022-10-01,Dedi Siregar,3,0.06064796963614868,104700000000.0
RM0192,3,3,0.7396666666666666,0.06539367961304313,1000000000,1000000000.0,Kuliner,Warung Makan,Region 3,2,3,2,1.0,Sari Lubis,KCP Jatinegara,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,5,2023-12-02,Sari Lubis,2,0.0314124176939728,70625000000.0
RM0193,14,13,0.6800714285714285,0.1309647423403098,5900000000,5150000000.0,Pertanian,Distributor Hasil Tani,Region 1,5,9,4,0.9285714285714286,Siti Wibowo,KCP Jatinegara,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,17,2016-06-09,Siti Wibowo,2,0.08636755122147287,349600000000.0
RM0194,12,11,0.68675,0.0874124237061404,5025000000,4025000000.0,Pertanian,Distributor Hasil Tani,Region 2,6,9,4,0.9166666666666666,Iwan Pratama,KCP Jatinegara,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,14,2025-08-10,Iwan Pratama,0,0.08291935720685915,297650000000.0
RM0195,6,6,0.7155,0.03487549282805906,2800000000,2800000000.0,Jasa,Bengkel,Region 4,5,6,2,1.0,Krisna Lubis,KCP Jatinegara,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,7,2017-02-18,Krisna Lubis,2,0.05954679727044519,195300000000.0
RM0196,7,5,0.6102857142857143,0.16189061562848983,1025000000,850000000.0,Kuliner,Warung Makan,Region 3,4,6,4,0.7142857142857143,Bambang Panjaitan,KCP Kramat Jati,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,9,2018-06-27,Bambang Panjaitan,0,0.07167501066041598,133650000000.0
RM0197,15,12,0.6590666666666667,0.13229969585682927,5500000000,4100000000.0,Manufaktur,Furniture,Region 2,6,9,4,0.8,Ika Nugroho,KCP Kramat Jati,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,20,2024-07-15,Ika Nugroho,0,0.0893852605667653,317825000000.0
RM0198,21,21,0.7084285714285714,0.06575604263379253,5400000000,5400000000.0,Perdagangan,Restoran,Region 1,6,13,4,1.0,Bambang Rahman,KCP Kramat Jati,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,25,2023-01-28,Bambang Rahman,1,0.08966057187689531,396275000000.0
RM0199,6,4,0.6366666666666667,0.2258642660242356,1275000000,225000000.0,Kuliner,Rental Kendaraan,Region 3,4,5,2,0.6666666666666666,Bambang Permana,KCP Kramat Jati,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,6,2025-12-05,Bambang Permana,2,0.05398117521065527,70800000000.0
RM0200,16,13,0.6695,0.1484825466735625,3875000000,2975000000.0,Manufaktur,Pengolahan Makanan Ringan,Region 4,6,11,4,0.8125,Bambang Santoso,KCP Pulo Gadung,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,17,2024-03-22,Bambang Santoso,1,0.08221094839668139,260025000000.0
RM0201,7,7,0.6767142857142857,0.07242401601152824,3500000000,3500000000.0,Kuliner,Restoran,Region 1,4,6,4,1.0,Dewi Pratama,KCP Pulo Gadung,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,7,2018-09-11,Dewi Pratama,3,0.06206006030881513,227525000000.0
RM0202,14,12,0.6853571428571429,0.10325890324277659,3950000000,3400000000.0,Pertanian,Laundry,Region 1,6,10,4,0.8571428571428571,Rizky Tanjung,KCP Pulo Gadung,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,18,2022-11-26,Rizky Tanjung,2,0.08699966234890281,273250000000.0
RM0203,22,21,0.7295454545454546,0.07501347642271786,8175000000,7175000000.0,Jasa,Percetakan,Region 3,6,11,4,0.9545454545454546,Dian Suryadi,KCP Pulo Gadung,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,24,2021-08-19,Dian Suryadi (RM0203),2,0.11349617566505905,556925000000.0
RM0204,20,18,0.68435,0.11011155826323543,6000000000,5850000000.0,Perdagangan,Jasa Konstruksi Kecil,Region 3,6,13,4,0.9,Rizky Pratama,KC Bekasi,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,24,2015-10-16,Rizky Pratama,3,0.08625343328823365,387525000000.0
RM0205,5,5,0.738,0.07834858007647613,3150000000,3150000000.0,Perdagangan,Grosir Pakaian,Region 2,4,4,3,1.0,Ratna Kusuma,KC Bekasi,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,5,2023-08-17,Ratna Kusuma,1,0.039371159263927445,129675000000.0
RM0206,14,13,0.6882857142857143,0.09219496780145915,2175000000,2025000000.0,Kuliner,Pengolahan Makanan Ringan,Region 4,6,9,4,0.9285714285714286,Putri Santoso,KC Bekasi,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,15,2017-01-13,Putri Santoso (RM0206),3,0.08467658189852044,222400000000.0
RM0207,10,8,0.6715,0.15406654406456974,1825000000,1475000000.0,Jasa,Bengkel,Region 1,6,7,4,0.8,Anggi Kurniawan,KCP Bekasi Timur,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,12,2025-02-21,Anggi Kurniawan,3,0.07414020744826987,159875000000.0
RM0208,10,10,0.6993,0.058596643817429205,2675000000,2675000000.0,Perdagangan,Distributor Hasil Tani,Region 3,5,9,4,1.0,Fauzi Rahman,KCP Bekasi Timur,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,12,2023-05-13,Fauzi Rahman (RM0208),2,0.06798830191250038,199475000000.0
RM0209,9,8,0.7171111111111111,0.10596632064534048,1350000000,1275000000.0,Transportasi,Rental Kendaraan,Region 2,4,7,4,0.8888888888888888,Anton Kurniawan,KCP Bekasi Timur,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,12,2017-12-24,Anton Kurniawan,1,0.058553075025647376,123025000000.0
RM0210,11,9,0.71,0.12885728539745045,3750000000,3550000000.0,Pertanian,Distributor Hasil Tani,Region 3,6,9,4,0.8181818181818182,Andi Lubis,KCP Bekasi Timur,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,12,2023-01-11,Andi Lubis,2,0.07686445558496165,247375000000.0
RM0211,19,14,0.6337368421052632,0.1344225684198334,5425000000,4675000000.0,Kuliner,Ekspedisi Kecil,Region 4,6,13,4,0.7368421052631579,Eko Hutapea,KCP Cikarang,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,22,2016-12-06,Eko Hutapea,0,0.10122492237377108,367675000000.0
RM0212,11,8,0.6358181818181818,0.13448778247991017,2625000000,2175000000.0,Kuliner,Warung Makan,Region 2,4,9,4,0.7272727272727273,Sri Wijaya,KCP Cikarang,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,13,2022-10-18,Sri Wijaya (RM0212),0,0.08053518037574203,217175000000.0
RM0213,14,11,0.6445714285714287,0.14287849291010785,2825000000,2275000000.0,Transportasi,Ekspedisi Kecil,Region 4,5,11,4,0.7857142857142857,Eko Lubis,KCP Cikarang,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,18,2024-01-14,Eko Lubis,1,0.09413358917559916,247925000000.0
RM0214,10,7,0.6197,0.17773266441484528,3850000000,2050000000.0,Transportasi,Ekspedisi Kecil,Region 4,4,7,4,0.7,Doni Panjaitan,KCP Cikarang,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,15,2025-07-20,Doni Panjaitan (RM0214),2,0.08452708319347828,194275000000.0
RM0215,17,15,0.6929411764705882,0.15184674452726804,6100000000,5050000000.0,Kuliner,Katering,Region 2,5,10,4,0.8823529411764706,Dimas Suryadi,KCP Cikarang,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,18,2023-05-18,Dimas Suryadi,0,0.08151111812046727,340450000000.0
RM0216,21,19,0.6840952380952381,0.13780526287551748,7125000000,6750000000.0,Manufaktur,Furniture,Region 1,5,13,4,0.9047619047619048,Lina Pratama,KCP Cikarang,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,23,2018-09-11,Lina Pratama,1,0.08744027506993376,401825000000.0
RM0217,10,9,0.6541,0.09409976974821282,4550000000,4050000000.0,Perdagangan,Distributor Hasil Tani,Region 4,6,9,4,0.9,Lina Wijaya,KCP Cikarang,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,12,2017-06-15,Lina Wijaya,0,0.0723546720661953,246125000000.0
RM0218,8,8,0.716,0.05580066563863091,1125000000,1125000000.0,Jasa,Bengkel,Region 1,5,8,3,1.0,Ani Setiawan,KCP Cikarang,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,11,2016-02-15,Ani Setiawan (RM0218),0,0.06558797684243049,143550000000.0
RM0219,10,9,0.6875,0.0955222487172492,3075000000,2925000000.0,Manufaktur,Laundry,Region 2,4,7,4,0.9,Ahmad Kusuma,KCP Jababeka,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,15,2024-11-08,Ahmad Kusuma,1,0.09113192242836977,256675000000.0
RM0220,4,2,0.558,0.21824298385056964,1325000000,1150000000.0,Transportasi,Ekspedisi Kecil,Region 3,3,4,3,0.5,Lina Halim,KCP Jababeka,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,5,2021-11-19,Lina Halim,0,0.04583257361537252,107050000000.0
RM0221,4,3,0.68325,0.179221232001122,1650000000,1575000000.0,Transportasi,Rental Kendaraan,Region 4,3,3,3,0.75,Ayu Kurniawan,KCP Jababeka,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,5,2018-07-10,Ayu Kurniawan,0,0.05763182218069891,121350000000.0
RM0222,5,2,0.5556,0.18396276797221767,1400000000,350000000.0,Kuliner,Katering,Region 1,3,5,2,0.4,Fajar Santoso,KC Bogor,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,6,2020-08-07,Fajar Santoso,2,0.04267517962146985,61625000000.0
RM0223,8,3,0.563125,0.13922585710174057,2800000000,1125000000.0,Kuliner,Katering,Region 1,5,8,3,0.375,Lestari Lubis,KC Bogor,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,8,2023-07-11,Lestari Lubis,1,0.06734103493880916,138425000000.0
RM0224,10,8,0.6702,0.1423101464329855,2625000000,2375000000.0,Pertanian,Peternakan Ayam,Region 1,6,9,4,0.8,Rina Siregar,KC Bogor,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,12,2017-06-25,Rina Siregar (RM0224),0,0.0830619473340292,219550000000.0
RM0225,12,11,0.713,0.09005957624110424,6700000000,5700000000.0,Manufaktur,Distributor Hasil Tani,Region 4,6,9,4,0.9166666666666666,Ayu Santoso,KC Bogor,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,14,2020-11-08,Ayu Santoso,3,0.07155710264721071,335950000000.0
RM0226,4,3,0.6855,0.11509561242723373,1575000000,575000000.0,Pertanian,Peternakan Ayam,Region 2,3,4,3,0.75,Kartika Gunawan,KC Bogor,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,6,2024-06-08,Kartika Gunawan,0,0.059300081742834625,84875000000.0
RM0227,12,12,0.7023333333333334,0.05959611539099651,2575000000,2575000000.0,Manufaktur,Rental Kendaraan,Region 4,6,9,4,1.0,Siti Nugroho,KCP Cibinong,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,14,2023-03-14,Siti Nugroho (RM0227),1,0.08708115953368908,250800000000.0
RM0228,8,6,0.6819999999999999,0.15216814008570537,3200000000,2750000000.0,Manufaktur,Pengolahan Makanan Ringan,Region 2,3,6,4,0.75,Putri Situmorang,KCP Cibinong,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,9,2019-09-02,Putri Situmorang,3,0.06048998873046649,173650000000.0
RM0229,19,17,0.6779473684210526,0.11932843271325226,6325000000,5175000000.0,Kuliner,Restoran,Region 3,5,10,4,0.8947368421052632,Bayu Handoko,KCP Cibinong,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,25,2016-12-02,Bayu Handoko,2,0.09277526119203275,377125000000.0
RM0230,12,10,0.6638333333333334,0.12270573323890359,3825000000,3375000000.0,Kuliner,Warung Makan,Region 4,5,9,4,0.8333333333333334,Krisna Saputra,KCP Cibinong,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,14,2018-12-15,Krisna Saputra (RM0230),3,0.08061057297104157,251200000000.0
RM0231,13,9,0.64,0.15614789997520512,5475000000,3300000000.0,Manufaktur,Pengolahan Makanan Ringan,Region 4,6,8,4,0.6923076923076923,Novi Rahman,KCP Cibinong,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,17,2025-09-25,Novi Rahman,1,0.07883028331970787,264200000000.0
RM0232,18,16,0.7086666666666667,0.11232620562712976,7450000000,7250000000.0,Kuliner,Toko Alat Tulis,Region 4,6,14,4,0.8888888888888888,Kartika Setiawan,KCP Cibinong,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,23,2023-08-09,Kartika Setiawan (RM0232),1,0.09766496774552237,421675000000.0
RM0233,13,11,0.6889230769230769,0.13523033531624326,7100000000,6850000000.0,Jasa,Distributor Bahan Bangunan,Region 1,5,12,4,0.8461538461538461,Joko Saputra,KCP Cibinong,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,21,2022-04-26,Joko Saputra,1,0.07822487724449582,371275000000.0
RM0234,10,8,0.6426999999999999,0.08269764204619137,3550000000,3375000000.0,Transportasi,Ekspedisi Kecil,Region 2,5,8,3,0.8,Bambang Wibowo,KCP Bogor Baru,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,13,2023-05-15,Bambang Wibowo,2,0.07482356484222993,258900000000.0
RM0235,11,8,0.6605454545454545,0.1695590538050762,3250000000,2775000000.0,Manufaktur,Pengolahan Makanan Ringan,Region 3,5,7,4,0.7272727272727273,Joko Panjaitan,KCP Bogor Baru,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,15,2015-07-15,Joko Panjaitan (RM0235),3,0.06524969956055766,181025000000.0
RM0236,21,19,0.7014761904761905,0.12008106388919906,7200000000,6300000000.0,Jasa,Percetakan,Region 3,6,12,4,0.9047619047619048,Desi Santoso,KCP Bogor Baru,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,23,2016-10-19,Desi Santoso (RM0236),1,0.09166793779268195,434375000000.0
RM0237,12,9,0.665,0.12101389852559762,5250000000,4925000000.0,Pertanian,Distributor Hasil Tani,Region 2,5,9,4,0.75,Rizky Panjaitan,KCP Bogor Baru,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,14,2022-12-01,Rizky Panjaitan,0,0.07650198662201972,309400000000.0
RM0238,10,7,0.631,0.12692429939841224,4475000000,2825000000.0,Pertanian,Peternakan Ayam,Region 1,5,5,4,0.7,Budi Suryadi,KCP Bogor Baru,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,11,2019-08-02,Budi Suryadi,0,0.09564388451874668,297925000000.0
RM0239,14,14,0.7161428571428571,0.08521814283432765,6875000000,6875000000.0,Kuliner,Katering,Region 1,6,10,4,1.0,Krisna Santoso,KCP Bogor Baru,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,15,2020-09-28,Krisna Santoso,2,0.08381582620779371,399000000000.0
RM0240,12,9,0.6465833333333334,0.15165658474649132,3675000000,3125000000.0,Manufaktur,Distributor Hasil Tani,Region 4,6,9,4,0.75,Suryani Wibowo,KCP Dramaga,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,17,2022-04-13,Suryani Wibowo,1,0.0827544208976707,247100000000.0
RM0241,6,5,0.69,0.10064392679143636,2100000000,1800000000.0,Kuliner,Restoran,Region 3,3,6,3,0.8333333333333334,Fitri Handoko,KCP Dramaga,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,7,2025-01-25,Fitri Handoko,0,0.05958398441423251,127475000000.0
RM0242,6,6,0.7308333333333333,0.07633457058677065,1575000000,1575000000.0,Perdagangan,Pengolahan Makanan Ringan,Region 1,3,4,3,1.0,Sri Wibowo,KCP Dramaga,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,8,2016-06-13,Sri Wibowo,3,0.04202684385790221,102300000000.0
RM0243,9,6,0.6196666666666667,0.1358933405285189,1700000000,850000000.0,Transportasi,Toko Sembako,Region 4,3,5,3,0.6666666666666666,Putri Wijaya,KCP Dramaga,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,12,2018-04-02,Putri Wijaya,1,0.06511673281009916,123975000000.0
RM0244,7,5,0.6584285714285715,0.21271017617316534,1725000000,1125000000.0,Kuliner,Rental Kendaraan,Region 3,4,7,3,0.7142857142857143,Dian Halim,KCP Dramaga,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,10,2025-05-28,Dian Halim (RM0244),2,0.06136991419876572,111700000000.0
RM0245,13,8,0.5782307692307692,0.1776828419057178,4125000000,2175000000.0,Jasa,Restoran,Region 2,6,8,4,0.6153846153846154,Rian Saputra,KCP Dramaga,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,17,2018-03-31,Rian Saputra (RM0245),0,0.08263842152168316,211725000000.0
RM0246,10,10,0.7247,0.0838093736470516,1775000000,1775000000.0,Perdagangan,Distributor Elektronik,Region 2,4,6,3,1.0,Gunawan Wijaya,KCP Depok Margonda,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,13,2021-04-12,Gunawan Wijaya (RM0246),0,0.06305171765764214,158150000000.0
RM0247,16,12,0.6623125,0.14779522714440635,5050000000,2700000000.0,Manufaktur,Konveksi,Region 4,6,11,4,0.75,Melati Kusuma,KCP Depok Margonda,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,19,2017-06-22,Melati Kusuma,0,0.09200779632758242,282975000000.0
RM0248,16,12,0.624125,0.1308988795470254,7950000000,6400000000.0,Transportasi,Rental Kendaraan,Region 1,5,9,4,0.75,Kartika Saputra,KCP Depok Margonda,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,18,2018-07-20,Kartika Saputra,3,0.097928370837268,427425000000.0
RM0249,7,5,0.6284285714285714,0.20939027129808516,1650000000,1050000000.0,Pertanian,Peternakan Ayam,Region 2,6,6,3,0.7142857142857143,Fitri Siregar,KCP Depok Margonda,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,11,2025-12-25,Fitri Siregar,0,0.06821687184435556,131550000000.0
