application_id,NIK,cif_number,application_date,customer_type,company_name,legal_entity,owner_name,owner_gender,owner_age,owner_marital_status,owner_education,province,city,district,region,branch_name,industry,sub_industry,business_age_year,employee_count,monthly_turnover_est,transaction_frequency_monthly,loan_requested,jenis_kredit_diajukan,tenor_diajukan_bulan,tujuan_penggunaan_kredit,collateral_type,collateral_location,collateral_province,collateral_city,collateral_size_m2,collateral_market_value,collateral_liquidation_value,collateral_ratio,certificate_type,ownership_match,estimated_dsr,eligibility_score,label,rm_id,status_dhn,dhn_alasan,slik_n_loans,slik_worst_collectability,slik_n_banks,slik_total_outstanding,slik_total_installment_other,slik_avg_tenor_month,slik_has_macet,slik_has_credit_history,bank_n_accounts,bank_best_avg_balance_6m,bank_total_avg_credit,bank_total_avg_debit,bank_total_overdraft_6m,bank_current_balance_total,bank_best_current_balance,bank_any_dormant,net_profit_2024,net_profit_2025,operating_cashflow_2024,operating_cashflow_2025,revenue_2024,revenue_2025,total_asset_2024,total_asset_2025,total_liability_2024,total_liability_2025,revenue_growth_pct,profit_margin_2025,liability_to_asset_2025,agunan_kelurahan,land_area_m2,building_area_m2,nilai_tanah_per_m2,nilai_bangunan_per_m2,rm_name,rm_branch_name,rm_region,jabatan,level,kapasitas_max_nasabah,join_date,dsr_capped,is_female_owner,has_dhn_flag,bunga_persen_diajukan,cicilan_bulanan_pengajuan,loan_to_annual_revenue,kategori_tenor_diajukan,kategori_nominal_diajukan,flag_kur_di_luar_plafon
APP202601730,3671015901661730,CIF1001730,2025-01-04,UMKM,PT Pratama Makmur,PT,Nina Panjaitan,P,60,Cerai Mati,S2,Banten,Tangerang,Cengkareng,Region 4,KCP Daan Mogot,Jasa,Bengkel,6,12,1310017,192,300000000,KI,48,Pembelian peralatan/mesin usaha Bengkel,Ruko,"Kemiri Muka, Depok",Jawa Barat,Depok,138.8,980358000,784286400,3.27,SHM,Tidak,3.0,0.677,Diterima,RM0112,Tidak,Tidak Berlaku,2.0,2.0,2.0,189234142.0,16246864.0,36.0,0.0,1,2,23352429,1729085,1312092,1,24575558,18541864,0,2062599.0,2083746.0,2499623.0,1810621.0,13878866.0,15720211.0,16464216.0,18866383.0,7362122.0,11917292.0,0.1327,0.1326,0.6317,Kemiri Muka,92.2,46.6,8960000,3310000,Slamet Setiawan,KCP Daan Mogot,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,18,2025-06-01,3.0,1,0,10.0,8750000.0,19.084,Panjang (>36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202601731,3275015108721731,CIF1001731,2025-01-30,UMKM,CV Kurniawan Abadi,CV,Maya Situmorang,P,54,Belum Menikah,SMA/SMK,Jawa Barat,Bekasi,Sukmajaya,Region 2,KCP Depok Margonda,Kuliner,Bakery,17,67,1725915,121,50000000,KUR,36,Tambahan modal kerja usaha Bakery,Gudang,"Sukabumi Selatan, Jakarta Barat",DKI Jakarta,Jakarta Barat,256.2,3763578000,3010862400,75.27,HGB,Ya,0.95,0.709,Diterima,RM0247,Tidak,Tidak Berlaku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,46912040,3055008,2493017,0,56935915,48566786,0,1952020.0,2916845.0,2669715.0,2707634.0,17177420.0,20710989.0,29539977.0,37129457.0,13645878.0,10856890.0,0.2057,0.1408,0.2924,Sukabumi Selatan,158.2,98.0,20290000,5650000,Melati Kusuma,KCP Depok Margonda,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,19,2017-06-22,0.95,1,0,6.0,1638889.0,2.414,Menengah (13-36 bln),<=50jt (KUR Mikro),0
APP202601732,3271010507011732,CIF1001732,2025-12-12,UMKM,UD Panjaitan Makmur,CV,Doni Kurniawan,L,25,Belum Menikah,D3,Jawa Barat,Bogor,Sukmajaya,Region 4,KCP Kelapa Gading Bukit,Jasa,Percetakan,5,13,614025,171,50000000,KUR,18,Tambahan modal kerja usaha Percetakan,Ruko,"Cikini, Jakarta Pusat",DKI Jakarta,Jakarta Pusat,404.6,8385580000,6708464000,167.71,SHM,Ya,3.0,0.84,Diterima,RM0108,Tidak,Tidak Berlaku,1.0,1.0,1.0,52667875.0,6772233.0,12.0,0.0,1,1,6526803,521701,440240,0,3431289,3431289,0,509689.0,662763.0,705889.0,818536.0,5803725.0,7368303.0,7301215.0,14300825.0,3133163.0,8643688.0,0.2696,0.0899,0.6044,Cikini,184.0,220.6,38740000,5700000,Krisna Gunawan,KCP Kelapa Gading Bukit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,25,2015-04-27,3.0,0,0,6.0,3027778.0,6.786,Menengah (13-36 bln),<=50jt (KUR Mikro),0
APP202601733,3171011010721733,CIF1001733,2026-07-07,UMKM,CV Kurniawan Makmur,CV,Rudi Hidayat,L,54,Cerai Hidup,S1,DKI Jakarta,Jakarta Pusat,Kramat Jati,Region 4,KCP Menteng Raya,Pertanian,Peternakan Ayam,19,65,2930556,166,300000000,KI,36,Pengembangan lahan/kandang usaha Peternakan Ayam,Ruko,"Paledang, Bogor",Jawa Barat,Bogor,330.5,1842225000,1473780000,6.14,SHM,Ya,3.0,0.732,Diterima,RM0048,Tidak,Tidak Berlaku,1.0,1.0,1.0,94866415.0,8812702.0,36.0,0.0,1,2,26607520,5718722,5381721,0,40030817,37032970,0,4753741.0,7581377.0,6109354.0,6957471.0,27067361.0,35166674.0,41719308.0,69303091.0,28189534.0,34206809.0,0.2992,0.2156,0.4936,Paledang,188.5,142.0,7370000,3190000,Indah Simanjuntak,KCP Menteng Raya,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,15,2018-04-11,3.0,0,0,10.0,10833333.0,8.531,Menengah (13-36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202601734,3172016009971734,CIF1001734,2025-12-17,UMKM,CV Simanjuntak Sejahtera,PT,Anggi Wijaya,P,29,Cerai Hidup,S2,DKI Jakarta,Jakarta Utara,Bekasi Timur,Region 2,KCP Tangerang Kota,Transportasi,Ekspedisi Kecil,8,23,2326373,152,100000000,KMK,24,Modal kerja operasional armada Ekspedisi Kecil,Rumah,"Duren Tiga, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,136.2,2738244000,2190595200,27.38,SHM,Ya,3.0,0.744,Diterima,RM0141,Tidak,Tidak Berlaku,1.0,1.0,1.0,177439297.0,18634202.0,12.0,0.0,1,1,5925273,1960134,1878773,0,10117994,10117994,0,1907594.0,2131634.0,2388805.0,1828765.0,26116320.0,27916480.0,44789956.0,50906118.0,27245380.0,31268830.0,0.0689,0.0764,0.6142,Duren Tiga,82.4,53.8,29170000,6220000,Suryani Situmorang,KCP Tangerang Kota,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,14,2025-05-06,3.0,1,0,11.0,5083333.0,3.582,Menengah (13-36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202601735,3171011104721735,CIF1001735,2025-08-21,UMKM,PT Hutapea Sejahtera,PT,Iwan Hidayat,L,54,Menikah,D3,DKI Jakarta,Jakarta Pusat,Kramat Jati,Region 3,KCP Cikarang,Perdagangan,Toko Alat Tulis,6,39,5950613,104,50000000,KMK,24,Modal kerja pembelian stok barang dagangan Toko Alat Tulis,Tanah,"Poris Plawad, Tangerang",Banten,Tangerang,285.8,1986310000,1589048000,39.73,SHM,Ya,3.0,0.741,Diterima,RM0213,Tidak,Tidak Berlaku,1.0,1.0,1.0,45359365.0,18304766.0,12.0,0.0,1,1,42830361,4175106,3381038,0,68602474,68602474,0,10169154.0,12644225.0,11658565.0,12542845.0,64679645.0,71407357.0,78256402.0,105667854.0,36406215.0,68315992.0,0.104,0.1771,0.6465,Poris Plawad,285.8,0.0,6950000,3020000,Eko Lubis,KCP Cikarang,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,18,2024-01-14,3.0,0,0,11.0,2541667.0,0.7,Menengah (13-36 bln),<=50jt (KUR Mikro),0
APP202601736,3671017006701736,CIF1001736,2026-01-04,UMKM,PT Panjaitan Mandiri,CV,Rita Panjaitan,P,56,Cerai Mati,D3,Banten,Tangerang,Bekasi Timur,Region 4,KCP Karawaci,Perdagangan,Toko Sembako,19,8,2178624,45,500000000,KMK,24,Modal kerja pembelian stok barang dagangan Toko Sembako,Tanah,"Kramat Jati, Jakarta Timur",DKI Jakarta,Jakarta Timur,163.8,2645370000,2116296000,5.29,HGB,Ya,3.0,0.801,Diterima,RM0146,Tidak,Tidak Berlaku,1.0,1.0,1.0,83589255.0,8568797.0,12.0,0.0,1,2,17446658,3023383,2676861,0,27882411,23967651,0,1616112.0,1901976.0,1480712.0,2521072.0,17332174.0,26143498.0,31140810.0,43380718.0,8648751.0,18227106.0,0.5084,0.0728,0.4202,Kramat Jati,163.8,0.0,16149999,4059999,Agus Rahman,KCP Karawaci,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,23,2020-12-07,3.0,1,0,11.0,25416667.0,19.125,Menengah (13-36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202601737,3671015407671737,CIF1001737,2026-05-29,UMKM,CV Tanjung Mandiri,PT,Suryani Simanjuntak,P,59,Cerai Mati,S2,Banten,Tangerang,Tebet,Region 1,KCP Pecenongan,Kuliner,Restoran,5,23,1427558,162,50000000,KMK,24,Modal kerja pembelian bahan baku harian usaha Restoran,Rumah,"Duren Tiga, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,127.3,2232437000,1785949600,44.65,SHM,Ya,3.0,0.67,Diterima,RM0057,Tidak,Tidak Berlaku,1.0,1.0,1.0,361400514.0,42880662.0,12.0,0.0,1,1,8207628,927507,796034,0,11945138,11945138,0,1142645.0,1259079.0,958443.0,1333876.0,18356393.0,17130699.0,25905470.0,28498793.0,5510016.0,7115546.0,-0.0668,0.0735,0.2497,Duren Tiga,65.4,61.9,28920000,5510000,Andi Hutapea,KCP Pecenongan,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,19,2021-03-09,3.0,1,0,11.0,2541667.0,2.919,Menengah (13-36 bln),<=50jt (KUR Mikro),0
APP202601738,3276015112671738,CIF1001738,2025-01-18,UMKM,CV Kusuma Sejahtera,CV,Rita Halim,P,59,Cerai Mati,S1,Jawa Barat,Depok,Sukmajaya,Region 4,KCP Melawai,Perdagangan,Grosir Pakaian,1,6,1177704,134,50000000,KUR,30,Tambahan modal kerja usaha Grosir Pakaian,Rumah,"Rawa Buntu, Tangerang Selatan",Jawa Barat,Tangerang Selatan,289.1,2683430000,2146744000,53.67,HGB,Ya,3.0,0.723,Diterima,RM0006,Tidak,Tidak Berlaku,1.0,2.0,1.0,213763471.0,15880817.0,36.0,0.0,1,1,3866197,776512,732916,0,3190235,3190235,0,2045334.0,1714705.0,2273017.0,2049024.0,14800584.0,14132452.0,27583149.0,19796594.0,8650718.0,11478420.0,-0.0451,0.1213,0.5798,Rawa Buntu,166.5,122.6,12840000,4450000,Wati Lubis,KCP Melawai,Kantor Wilayah Jakarta Senayan,Relationship Banking Officer,Junior RB,7,2023-02-26,3.0,1,0,6.0,1916667.0,3.538,Menengah (13-36 bln),<=50jt (KUR Mikro),0
APP202601739,3671015002731739,CIF1001739,2025-02-01,UMKM,UD Pratama Jaya,CV,Nina Saputra,P,53,Belum Menikah,SMA/SMK,Banten,Tangerang,Bekasi Timur,Region 3,KCP Kedoya,Kuliner,Restoran,14,9,1536817,197,200000000,KMK,18,Modal kerja pembelian bahan baku harian usaha Restoran,Rumah,"Mekarjaya, Depok",Jawa Barat,Depok,206.7,1172194000,937755200,5.86,SHM,Ya,3.0,0.63,Diterima,RM0123,Tidak,Tidak Berlaku,2.0,3.0,2.0,48582159.0,2888622.0,30.0,0.0,1,2,19808017,2254816,1695847,3,31667891,22444549,0,1308223.0,1997024.0,1350498.0,1969365.0,13677606.0,18441815.0,22249994.0,30968605.0,5184981.0,12924705.0,0.3483,0.1083,0.4173,Mekarjaya,93.2,113.5,8119999,3660000,Suryani Simanjuntak,KCP Kedoya,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,11,2015-06-16,3.0,1,0,11.0,12944444.0,10.845,Menengah (13-36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202601740,3674015604791740,CIF1001740,2025-10-13,UMKM,CV Wibowo Sejahtera,PT,Wulan Permana,P,47,Belum Menikah,D3,Jawa Barat,Tangerang Selatan,Bekasi Timur,Region 3,KCP Pulo Gadung,Transportasi,Rental Kendaraan,9,77,1075593,161,750000000,KI,48,Pembelian armada kendaraan tambahan usaha Rental Kendaraan,Rumah,"Paledang, Bogor",Jawa Barat,Bogor,202.7,1034430000,827544000,1.38,SHM,Ya,3.0,0.768,Diterima,RM0203,Tidak,Tidak Berlaku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,18438030,2200250,1838452,0,16845810,16179168,1,650523.0,757926.0,624089.0,608562.0,9841105.0,12907119.0,13006041.0,20564701.0,7886353.0,6982254.0,0.3116,0.0587,0.3395,Paledang,102.8,99.9,7050000,3100000,Dian Suryadi,KCP Pulo Gadung,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,24,2021-08-19,3.0,1,0,10.0,21875000.0,58.107,Panjang (>36 bln),>500jt (KMK/KI saja),0
APP202601741,3275011402851741,CIF1001741,2026-07-10,UMKM,PT Handoko Sejahtera,UD,Bayu Simanjuntak,L,41,Cerai Hidup,S1,Jawa Barat,Bekasi,Serpong,Region 2,KCP Fatmawati,Jasa,Bengkel,10,47,3312238,174,75000000,KMK,12,Modal kerja operasional usaha Bengkel,Rumah,"Kramat Jati, Jakarta Timur",DKI Jakarta,Jakarta Timur,652.8,6703828000,5363062400,89.38,HGB,Ya,3.0,0.828,Diterima,RM0027,Tidak,Tidak Berlaku,1.0,1.0,1.0,64913745.0,3150033.0,36.0,0.0,1,2,25776533,5225967,4741804,0,46917812,39061896,0,1544801.0,1860313.0,1658766.0,2018931.0,35463916.0,39746865.0,53593738.0,58416707.0,15347469.0,37104282.0,0.1208,0.0468,0.6352,Kramat Jati,331.0,321.8,15820000,4560000,Dian Pratama,KCP Fatmawati,Kantor Wilayah Jakarta Senayan,Relationship Banking Officer,Senior RB,24,2022-07-13,3.0,0,0,11.0,6937500.0,1.887,Pendek (<=12 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202601742,3275016807731742,CIF1001742,2025-04-24,UMKM,CV Tanjung Jaya,PT,Anggi Setiawan,P,53,Menikah,S2,Jawa Barat,Bekasi,Cengkareng,Region 3,KCP Ciputat,Manufaktur,Pengolahan Makanan Ringan,6,18,1413263,51,500000000,KI,54,Pembelian mesin produksi tambahan usaha Pengolahan Makanan Ringan,Tanah,"Rawa Buntu, Tangerang Selatan",Jawa Barat,Tangerang Selatan,329.5,4105570000,3284456000,8.21,HGB,Ya,3.0,0.679,Diterima,RM0163,Tidak,Tidak Berlaku,1.0,1.0,1.0,178747415.0,3735770.0,60.0,0.0,1,2,11861277,1798521,1556085,0,24033675,12457164,0,2073743.0,2301739.0,2814373.0,2117961.0,13332386.0,16959165.0,22327061.0,29257869.0,15098544.0,15576744.0,0.272,0.1357,0.5324,Rawa Buntu,329.5,0.0,12460000,3580000,Irfan Situmorang,KCP Ciputat,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,17,2023-07-30,3.0,1,0,10.0,13425926.0,29.483,Panjang (>36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202601743,3171014307691743,CIF1001743,2026-01-10,UMKM,CV Firmansyah Mandiri,CV,Ani Firmansyah,P,57,Cerai Mati,S2,DKI Jakarta,Jakarta Pusat,Bekasi Timur,Region 3,KCP Kramat Jati,Transportasi,Ekspedisi Kecil,17,47,867228,36,100000000,KI,60,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Ruko,"Sukabumi Selatan, Jakarta Barat",DKI Jakarta,Jakarta Barat,441.1,6934526000,5547620800,69.35,HGB,Ya,3.0,0.457,Ditolak,RM0196,Tidak,Tidak Berlaku,1.0,3.0,1.0,147762430.0,6231320.0,36.0,0.0,1,1,17493327,861225,657582,0,8250945,8250945,0,1927133.0,1769332.0,2136430.0,1621261.0,11581362.0,10406745.0,21158696.0,17960011.0,13890947.0,7765849.0,-0.1014,0.17,0.4324,Sukabumi Selatan,290.3,150.8,21420000,4750000,Bambang Panjaitan,KCP Kramat Jati,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,9,2018-06-27,3.0,1,0,10.0,2500000.0,9.609,Panjang (>36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202601744,3671011710811744,CIF1001744,2026-03-21,UMKM,CV Kurniawan Jaya,CV,Wahyu Suryadi,L,45,Cerai Hidup,S2,Banten,Tangerang,Serpong,Region 4,KCP Menteng Raya,Kuliner,Katering,12,46,1078443,39,150000000,KUR,18,Tambahan modal kerja usaha Katering,Tanah,"Bojong Jaya, Tangerang",Banten,Tangerang,133.5,1234875000,987900000,8.23,SHM,Ya,3.0,0.621,Diterima,RM0049,Tidak,Tidak Berlaku,2.0,3.0,1.0,411546679.0,15529316.0,42.0,0.0,1,2,24202561,1637574,1265964,0,29541625,23014901,0,1344117.0,1317290.0,1484810.0,1375676.0,15345987.0,12941316.0,20796315.0,24454772.0,12072607.0,12370076.0,-0.1567,0.1018,0.5058,Bojong Jaya,133.5,0.0,9250000,4050000,Dian Siregar,KCP Menteng Raya,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,24,2021-01-05,3.0,0,0,6.0,9083333.0,11.591,Menengah (13-36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202601745,3671012807781745,CIF1001745,2025-01-16,UMKM,PT Suryadi Mandiri,PT,Taufik Pratama,L,48,Belum Menikah,S1,Banten,Tangerang,Sukmajaya,Region 1,KCP Depok Margonda,Jasa,Jasa Konstruksi Kecil,13,34,2509793,103,1000000000,KI,36,Pembelian peralatan/mesin usaha Jasa Konstruksi Kecil,Ruko,"Sukabumi Selatan, Jakarta Barat",DKI Jakarta,Jakarta Barat,852.2,9487543000,7590034400,9.49,HGB,Ya,3.0,0.696,Diterima,RM0253,Tidak,Tidak Berlaku,3.0,1.0,3.0,580119058.0,17798358.0,36.0,0.0,1,1,27601092,2368411,1685714,0,38391593,38391593,0,2018032.0,2701015.0,2325044.0,2471930.0,22437348.0,30117516.0,28957045.0,50452779.0,15902589.0,19560615.0,0.3423,0.0897,0.3877,Sukabumi Selatan,373.3,478.9,18770000,5180000,Budi Nugroho,KCP Depok Margonda,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,23,2023-11-19,3.0,0,0,10.0,36111111.0,33.203,Menengah (13-36 bln),>500jt (KMK/KI saja),0
APP202601746,3671012211801746,CIF1001746,2025-03-15,UMKM,PT Saputra Abadi,CV,Doni Pratama,L,46,Cerai Hidup,D3,Banten,Tangerang,Serpong,Region 3,KCP Pecenongan,Pertanian,Peternakan Ayam,19,10,2522805,41,50000000,KUR,18,Tambahan modal kerja usaha Peternakan Ayam,Tanah,"Poris Plawad, Tangerang",Banten,Tangerang,352.4,2445656000,1956524800,48.91,SHM,Ya,3.0,0.454,Ditolak,RM0059,Tidak,Tidak Berlaku,3.0,4.0,2.0,576727177.0,24851311.0,32.0,0.0,1,2,33694176,4310073,3682423,0,55609178,50440304,0,5768870.0,5431219.0,6961244.0,5099425.0,29445162.0,30273669.0,45136547.0,38219504.0,20086082.0,12847683.0,0.0281,0.1794,0.3362,Poris Plawad,352.4,0.0,6940000,3890000,Rita Wijaya,KCP Pecenongan,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,20,2023-04-08,3.0,0,0,6.0,3027778.0,1.652,Menengah (13-36 bln),<=50jt (KUR Mikro),0
APP202601747,3671016207931747,CIF1001747,2025-09-19,UMKM,UD Permana Sejahtera,CV,Indah Wijaya,P,33,Cerai Mati,D3,Banten,Tangerang,Cengkareng,Region 3,KCP Tebet Barat,Transportasi,Ekspedisi Kecil,5,46,2545970,187,300000000,KMK,12,Modal kerja operasional armada Ekspedisi Kecil,Gudang,"Cikini, Jakarta Pusat",DKI Jakarta,Jakarta Pusat,517.3,13151885000,10521508000,43.84,SHM,Ya,3.0,0.809,Diterima,RM0044,Tidak,Tidak Berlaku,2.0,1.0,2.0,191857442.0,16685331.0,36.0,0.0,1,1,34490610,2455353,2057450,0,19786575,19786575,0,1997113.0,2987258.0,2701493.0,3067652.0,19521564.0,30551644.0,23286076.0,53843122.0,14163076.0,37361601.0,0.565,0.0978,0.6939,Cikini,329.8,187.5,36200000,6470000,Yusuf Kusuma,KCP Tebet Barat,Kantor Wilayah Jakarta Senayan,Relationship Banking Officer,Senior RB,18,2015-05-23,3.0,1,0,11.0,27750000.0,9.819,Pendek (<=12 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202601748,3174014703981748,CIF1001748,2025-06-26,UMKM,CV Wijaya Jaya,CV,Wulan Wibowo,P,28,Belum Menikah,SMA/SMK,DKI Jakarta,Jakarta Selatan,Cengkareng,Region 2,KCP Sunter,Perdagangan,Toko Alat Tulis,14,41,2705870,62,50000000,KUR,12,Tambahan modal kerja usaha Toko Alat Tulis,Tanah,"Rawa Buntu, Tangerang Selatan",Jawa Barat,Tangerang Selatan,337.7,3461425000,2769140000,69.23,HGB,Ya,3.0,0.696,Diterima,RM0100,Tidak,Tidak Berlaku,1.0,1.0,1.0,14521238.0,4705886.0,12.0,0.0,1,1,22089692,1777144,1418695,0,5472995,5472995,1,2875282.0,3534451.0,2432504.0,4464179.0,28803577.0,32470444.0,46836075.0,51544921.0,13252710.0,18635656.0,0.1273,0.1089,0.3615,Rawa Buntu,337.7,0.0,10250000,4190000,Agus Kurniawan,KCP Sunter,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,25,2018-08-29,3.0,1,0,6.0,4416667.0,1.54,Pendek (<=12 bln),<=50jt (KUR Mikro),0
APP202601749,3172017007821749,CIF1001749,2026-01-02,UMKM,UD Susanto Mandiri,PT,Desi Halim,P,44,Belum Menikah,SMA/SMK,DKI Jakarta,Jakarta Utara,Tebet,Region 4,KCP Menteng Raya,Kuliner,Warung Makan,15,74,1889354,93,50000000,KUR,36,Tambahan modal kerja usaha Warung Makan,Tanah,"Bintara, Bekasi",Jawa Barat,Bekasi,267.9,2553087000,2042469600,51.06,HGB,Ya,3.0,0.781,Diterima,RM0048,Tidak,Tidak Berlaku,2.0,1.0,2.0,250617345.0,5782091.0,54.0,0.0,1,1,11420702,1328900,1048891,0,15776647,15776647,0,2500762.0,2706765.0,2403057.0,2440291.0,17870925.0,22672252.0,35426721.0,27729655.0,21495905.0,15428025.0,0.2687,0.1194,0.5564,Bintara,267.9,0.0,9530000,3620000,Indah Simanjuntak,KCP Menteng Raya,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,15,2018-04-11,3.0,1,0,6.0,1638889.0,2.205,Menengah (13-36 bln),<=50jt (KUR Mikro),0
APP202601750,3671015507721750,CIF1001750,2025-08-21,UMKM,PT Lubis Makmur,PT,Desi Lubis,P,54,Belum Menikah,D3,Banten,Tangerang,Sukmajaya,Region 3,KCP Kelapa Gading Bukit,Manufaktur,Furniture,3,54,1543796,174,1000000000,KMK,12,Modal kerja pembelian bahan baku produksi Furniture,Ruko,"Kemiri Muka, Depok",Jawa Barat,Depok,165.0,1173726000,938980800,1.17,SHM,Ya,3.0,0.817,Diterima,RM0106,Tidak,Tidak Berlaku,1.0,1.0,1.0,6478372.0,477667.0,60.0,0.0,1,2,19454589,2400126,2032903,0,29497155,27407570,0,132100.0,197861.0,155834.0,231137.0,13692622.0,18525561.0,16906643.0,30625949.0,5831274.0,20913725.0,0.353,0.0107,0.6829,Kemiri Muka,83.7,81.3,10060000,4080000,Rina Siregar,KCP Kelapa Gading Bukit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,22,2024-03-06,3.0,1,0,11.0,92500000.0,53.979,Pendek (<=12 bln),>500jt (KMK/KI saja),0
APP202601751,3171010904771751,CIF1001751,2025-06-18,UMKM,PT Kurniawan Abadi,PT,Andi Pratama,L,49,Cerai Mati,S1,DKI Jakarta,Jakarta Pusat,Tebet,Region 3,KCP Dramaga,Jasa,Jasa Konstruksi Kecil,3,78,1296284,60,1000000000,KMK,12,Modal kerja operasional usaha Jasa Konstruksi Kecil,Tanah,"Kramat Jati, Jakarta Timur",DKI Jakarta,Jakarta Timur,203.6,3552820000,2842256000,3.55,SHM,Ya,3.0,0.628,Diterima,RM0240,Tidak,Tidak Berlaku,1.0,2.0,1.0,47791936.0,8789285.0,12.0,0.0,1,1,5031816,1349015,1283097,0,6726264,6726264,0,1762297.0,1237581.0,1834032.0,1659941.0,19187580.0,15555410.0,34665679.0,24222161.0,23121405.0,16879010.0,-0.1893,0.0796,0.6968,Kramat Jati,203.6,0.0,17450000,3860000,Suryani Wibowo,KCP Dramaga,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,17,2022-04-13,3.0,0,0,11.0,92500000.0,64.286,Pendek (<=12 bln),>500jt (KMK/KI saja),0
APP202601752,3275015101711752,CIF1001752,2025-03-03,UMKM,PT Panjaitan Abadi,UD,Sri Hutapea,P,55,Cerai Mati,S2,Jawa Barat,Bekasi,Sukmajaya,Region 1,KCP Kramat Raya,Transportasi,Rental Kendaraan,18,8,2725760,58,750000000,KI,42,Pembelian armada kendaraan tambahan usaha Rental Kendaraan,Ruko,"Kelapa Gading Barat, Jakarta Utara",DKI Jakarta,Jakarta Utara,861.5,11801694000,9441355200,15.74,HGB,Ya,3.0,0.354,Ditolak,RM0068,Ya,Terlibat kasus fraud dokumen,3.0,4.0,3.0,392865054.0,22623725.0,48.0,0.0,1,1,48239126,2746381,2124387,0,59031914,59031914,0,2703734.0,2355676.0,2222381.0,1958480.0,34681414.0,32709123.0,43323921.0,36516423.0,25085228.0,11443119.0,-0.0569,0.072,0.3134,Kelapa Gading Barat,391.8,469.7,23720000,5340000,Rian Hidayat,KCP Kramat Raya,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,8,2023-11-25,3.0,1,1,10.0,24107143.0,22.929,Panjang (>36 bln),>500jt (KMK/KI saja),0
APP202601753,3271010901941753,CIF1001753,2025-06-03,UMKM,PT Panjaitan Mandiri,CV,Hendra Kurniawan,L,32,Belum Menikah,S2,Jawa Barat,Bogor,Serpong,Region 2,KCP Kramat Raya,Perdagangan,Distributor Bahan Bangunan,6,59,3830513,121,200000000,KMK,24,Modal kerja pembelian stok barang dagangan Distributor Bahan Bangunan,Rumah,"Duren Tiga, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,318.0,6091860000,4873488000,30.46,SHM,Tidak,3.0,0.775,Diterima,RM0066,Tidak,Tidak Berlaku,2.0,1.0,2.0,322940583.0,9936640.0,48.0,0.0,1,2,47713901,6007470,5135638,0,99067658,78611404,0,2265162.0,3603156.0,1977533.0,3112240.0,30902711.0,45966164.0,56193231.0,86345377.0,15467278.0,26944550.0,0.4874,0.0784,0.3121,Duren Tiga,210.0,108.0,26170000,5520000,Wahyu Susanto,KCP Kramat Raya,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,9,2016-05-28,3.0,0,0,11.0,10166667.0,4.351,Menengah (13-36 bln),50-500jt (KUR Kecil/KMK/KI),0
