personId;displayName;email;phone;avgRate;responseCount;incidentCount;totalTicketReopenCount;groupedIncidents.A_INTERNET \\ A_INTERNET_001 \\ A_INTERNET_001_001 \\ A_INTERNET_001_001_002;responses.createdAt;tanggal;respon_tanggal;responses.updatedAt;responses.userId;responses.userEmail;responses.userName;responses.phone;responses.indiHomeNum;responses.rate;responses.crewId;responses.selectedOptions;responses.comments;;responses.region_new;responses.region;responses.witel_new;responses.witel;responses.sto;responses.reopenCount;responses.ticketId;createdAt;updatedAt;crewId;groupedIncidents.A_IPTV \\ A_IPTV_001 \\ A_IPTV_001_001 \\ A_IPTV_001_001_002;groupedIncidents;responses.bookingId;groupedIncidents.A_INTERNET \\ A_INTERNET_001 \\ A_INTERNET_001_001 \\ A_INTERNET_001_001_001;groupedIncidents.A_INTERNET \\ A_INTERNET_001 \\ A_INTERNET_001_006;groupedIncidents.A_INTERNET \\ A_INTERNET_001 \\ A_INTERNET_001_005;groupedIncidents.A_VOICE \\ A_VOICE_001 \\ A_VOICE_001_002 \\ A_VOICE_001_002_004;groupedIncidents.A_INTERNET \\ A_INTERNET_001 \\ A_INTERNET_001_003 \\ A_INTERNET_001_003_003;groupedIncidents.A_IPTV \\ A_IPTV_001 \\ A_IPTV_001_003 \\ A_IPTV_001_003_001;groupedIncidents.A_IPTV \\ A_IPTV_001 \\ A_IPTV_001_003 \\ A_IPTV_001_003_002;groupedIncidents.A_VOICE \\ A_VOICE_001 \\ A_VOICE_001_002 \\ A_VOICE_001_002_009;groupedIncidents.A_INTERNET \\ A_INTERNET_001 \\ A_INTERNET_001_004;groupedIncidents.A_VOICE \\ A_VOICE_001 \\ A_VOICE_001_002 \\ A_VOICE_001_002_005;groupedIncidents.A_INTERNET \\ A_INTERNET_001 \\ A_INTERNET_001_002 \\ A_INTERNET_001_002_004,,,,,
TAW1JMB029;nama teknisi;xxxx@email.com;88888888888;5;1;1;0;;2021-11-19T08:42:27+07:00;19/11/2021;Nov-21;2021-11-19T08:42:27+07:00;60a6c6cced9f9f6a8439efa6;xxxx@email.com;nama pelanggan;88888888888;111xxxxxxx;5;F1SPN001;Datang tepat waktu;;;REGIONAL 1;DATEL MUARA BUNGO (MAB);JAMBI;JAMBI;SPN;0;IN117095431;2021-11-19T08:42:27+07:00;2021-11-19T08:42:27+07:00;;;;;;1;;;;;;;;;,,,,,
TAW1JMB032;nama teknisi;xxxx@email.com;88888888888;5;1;1;0;;2021-11-19T08:42:27+07:00;19/11/2021;Nov-21;2021-11-19T08:42:27+07:00;60a6c6cced9f9f6a8439efa6;xxxx@email.com;nama pelanggan;88888888888;111xxxxxxx;5;F1SPN001;Datang tepat waktu;;;REGIONAL 1;DATEL MUARA BUNGO (MAB);JAMBI;JAMBI;SPN;0;IN117095431;2021-11-19T08:42:27+07:00;2021-11-19T08:42:27+07:00;;;;;;1;;;;;;;;;,,,,,
TAW2JAKTIM_268;nama teknisi;xxxx@email.com;88888888888;05.00;6;6;0;5;2021-11-19T09:19:09+07:00;19/11/2021;Nov-21;2021-11-19T09:19:09+07:00;60a6c70aed9f9f6a843cbd89;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;F2KRG044;Ramah;;;REGIONAL 2;DATEL JAKARTA TIMUR;JAKARTA TIMUR;JAKARTA TIMUR;KRG;0;IN116812194;2021-11-19T09:19:09+07:00;2021-12-29T17:05:07+07:00;;;;;1;;;;;;;;;;,,,,,
TAW2JAKTIM_268;nama teknisi;xxxx@email.com;88888888888;05.00;6;6;0;5;2021-12-02T21:37:09+07:00;02/12/2021;Des-21;2021-12-02T21:37:09+07:00;60a6d1d6ed9f9f6a84a4f0ae;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;F2KRG044;Ramah;;;REGIONAL 2;DATEL JAKARTA TIMUR;JAKARTA TIMUR;JAKARTA TIMUR;KRG;0;IN118820192;2021-11-19T09:19:09+07:00;2021-12-29T17:05:07+07:00;;;;;1;;;;;;;;;;,,,,,
TAW2JAKTIM_268;nama teknisi;xxxx@email.com;88888888888;05.00;6;6;0;5;2021-12-23T21:45:18+07:00;23/12/2021;Des-21;2021-12-23T21:45:18+07:00;60a6c540ed9f9f6a842dbe05;xxxx@email.com;nama pelanggan;88888888888;121xxxxxxx;5;F2KRG044;Datang tepat waktu;;;REGIONAL 2;DATEL JAKARTA TIMUR;JAKARTA TIMUR;JAKARTA TIMUR;KRG;0;IN121395228;2021-11-19T09:19:09+07:00;2021-12-29T17:05:07+07:00;;;;;1;;;;;;;;;;,,,,,
TAW2JAKTIM_268;nama teknisi;xxxx@email.com;88888888888;05.00;6;6;0;5;2021-12-23T21:45:19+07:00;23/12/2021;Des-21;2021-12-23T21:45:19+07:00;60a6c540ed9f9f6a842dbe05;xxxx@email.com;nama pelanggan;88888888888;121xxxxxxx;5;F2KRG044;Datang tepat waktu;;;REGIONAL 2;DATEL JAKARTA TIMUR;JAKARTA TIMUR;JAKARTA TIMUR;KRG;0;IN121395228;2021-11-19T09:19:09+07:00;2021-12-29T17:05:07+07:00;;;;;1;;;;;;;;;;,,,,,
TAW2JAKTIM_268;nama teknisi;xxxx@email.com;88888888888;05.00;6;6;0;5;2021-12-26T17:38:18+07:00;26/12/2021;Des-21;2021-12-26T17:38:18+07:00;60a6d9b4ed9f9f6a84ece33c;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;F2KRG044;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;DATEL JAKARTA TIMUR;JAKARTA TIMUR;JAKARTA TIMUR;KRG;0;IN118258177;2021-11-19T09:19:09+07:00;2021-12-29T17:05:07+07:00;;;;;1;;;;;;;;;;,
TAW2JAKTIM_268;nama teknisi;xxxx@email.com;88888888888;05.00;6;6;0;5;2021-12-29T17:05:07+07:00;29/12/2021;Des-21;2021-12-29T17:05:07+07:00;60a6d70ced9f9f6a84d518a4;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;F2KRG044;Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;DATEL JAKARTA TIMUR;JAKARTA TIMUR;JAKARTA TIMUR;KRG;0;IN121995269;2021-11-19T09:19:09+07:00;2021-12-29T17:05:07+07:00;;;;;1;;;;;;;;;;,,,,,
30110104;nama teknisi;xxxx@email.com;88888888888;5;1;1;0;;2021-11-19T09:22:03+07:00;19/11/2021;Nov-21;2021-11-19T09:22:03+07:00;60a6cf18ed9f9f6a848c3222;xxxx@email.com;nama pelanggan;88888888888;131xxxxxxx;5;A3CMI010;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 3;DATEL BANDUNG BARAT;BANDUNG BARAT;BANDUNG BARAT;CMI;0;IN117224501;2021-11-19T09:22:03+07:00;2021-11-19T09:22:03+07:00;;;;;1;;;;;;;;;;,
16850627;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;1;2021-11-19T09:39:09+07:00;19/11/2021;Nov-21;2021-11-19T09:39:09+07:00;619708f55bf961001c45074f;xxxx@email.com;nama pelanggan;88888888888;123xxxxxxx;5;F2STR_02;Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;;JAKARTA UTARA;JAKARTA UTARA;STR;0;IN117233583;2021-11-19T09:39:09+07:00;2021-12-19T22:49:07+07:00;;;;;1;;;;;;;;;;,,,,,
16850627;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;1;2021-12-19T22:49:07+07:00;19/12/2021;Des-21;2021-12-19T22:49:07+07:00;60a6d515ed9f9f6a84c41ade;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;F2STR002;Menjelaskan penyebab gangguan;;;REGIONAL 2;DATEL JAKARTA UTARA;JAKARTA UTARA;JAKARTA UTARA;STR;0;IN120904919;2021-11-19T09:39:09+07:00;2021-12-19T22:49:07+07:00;;;;;1;;;;;;;;;;,,,,,
TAW4YOG_003;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;2;2021-11-19T10:19:59+07:00;19/11/2021;Nov-21;2021-11-19T10:19:59+07:00;60a6d462ed9f9f6a84bca9bd;xxxx@email.com;nama pelanggan;88888888888;146xxxxxxx;5;F4PGR103;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 4;DATEL YOGYAKARTA;YOGYAKARTA;YOGYAKARTA;KGD;0;IN117228176;2021-11-19T10:19:59+07:00;2021-12-29T11:50:59+07:00;;;;;;;;;;;;;;;,
TAW4YOG_003;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;2;2021-12-29T11:50:59+07:00;29/12/2021;Des-21;2021-12-29T11:50:59+07:00;60a6d94ded9f9f6a84e8e01a;xxxx@email.com;nama pelanggan;88888888888;141xxxxxxx;5;F4KEN109;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 4;DATEL YOGYAKARTA;YOGYAKARTA;YOGYAKARTA;KGD;0;IN122060333;2021-11-19T10:19:59+07:00;2021-12-29T11:50:59+07:00;;;;;;;;;;;;;;;,
15888935;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;2;2021-11-19T10:19:59+07:00;19/11/2021;Nov-21;2021-11-19T10:19:59+07:00;60a6d462ed9f9f6a84bca9bd;xxxx@email.com;nama pelanggan;88888888888;146xxxxxxx;5;F4PGR103;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 4;DATEL YOGYAKARTA;YOGYAKARTA;YOGYAKARTA;KGD;0;IN117228176;2021-11-19T10:19:59+07:00;2021-12-29T11:50:59+07:00;;;;;;;;;;;;;;;,
15888935;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;2;2021-12-29T11:50:59+07:00;29/12/2021;Des-21;2021-12-29T11:50:59+07:00;60a6d94ded9f9f6a84e8e01a;xxxx@email.com;nama pelanggan;88888888888;141xxxxxxx;5;F4KEN109;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 4;DATEL YOGYAKARTA;YOGYAKARTA;YOGYAKARTA;KGD;0;IN122060333;2021-11-19T10:19:59+07:00;2021-12-29T11:50:59+07:00;;;;;;;;;;;;;;;,
AFR81153333;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;2;2021-11-19T10:55:25+07:00;19/11/2021;Nov-21;2021-11-19T10:55:25+07:00;60a6cb2fed9f9f6a84684e11;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;F2CLD175;Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;DATEL CIPUTAT;TANGERANG;TANGERANG;CLD;0;IN117223895;2021-11-19T10:55:25+07:00;2021-12-31T17:47:25+07:00;;1;;;;;;;;;;;;;,,,,,
AFR81153333;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;2;2021-12-15T16:09:24+07:00;15/12/2021;Des-21;2021-12-15T16:09:24+07:00;60a6cfd5ed9f9f6a849477ce;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;F2CLD175;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;DATEL CIPUTAT;TANGERANG;TANGERANG;CLD;0;IN120217132;2021-11-19T10:55:25+07:00;2021-12-31T17:47:25+07:00;;1;;;;;;;;;;;;;,
AFR81153333;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;2;2021-12-31T17:47:25+07:00;31/12/2021;Des-21;2021-12-31T17:47:25+07:00;60a6cfd5ed9f9f6a849477ce;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;F2CLD175;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;DATEL CIPUTAT;TANGERANG;TANGERANG;CLD;0;IN120217132;2021-11-19T10:55:25+07:00;2021-12-31T17:47:25+07:00;;1;;;;;;;;;;;;;,
TAW2TANGERANG_276;nama teknisi;xxxx@email.com;88888888888;5;1;1;0;1;2021-11-19T11:01:23+07:00;19/11/2021;Nov-21;2021-11-19T11:01:23+07:00;60a6cd63ed9f9f6a847d2e07;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;J8TAN067;Datang tepat waktu;;;REGIONAL 2;DATEL PASAR BARU;TANGERANG;TANGERANG;SPT;0;IN117224914;2021-11-19T11:01:23+07:00;2021-11-19T11:01:23+07:00;;;;;;;;;;;;;;;,,,,,
TAW2BOGOR_131;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;1;2021-11-19T11:25:49+07:00;19/11/2021;Nov-21;2021-11-19T11:25:49+07:00;614b50fef5fc1485741d2be6;xxxx@email.com;nama pelanggan;88888888888;121xxxxxxx;5;A2CLS002;Datang tepat waktu,Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;DATEL CIBINONG;BOGOR;BOGOR;CLS;0;IN117220705;2021-11-19T11:25:49+07:00;2021-12-22T17:14:02+07:00;;;;;1;;;;;;;;;;,,,,
TAW2BOGOR_131;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;1;2021-12-22T17:14:02+07:00;22/12/2021;Des-21;2021-12-22T17:14:02+07:00;60a6c72eed9f9f6a843e764b;xxxx@email.com;nama pelanggan;88888888888;121xxxxxxx;5;A2CLS002;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;DATEL CIBINONG;BOGOR;BOGOR;CLS;0;IN121217390;2021-11-19T11:25:49+07:00;2021-12-22T17:14:02+07:00;;;;;1;;;;;;;;;;,
15886660;nama teknisi;xxxx@email.com;88888888888;04.00;2;2;0;2;2021-11-19T11:34:57+07:00;19/11/2021;Nov-21;2021-11-19T11:34:57+07:00;60a6c713ed9f9f6a843d2481;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;4;A2PSM066;Menjelaskan penyebab gangguan;;;REGIONAL 2;DATEL JAKARTA SELATAN;JAKARTA SELATAN;JAKARTA SELATAN;PSM;0;IN117113194;2021-11-19T11:34:57+07:00;2021-11-19T11:35:17+07:00;;;;;;;;;;;;;;;,,,,,
15886660;nama teknisi;xxxx@email.com;88888888888;04.00;2;2;0;2;2021-11-19T11:35:17+07:00;19/11/2021;Nov-21;2021-11-19T11:35:17+07:00;60a6c713ed9f9f6a843d2481;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;4;A2PSM066;Menjelaskan penyebab gangguan;;;REGIONAL 2;DATEL JAKARTA SELATAN;JAKARTA SELATAN;JAKARTA SELATAN;PSM;0;IN117113194;2021-11-19T11:34:57+07:00;2021-11-19T11:35:17+07:00;;;;;;;;;;;;;;;,,,,,
15890932;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;1;2021-11-19T11:46:17+07:00;19/11/2021;Nov-21;2021-11-19T11:46:17+07:00;60a6d122ed9f9f6a84a0cbd8;xxxx@email.com;nama pelanggan;88888888888;146xxxxxxx;5;F4MSO103;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 4;JAWA TENGAH;SOLO;JATENG TIMUR SELATAN  (SOLO);GLD;0;IN117234355;2021-11-19T11:46:17+07:00;2021-11-25T00:51:26+07:00;;;;;;;;;1;;;;;;,
15890932;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;1;2021-11-25T00:51:26+07:00;25/11/2021;Nov-21;2021-11-25T00:51:26+07:00;60a6d62ded9f9f6a84cdb9a9;xxxx@email.com;nama pelanggan;88888888888;146xxxxxxx;5;F4GLD110;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 4;REGIONAL 4;SOLO;SOLO;GLD;0;IN112609282;2021-11-19T11:46:17+07:00;2021-11-25T00:51:26+07:00;;;;;;;;;1;;;;;;,
15890933;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;1;2021-11-19T11:46:17+07:00;19/11/2021;Nov-21;2021-11-19T11:46:17+07:00;60a6d122ed9f9f6a84a0cbd8;xxxx@email.com;nama pelanggan;88888888888;146xxxxxxx;5;F4MSO103;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 4;JAWA TENGAH;SOLO;JATENG TIMUR SELATAN  (SOLO);GLD;0;IN117234355;2021-11-19T11:46:17+07:00;2021-11-25T00:51:26+07:00;;;;;;;;;1;;;;;;,
15890933;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;1;2021-11-25T00:51:26+07:00;25/11/2021;Nov-21;2021-11-25T00:51:26+07:00;60a6d62ded9f9f6a84cdb9a9;xxxx@email.com;nama pelanggan;88888888888;146xxxxxxx;5;F4GLD110;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 4;REGIONAL 4;SOLO;SOLO;GLD;0;IN112609282;2021-11-19T11:46:17+07:00;2021-11-25T00:51:26+07:00;;;;;;;;;1;;;;;;,
18950534;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;3;2021-11-19T11:46:55+07:00;19/11/2021;Nov-21;2021-11-19T11:46:55+07:00;60a6d9aded9f9f6a84eca902;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;RGMMR-FO;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 7;DATEL MAUMERE;NTT;NTT;MMR;0;IN117223267;2021-11-19T11:46:55+07:00;2021-12-24T15:40:11+07:00;;;;;;;;;;;;;;;,
18950534;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;3;2021-11-23T19:12:54+07:00;23/11/2021;Nov-21;2021-11-23T19:12:54+07:00;60a6d9aded9f9f6a84eca902;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;RGMMR-FO;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 7;DATEL MAUMERE;NTT;NTT;MMR;0;IN117805011;2021-11-19T11:46:55+07:00;2021-12-24T15:40:11+07:00;;;;;;;;;;;;;;;,
18950534;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;3;2021-12-24T15:40:11+07:00;24/12/2021;Des-21;2021-12-24T15:40:11+07:00;60a6c809ed9f9f6a8448693d;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;RGMMR-FO;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 7;JAWA TIMUR;KUPANG;NTT  (KUPANG);MMR;0;IN121518929;2021-11-19T11:46:55+07:00;2021-12-24T15:40:11+07:00;;;;;;;;;;;;;;;,
TAW5KPN_032;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;3;2021-11-19T11:46:55+07:00;19/11/2021;Nov-21;2021-11-19T11:46:55+07:00;60a6d9aded9f9f6a84eca902;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;RGMMR-FO;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 7;DATEL MAUMERE;NTT;NTT;MMR;0;IN117223267;2021-11-19T11:46:55+07:00;2021-12-24T15:40:11+07:00;;;;;;;;;;;;;;;,
TAW5KPN_032;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;3;2021-11-23T19:12:54+07:00;23/11/2021;Nov-21;2021-11-23T19:12:54+07:00;60a6d9aded9f9f6a84eca902;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;RGMMR-FO;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 7;DATEL MAUMERE;NTT;NTT;MMR;0;IN117805011;2021-11-19T11:46:55+07:00;2021-12-24T15:40:11+07:00;;;;;;;;;;;;;;;,
TAW5KPN_032;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;3;2021-12-24T15:40:11+07:00;24/12/2021;Des-21;2021-12-24T15:40:11+07:00;60a6c809ed9f9f6a8448693d;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;RGMMR-FO;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 7;JAWA TIMUR;KUPANG;NTT  (KUPANG);MMR;0;IN121518929;2021-11-19T11:46:55+07:00;2021-12-24T15:40:11+07:00;;;;;;;;;;;;;;;,
FATH97157565;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;1;2021-11-19T11:51:25+07:00;19/11/2021;Nov-21;2021-11-19T11:51:25+07:00;60a6d964ed9f9f6a84e9c26c;xxxx@email.com;nama pelanggan;88888888888;121xxxxxxx;5;FZCID099;Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;;JAKARTA PUSAT;JAKARTA PUSAT;CID;0;IN117242713;2021-11-19T11:51:25+07:00;2021-12-12T08:31:32+07:00;;;;;;;;;1;;;;;;,,,,,
FATH97157565;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;1;2021-12-12T08:31:32+07:00;12/12/2021;Des-21;2021-12-12T08:31:32+07:00;60a6c785ed9f9f6a8442627e;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;FZCID099;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;JAKARTA;JAKARTA PUSAT;JAKARTA PUSAT;CID;0;IN119779817;2021-11-19T11:51:25+07:00;2021-12-12T08:31:32+07:00;;;;;;;;;1;;;;;;,
94180088;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;2;2021-11-19T12:30:38+07:00;19/11/2021;Nov-21;2021-11-19T12:30:38+07:00;60a6ccaeed9f9f6a8475527e;xxxx@email.com;nama pelanggan;88888888888;152xxxxxxx;5;F5KDI052;Datang tepat waktu,Menjelaskan penyebab gangguan,Menyelesaikan gangguan dengan cepat;;;REGIONAL 5;DATEL KEDIRI;KEDIRI;KEDIRI;KDI;0;IN116913212;2021-11-19T12:30:38+07:00;2021-11-19T12:30:40+07:00;;;;;;;;;;;;;;;,,,
94180088;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;2;2021-11-19T12:30:40+07:00;19/11/2021;Nov-21;2021-11-19T12:30:40+07:00;60a6ccaeed9f9f6a8475527e;xxxx@email.com;nama pelanggan;88888888888;152xxxxxxx;5;F5KDI052;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 5;DATEL KEDIRI;KEDIRI;KEDIRI;KDI;0;IN116913212;2021-11-19T12:30:38+07:00;2021-11-19T12:30:40+07:00;;;;;;;;;;;;;;;,
SGTR97157007;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;2;2021-11-19T12:30:38+07:00;19/11/2021;Nov-21;2021-11-19T12:30:38+07:00;60a6ccaeed9f9f6a8475527e;xxxx@email.com;nama pelanggan;88888888888;152xxxxxxx;5;F5KDI052;Datang tepat waktu,Menjelaskan penyebab gangguan,Menyelesaikan gangguan dengan cepat;;;REGIONAL 5;DATEL KEDIRI;KEDIRI;KEDIRI;KDI;0;IN116913212;2021-11-19T12:30:38+07:00;2021-11-19T12:30:40+07:00;;;;;;;;;;;;;;;,,,
SGTR97157007;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;2;2021-11-19T12:30:40+07:00;19/11/2021;Nov-21;2021-11-19T12:30:40+07:00;60a6ccaeed9f9f6a8475527e;xxxx@email.com;nama pelanggan;88888888888;152xxxxxxx;5;F5KDI052;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 5;DATEL KEDIRI;KEDIRI;KEDIRI;KDI;0;IN116913212;2021-11-19T12:30:38+07:00;2021-11-19T12:30:40+07:00;;;;;;;;;;;;;;;,
TAW5SBY_289;nama teknisi;xxxx@email.com;88888888888;5;1;1;0;1;2021-11-19T12:46:07+07:00;19/11/2021;Nov-21;2021-11-19T12:46:07+07:00;60a6da65ed9f9f6a84f3583f;xxxx@email.com;nama pelanggan;88888888888;152xxxxxxx;5;F5KBL030;Menyelesaikan gangguan dengan cepat;;;REGIONAL 5;REGIONAL 5;SURABAYA UTARA;SURABAYA UTARA;KBL;0;IN117227049;2021-11-19T12:46:07+07:00;2021-11-19T12:46:07+07:00;;;;;;;;;;;;;;;,,,,,
15894491;nama teknisi;xxxx@email.com;88888888888;5;1;1;0;1;2021-11-19T12:46:07+07:00;19/11/2021;Nov-21;2021-11-19T12:46:07+07:00;60a6da65ed9f9f6a84f3583f;xxxx@email.com;nama pelanggan;88888888888;152xxxxxxx;5;F5KBL030;Menyelesaikan gangguan dengan cepat;;;REGIONAL 5;REGIONAL 5;SURABAYA UTARA;SURABAYA UTARA;KBL;0;IN117227049;2021-11-19T12:46:07+07:00;2021-11-19T12:46:07+07:00;;;;;;;;;;;;;;;,,,,,
20010012;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;2;2021-11-19T14:06:45+07:00;19/11/2021;Nov-21;2021-11-19T14:06:45+07:00;60a6cd6ded9f9f6a847d7ec5;xxxx@email.com;nama pelanggan;88888888888;162xxxxxxx;5;A6STG022;Menyelesaikan gangguan dengan cepat;;;REGIONAL 6;KALIMANTAN;KALIMANTAN BARAT;KALBAR;STG;0;IN117250315;2021-11-19T14:06:45+07:00;2021-12-24T14:49:20+07:00;;;;;;;;;;;;;;;,,,,,
20010012;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;2;2021-12-24T14:49:20+07:00;24/12/2021;Des-21;2021-12-24T14:49:20+07:00;61c3d55e3dc7d2001bcadd19;xxxx@email.com;nama pelanggan;88888888888;162xxxxxxx;5;A6STG022;Datang tepat waktu,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 6;;KALIMANTAN BARAT;KALBAR;STG;0;IN121386868;2021-11-19T14:06:45+07:00;2021-12-24T14:49:20+07:00;;;;;;;;;;;;;;;,,,
20990186;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;2;2021-11-19T14:06:45+07:00;19/11/2021;Nov-21;2021-11-19T14:06:45+07:00;60a6cd6ded9f9f6a847d7ec5;xxxx@email.com;nama pelanggan;88888888888;162xxxxxxx;5;A6STG022;Menyelesaikan gangguan dengan cepat;;;REGIONAL 6;KALIMANTAN;KALIMANTAN BARAT;KALBAR;STG;0;IN117250315;2021-11-19T14:06:45+07:00;2021-12-24T14:49:20+07:00;;;;;;;;;;;;;;;,,,,,
